t_s,alt_ft_rel,vel,acc
482.346,0.5,inf,9.87
482.851,0.49,inf,9.9
483.356,0.35,inf,9.91
483.861,0.48,inf,9.91
484.366,0.44,inf,9.97
484.872,0.51,inf,9.99
485.376,0.52,inf,9.85
485.881,0.45,inf,9.87
486.387,0.48,inf,9.89
486.892,0.53,inf,9.79
487.396,0.53,inf,9.83
487.901,0.49,inf,9.89
488.406,0.46,inf,9.9
488.912,0.43,inf,9.91
489.416,0.45,inf,9.88
489.921,0.49,inf,9.88
490.426,0.52,inf,9.98
490.932,0.61,inf,9.91
491.435,0.48,inf,9.87
491.941,0.52,inf,9.89
492.446,0.4,inf,10.03
492.951,0.53,inf,9.91
493.457,0.51,inf,9.84
493.962,0.59,inf,9.94
494.466,0.57,inf,9.94
494.971,0.61,inf,9.89
495.476,0.67,inf,9.94
495.981,0.64,inf,9.97
496.486,0.69,inf,9.85
496.991,0.83,inf,9.88
497.496,0.73,inf,9.88
498.001,0.77,inf,9.84
498.506,0.61,inf,9.92
499.011,0.66,inf,9.85
499.516,0.66,inf,9.9
500.021,0.54,inf,9.87
500.527,0.62,inf,9.82
501.032,0.66,inf,9.91
501.536,0.62,inf,9.76
502.041,0.6,inf,9.9
502.546,0.61,inf,9.89
503.052,0.49,inf,9.91
503.556,0.69,inf,9.86
504.061,0.65,inf,9.85
504.567,0.6,inf,9.9
505.071,0.66,inf,9.85
505.576,0.57,inf,9.83
506.081,0.66,inf,9.88
506.587,0.57,inf,9.85
507.091,0.64,inf,9.86
507.596,0.78,inf,9.85
508.101,0.59,inf,9.91
508.607,0.64,inf,9.85
509.111,0.39,inf,9.87
509.617,0.39,inf,9.85
510.121,0.56,inf,10.05
510.627,0.48,inf,9.88
511.131,0.56,inf,9.87
511.636,0.52,inf,9.92
512.141,0.48,inf,9.91
512.647,0.55,inf,9.84
513.152,0.46,inf,9.97
513.656,0.45,inf,9.88
514.156,0.35,inf,9.87
514.667,0.38,inf,9.86
515.167,0.27,inf,9.86
515.676,0.34,inf,9.82
516.181,0.64,inf,9.84
516.686,0.55,inf,9.76
517.191,0.49,inf,9.84
517.696,0.73,inf,9.86
518.201,0.46,inf,9.81
518.717,0.59,inf,9.84
519.217,0.56,inf,9.91
519.717,0.56,inf,9.78
520.222,0.56,inf,9.82
520.726,0.48,inf,9.9
521.231,0.47,inf,9.86
521.736,0.55,inf,9.85
522.242,0.6,inf,9.85
522.746,0.58,inf,9.85
523.251,0.78,inf,9.88
523.756,0.75,inf,9.93
524.262,0.79,inf,9.88
524.767,1.19,inf,9.97
525.271,0.81,inf,9.97
525.776,0.88,inf,9.91
526.281,0.68,inf,9.97
526.786,0.73,inf,9.93
527.291,0.74,inf,9.83
527.797,0.66,inf,9.95
528.302,0.75,inf,9.98
528.806,0.69,inf,9.78
529.312,0.89,inf,9.9
529.816,0.8,inf,9.78
530.322,0.86,inf,10.03
530.826,0.57,inf,9.87
531.331,0.66,inf,9.91
531.836,0.72,inf,9.9
532.342,0.97,inf,9.88
532.846,1.13,inf,9.81
533.351,0.98,inf,9.87
533.857,0.98,inf,9.88
534.362,0.9,inf,10.0
534.866,0.81,inf,9.96
535.371,0.91,inf,9.94
535.876,0.79,inf,9.78
536.381,1.08,inf,9.87
536.886,1.03,inf,9.95
537.391,0.95,inf,9.89
537.896,1.04,inf,9.86
538.402,1.04,inf,9.94
538.906,0.87,inf,9.99
539.411,0.9,inf,9.86
539.917,1.12,inf,9.82
540.422,0.76,inf,9.91
540.926,0.69,inf,9.92
541.431,0.74,inf,9.85
541.938,0.72,inf,9.89
542.442,0.8,inf,9.82
542.947,1.02,inf,9.89
543.451,1.12,inf,9.87
543.958,0.92,inf,9.96
544.462,0.97,inf,9.89
544.966,1.01,inf,9.82
545.471,1.07,inf,9.8
545.971,1.01,inf,9.92
546.482,0.94,inf,10.01
546.987,1.07,inf,9.99
547.487,0.98,inf,9.92
547.997,1.05,inf,9.93
548.502,1.06,inf,9.87
549.006,1.07,inf,9.95
549.511,1.13,inf,9.82
550.017,1.07,inf,9.96
550.521,1.1,inf,9.86
551.026,1.25,inf,9.85
551.531,1.42,inf,9.97
552.037,0.93,inf,10.02
552.541,0.96,inf,10.03
553.046,1.03,inf,9.96
553.551,1.13,inf,9.98
554.056,1.02,inf,9.92
554.561,1.01,inf,9.85
555.066,1.02,inf,9.9
555.571,1.13,inf,9.89
556.076,1.08,inf,9.88
556.582,1.12,inf,9.87
557.086,0.92,inf,9.89
557.591,0.85,inf,9.93
558.096,1.09,inf,9.85
558.601,0.97,inf,9.92
559.106,0.91,inf,9.97
559.611,1.04,inf,9.9
560.117,0.88,inf,9.85
560.622,0.87,inf,9.94
561.126,0.86,inf,9.9
561.632,1.01,inf,9.92
562.137,0.97,inf,9.84
562.641,1.0,inf,9.91
563.146,1.03,inf,9.94
563.652,1.09,inf,9.93
564.157,1.09,inf,9.87
564.662,1.09,inf,9.89
565.166,1.22,inf,9.89
565.673,1.12,inf,9.89
566.177,1.13,inf,9.82
566.682,0.96,inf,9.87
567.187,0.88,inf,9.9
567.692,0.96,inf,9.89
568.197,0.8,inf,10.0
568.702,0.86,inf,9.9
569.206,0.87,inf,9.79
569.711,0.81,inf,9.84
570.216,0.84,inf,9.95
570.721,0.8,inf,9.82
571.226,0.81,inf,9.95
571.732,0.71,inf,9.87
572.237,1.05,inf,9.87
572.741,0.8,inf,9.87
573.246,0.94,inf,9.93
573.752,0.9,inf,9.87
574.257,0.72,inf,9.91
574.761,0.7,inf,9.9
575.266,0.8,inf,9.94
575.771,0.81,inf,9.85
576.276,0.85,inf,9.94
576.781,0.82,inf,10.03
577.281,0.72,inf,9.93
577.781,0.78,inf,9.94
578.296,0.97,inf,9.9
578.801,0.8,inf,9.87
579.307,0.82,inf,9.95
579.812,0.88,inf,9.82
580.317,0.73,inf,9.88
580.821,0.91,inf,9.92
581.328,0.85,inf,10.01
581.831,0.91,inf,9.93
582.337,0.96,inf,9.9
582.842,0.97,inf,9.97
583.348,0.98,inf,9.9
583.852,0.95,inf,9.84
584.357,1.34,inf,9.85
584.861,1.14,inf,9.9
585.367,1.09,inf,9.92
585.872,1.22,inf,9.84
586.377,1.37,inf,9.82
586.882,1.14,inf,9.94
587.387,1.1,inf,9.94
587.892,1.18,inf,9.9
588.397,0.93,inf,9.92
588.902,1.14,inf,9.91
589.407,1.29,inf,9.97
589.912,1.29,inf,10.0
590.416,1.33,inf,9.98
590.922,1.49,inf,9.85
591.426,1.59,inf,9.95
591.932,1.61,inf,9.93
592.436,1.64,inf,10.01
592.941,1.52,inf,9.93
593.446,1.6,inf,9.94
593.951,1.4,inf,9.89
594.456,1.58,inf,9.98
594.961,1.47,inf,9.83
595.466,1.39,inf,9.94
595.972,1.0,inf,9.83
596.476,0.9,inf,9.86
596.981,0.94,inf,9.82
597.486,0.88,inf,9.9
597.991,0.92,inf,9.87
598.496,1.13,inf,9.86
599.001,1.49,inf,9.96
599.507,1.33,inf,9.84
600.011,1.2,inf,9.87
600.516,1.2,inf,9.88
601.022,9.42,inf,76.73
601.527,69.16,inf,86.61
602.032,190.47,inf,64.76
602.536,386.1,inf,51.38
603.036,560.88,inf,5.55
603.536,728.95,inf,4.73
604.052,860.82,inf,4.77
604.556,1000.44,inf,4.16
605.056,1116.28,inf,3.73
605.556,1235.84,inf,3.16
606.071,1344.39,inf,2.69
606.576,1439.73,inf,2.32
607.076,1517.57,inf,1.86
607.587,1601.48,inf,1.53
608.091,1676.58,inf,1.12
608.591,1733.84,inf,1.01
609.102,1794.06,inf,0.84
609.602,1837.4,inf,0.67
610.111,1879.59,inf,0.63
610.617,1911.79,inf,0.49
611.12,1933.95,inf,0.49
611.626,1950.29,inf,0.5
612.131,1957.57,inf,0.36
612.637,1973.37,inf,0.81
613.142,1953.83,inf,0.6
613.647,1938.42,inf,0.46
614.151,1920.49,inf,0.51
614.657,1889.91,inf,0.68
615.162,1852.42,inf,0.63
615.667,1813.2,inf,0.81
