t_s,alt_ft_rel,vel,acc
623.759,0.67,26.13,9.69
624.264,0.67,26.12,9.8
624.769,0.61,26.13,9.77
625.274,0.48,26.14,9.77
625.779,0.46,26.15,9.82
626.284,0.18,26.18,9.82
626.789,0.25,26.16,9.9
627.294,0.48,26.12,9.56
627.8,0.54,26.11,9.77
628.304,0.38,26.12,9.71
628.809,0.37,26.14,9.75
629.314,0.47,26.13,9.84
629.82,0.56,26.11,9.86
630.324,0.18,26.15,9.8
630.829,0.27,26.15,9.82
631.334,0.28,26.15,9.89
631.839,0.11,26.15,9.78
632.344,0.16,26.15,9.86
632.849,0.18,26.14,9.87
633.354,0.07,26.16,9.78
633.86,0.11,26.15,9.82
634.364,0.06,26.15,9.81
634.87,0.1,26.15,9.75
635.374,0.34,26.11,9.78
635.88,0.57,26.09,9.89
636.384,0.67,26.07,9.83
636.889,0.7,26.08,9.49
637.394,0.66,26.1,9.77
637.909,0.6,26.12,9.8
638.409,0.44,26.13,9.76
638.909,0.6,26.12,9.85
639.414,0.7,26.1,9.83
639.92,0.73,26.1,9.87
640.424,0.73,26.1,9.74
640.929,0.77,26.09,9.83
641.434,0.84,26.09,9.73
641.939,0.91,26.08,9.76
642.444,1.0,26.08,9.73
642.949,0.98,26.09,9.79
643.455,0.97,26.09,9.71
643.96,0.97,26.1,9.83
644.464,0.83,26.11,9.87
644.969,0.76,26.13,9.8
645.475,0.84,26.11,9.83
645.979,0.89,26.11,9.82
646.484,0.83,26.11,9.78
646.989,0.83,26.11,9.8
647.494,0.86,26.11,9.82
647.999,0.92,26.1,9.85
648.504,1.02,26.09,9.83
649.009,1.08,26.08,9.86
649.514,1.16,26.07,9.79
650.02,1.11,26.09,9.81
650.524,1.18,26.08,9.77
651.029,1.12,26.08,9.8
651.534,1.02,26.11,9.82
652.039,0.96,26.11,9.8
652.544,0.97,26.11,9.86
653.05,1.03,26.11,9.76
653.554,0.96,26.11,9.89
654.059,1.05,26.1,9.77
654.564,0.99,26.1,9.81
655.07,1.1,26.08,9.61
655.574,1.15,26.08,9.76
656.079,1.14,26.09,9.79
656.584,1.26,26.08,9.83
657.089,1.31,26.07,9.84
657.594,1.22,26.08,9.78
658.109,1.17,26.09,9.81
658.609,1.2,26.1,9.82
659.109,1.08,26.11,9.81
659.609,1.06,26.11,9.72
660.119,0.89,26.13,9.78
660.624,0.8,26.13,9.82
661.13,0.68,26.14,9.82
661.635,0.62,26.15,9.88
662.139,0.52,26.15,9.59
662.644,0.54,26.15,9.83
663.149,0.38,26.15,9.71
663.654,0.51,26.13,9.92
664.159,0.41,26.14,9.91
664.665,0.44,26.14,9.84
665.169,0.51,26.13,9.76
665.675,0.51,26.12,9.77
666.179,0.48,26.12,9.84
666.685,0.4,26.13,9.87
667.189,0.42,26.13,9.81
667.694,0.44,26.13,9.75
668.199,0.34,26.14,9.83
668.715,0.39,26.13,9.83
669.215,0.49,26.12,9.7
669.724,0.63,26.09,9.82
670.224,0.75,26.09,9.83
670.725,0.65,26.11,9.85
671.229,0.88,26.08,9.74
671.735,0.93,26.08,9.82
672.239,0.88,26.09,9.86
672.745,0.95,26.09,9.79
673.249,0.91,26.1,9.81
673.755,0.91,26.1,9.83
674.259,0.91,26.1,9.75
674.765,0.87,26.11,9.78
675.269,0.82,26.12,9.85
675.774,0.91,26.1,9.81
676.279,0.78,26.11,9.8
676.785,0.78,26.12,9.81
677.289,0.85,26.11,9.87
677.794,0.9,26.1,9.9
678.299,0.81,26.11,9.78
678.804,0.64,26.13,9.87
679.309,0.64,26.13,9.84
679.814,0.65,26.13,9.85
680.319,0.72,26.12,9.75
680.824,0.81,26.11,9.8
681.329,0.98,26.08,9.79
681.834,1.02,26.08,9.81
682.339,1.16,26.06,9.83
682.845,1.21,26.06,9.92
683.349,1.39,26.05,9.81
683.854,1.36,26.06,9.81
684.36,1.5,26.05,9.82
684.865,1.39,26.07,9.81
685.37,1.36,26.08,9.8
685.874,1.43,26.07,9.81
686.38,1.5,26.07,9.8
686.885,1.44,26.08,9.81
687.389,1.54,26.07,9.67
687.894,1.55,26.06,9.96
688.4,1.56,26.07,9.82
688.905,1.5,26.08,9.84
689.409,1.62,26.07,9.78
689.914,1.59,26.07,9.8
690.419,1.6,26.06,9.82
690.924,1.72,26.05,9.86
691.429,1.6,26.07,9.81
691.935,1.59,26.07,9.7
692.44,1.55,26.07,9.87
692.944,1.56,26.08,9.85
693.449,1.51,26.08,9.87
693.954,1.54,26.08,9.77
694.459,1.66,26.07,9.78
694.964,1.6,26.07,9.8
695.469,1.59,26.07,9.83
695.974,1.64,26.07,9.85
696.479,1.55,26.08,9.73
696.984,1.46,26.09,9.78
697.489,1.61,26.07,9.68
697.994,1.67,26.06,9.72
698.499,1.5,26.08,9.8
699.005,1.54,26.08,9.72
699.51,1.39,26.1,9.81
700.014,1.22,26.12,9.81
700.519,1.18,26.11,9.76
701.024,1.28,26.1,9.87
701.529,1.35,26.08,9.78
702.034,1.44,26.07,9.45
702.54,1.4,26.07,9.78
703.045,1.37,26.07,9.78
703.549,1.47,26.08,9.87
704.055,1.49,26.07,9.85
704.559,1.31,26.09,9.79
705.065,1.35,26.09,9.87
705.569,1.45,26.08,9.74
706.075,1.31,26.09,9.81
706.58,1.36,26.08,9.74
707.084,1.45,26.07,9.75
707.589,1.49,26.07,9.88
708.094,1.63,26.05,9.78
708.6,1.61,26.06,9.88
709.104,1.64,26.06,9.87
709.604,1.58,26.06,9.86
710.114,1.5,26.08,9.8
710.619,1.47,26.08,9.68
711.125,1.53,26.08,9.74
711.63,1.59,26.07,9.81
712.135,1.55,26.07,9.79
712.639,1.4,26.09,9.83
713.144,1.37,26.1,9.98
713.649,1.42,26.09,9.71
714.154,1.37,26.08,9.8
714.659,1.52,26.07,9.77
715.164,1.47,26.07,9.71
715.669,1.49,26.07,9.72
716.174,1.43,26.08,9.84
716.679,1.39,26.08,9.8
717.184,1.42,26.08,9.82
717.69,1.52,26.07,9.88
718.194,1.51,26.07,9.75
718.7,1.6,26.06,9.6
719.204,1.63,26.06,9.76
719.72,1.65,26.06,9.7
720.22,1.58,26.07,9.82
720.729,1.54,26.07,9.84
721.229,1.6,26.07,9.87
721.73,1.54,26.08,9.72
722.235,1.54,26.07,9.78
722.739,1.67,26.06,10.0
723.244,1.63,26.07,9.83
723.749,1.55,26.08,9.79
724.255,1.61,26.07,9.74
724.76,1.56,26.08,9.68
725.264,1.5,26.08,9.81
725.769,1.66,26.07,9.82
726.275,1.72,26.05,9.79
726.78,1.67,26.07,9.82
727.284,1.58,26.08,9.84
727.789,1.4,26.09,9.85
728.295,1.48,26.09,9.74
728.8,1.43,26.09,9.79
729.304,1.34,26.1,9.72
729.809,1.37,26.09,9.77
730.314,1.33,26.1,9.72
730.819,1.27,26.1,9.78
731.324,1.31,26.09,9.68
731.829,1.28,26.09,9.76
732.335,1.27,26.09,9.78
732.839,1.28,26.09,9.83
733.344,1.28,26.09,9.85
733.85,1.3,26.08,9.79
734.355,1.36,26.08,9.82
734.86,1.4,26.07,9.54
735.364,1.29,26.09,9.79
735.87,1.29,26.09,9.85
736.374,1.33,26.09,9.72
736.88,1.34,26.09,9.67
737.385,1.38,26.08,9.85
737.889,1.48,26.07,9.84
738.395,1.47,26.07,9.76
738.91,1.47,26.07,9.83
739.41,1.51,26.06,9.72
739.91,1.42,26.08,9.87
740.415,1.44,26.09,9.83
740.92,1.53,26.07,9.73
741.424,1.51,26.07,9.85
741.93,1.38,26.09,9.71
742.435,1.42,26.08,9.76
742.94,1.43,26.08,9.89
743.445,1.36,26.09,9.79
743.95,1.29,26.09,9.82
744.455,1.37,26.09,9.76
744.96,1.47,26.07,10.27
745.465,1.5,26.07,9.89
745.969,1.45,26.07,9.82
746.474,1.39,26.09,9.83
746.979,1.43,26.08,9.97
747.484,1.46,26.08,9.77
747.989,1.34,26.08,9.82
748.495,1.31,26.09,9.9
749.0,1.36,26.09,9.76
749.504,1.28,26.09,9.85
750.01,1.42,26.08,9.87
750.515,1.43,26.08,9.89
751.019,1.45,26.08,9.77
751.524,1.38,26.08,9.85
752.029,1.42,26.08,9.71
752.534,1.44,26.08,9.75
753.039,1.47,26.07,9.84
753.544,1.4,26.08,9.75
754.049,1.35,26.09,9.8
754.554,1.44,26.08,9.81
755.059,1.41,26.08,9.86
755.564,1.4,26.08,9.91
756.069,1.32,26.09,9.77
756.574,1.23,26.11,9.81
757.079,1.16,26.11,9.82
757.585,1.03,26.12,9.77
758.089,0.97,26.13,9.79
758.589,0.94,26.12,9.79
759.099,0.88,26.12,9.99
759.604,0.93,26.12,9.57
760.109,1.17,26.07,9.76
760.609,1.4,26.05,9.81
761.119,1.26,26.06,9.78
761.619,1.39,26.06,9.79
762.129,1.36,26.07,9.79
762.634,1.41,26.07,9.87
763.139,1.51,26.06,9.74
763.644,1.44,26.06,9.84
764.149,1.5,26.07,9.79
764.654,1.53,26.06,9.76
765.159,1.53,26.07,9.83
765.664,1.53,26.07,9.83
766.169,1.54,26.07,9.82
766.674,1.29,26.1,9.94
767.179,1.3,26.1,9.85
767.684,1.23,26.1,9.75
768.189,1.48,26.07,9.81
768.694,1.44,26.08,9.9
769.199,1.19,26.1,10.0
769.704,1.52,26.07,9.83
770.209,1.49,26.07,9.7
770.724,1.49,26.06,9.8
771.224,1.57,26.06,9.8
771.724,1.41,26.08,9.92
772.229,1.4,26.09,9.85
772.734,1.48,26.08,9.79
773.239,1.31,26.1,9.81
773.744,1.38,26.09,9.82
774.249,1.22,26.1,9.86
774.754,1.43,26.08,9.86
775.259,1.54,26.06,9.81
775.764,1.38,26.08,9.72
776.269,1.48,26.08,10.47
776.774,1.49,26.07,9.78
777.279,1.44,26.08,9.55
777.784,1.58,26.06,9.86
778.289,1.56,26.06,9.76
778.794,1.59,26.06,9.75
779.308,1.55,26.07,9.78
779.808,1.54,26.07,9.78
780.309,1.66,26.07,9.67
780.814,1.6,26.07,9.83
781.319,1.55,26.08,9.86
781.824,1.44,26.09,9.7
782.329,1.4,26.09,9.76
782.834,1.41,26.1,9.8
783.339,1.29,26.1,9.8
783.844,1.42,26.09,9.7
784.349,1.15,26.12,9.78
784.854,1.07,26.12,9.83
785.359,1.22,26.1,9.74
785.864,1.53,26.05,9.78
786.369,1.42,26.06,9.85
786.874,1.38,26.07,9.91
787.379,1.44,26.07,9.95
787.884,1.47,26.06,9.74
788.389,1.55,26.06,9.9
788.894,1.79,26.04,9.76
789.399,1.68,26.05,9.82
789.904,1.75,26.05,9.8
790.409,1.74,26.05,9.7
790.914,1.92,26.04,9.89
791.419,1.78,26.06,9.72
791.924,1.68,26.07,9.81
792.429,1.5,26.1,9.86
792.934,1.55,26.09,9.74
793.439,1.49,26.1,9.9
793.944,1.34,26.1,9.73
794.449,1.33,26.11,9.53
794.954,1.49,26.08,9.84
795.459,1.57,26.07,9.65
795.964,1.45,26.08,9.84
796.469,1.49,26.07,9.77
796.974,1.49,26.07,9.86
797.479,1.53,26.07,9.6
797.984,1.36,26.08,9.68
798.489,1.5,26.08,9.77
798.994,1.49,26.07,9.9
799.499,1.51,26.07,9.75
800.005,1.37,26.09,9.74
800.509,1.5,26.07,9.85
801.014,1.5,26.08,9.86
801.519,1.6,26.06,9.82
802.024,1.48,26.08,9.74
802.529,1.62,26.06,9.85
803.034,1.73,26.05,9.67
803.539,1.62,26.06,9.85
804.044,1.74,26.06,9.8
