t_s,alt_m_asl,lat_deg,lon_deg,acc_z_m_s2,vel_z_m_s,state_pz_m,motor_angle_deg
35.619,11.156,0.0,0.0,-9.801,-10.71,-1.782,0.0
36.629,11.156,0.0,0.0,-10.008,-10.726,-1.855,0.0
37.639,11.073,0.0,0.0,-9.962,-10.688,-1.783,0.0
38.672,10.989,0.0,0.0,-10.078,-10.756,-1.869,0.0
39.682,11.156,0.0,0.0,-10.486,-10.488,-1.782,0.0
40.692,11.322,0.0,0.0,-9.915,-10.405,-1.76,0.0
41.687,10.823,0.0,0.0,-9.827,-10.623,-1.927,0.0
42.697,10.989,0.0,0.0,-10.226,-10.47,-1.86,0.0
43.709,11.156,0.0,0.0,-9.802,-10.396,-1.821,0.0
44.719,10.989,0.0,0.0,-9.761,-10.385,-1.846,0.0
45.729,11.239,0.0,0.0,-9.294,-10.221,-1.76,0.0
46.741,10.989,0.0,0.0,-9.151,-10.216,-1.876,0.0
47.771,10.989,0.0,0.0,-9.753,-10.062,-1.86,0.0
48.782,10.906,0.0,0.0,-9.071,-9.93,-1.851,0.0
49.792,11.073,0.0,0.0,-9.819,-9.992,-1.855,0.0
50.802,10.989,0.0,0.0,-9.613,-9.895,-1.83,0.0
51.793,11.156,0.0,0.0,-9.095,-9.92,-1.866,0.0
52.802,11.156,0.0,0.0,-10.061,-9.836,-1.803,0.0
53.814,11.156,0.0,0.0,-9.312,-9.775,-1.8,0.0
54.824,10.989,0.0,0.0,-9.387,-9.869,-1.866,0.0
55.834,10.906,0.0,0.0,-9.231,-9.889,-1.899,0.0
56.866,10.823,0.0,0.0,-9.938,-9.998,-2.017,0.0
57.877,10.823,0.0,0.0,-9.762,-9.923,-1.954,0.0
58.887,10.906,0.0,0.0,-9.552,-9.937,-1.897,0.0
59.898,10.989,0.0,0.0,-9.636,-9.973,-1.885,0.0
60.886,10.739,0.0,0.0,-9.71,-10.111,-2.016,0.0
61.898,10.656,0.0,0.0,-9.459,-10.04,-2.046,0.0
62.908,10.906,0.0,0.0,-9.388,-9.96,-1.912,0.0
63.919,10.989,0.0,0.0,-10.197,-9.983,-1.907,0.0
64.93,11.073,0.0,0.0,-10.004,-9.997,-1.838,0.0
65.939,10.573,0.0,0.0,-9.773,-10.332,-2.046,0.0
66.972,10.656,0.0,0.0,-9.911,-10.308,-2.039,0.0
67.983,10.739,0.0,0.0,-9.404,-10.394,-2.059,0.0
68.992,10.823,0.0,0.0,-9.368,-10.324,-2.045,0.0
70.002,10.989,0.0,0.0,-9.36,-10.036,-1.962,0.0
70.993,10.906,0.0,0.0,-9.658,-10.022,-1.989,0.0
72.005,10.823,0.0,0.0,-9.024,-9.981,-1.984,0.0
73.021,10.823,0.0,0.0,-9.877,-9.95,-1.98,0.0
74.034,10.989,0.0,0.0,-9.7,-9.924,-1.958,0.0
75.067,10.739,0.0,0.0,-9.234,-9.959,-2.063,0.0
76.077,10.906,0.0,0.0,-9.293,-9.701,-1.957,0.0
77.087,10.739,0.0,0.0,-8.851,-9.727,-2.047,0.0
78.097,10.656,0.0,0.0,-8.968,-9.727,-2.153,0.0
79.088,10.823,0.0,0.0,-9.849,-9.757,-2.032,0.0
80.097,10.906,0.0,0.0,-9.634,-9.758,-2.016,0.0
81.108,10.823,0.0,0.0,-10.015,-9.856,-2.025,0.0
82.119,10.656,0.0,0.0,-9.781,-9.961,-2.113,0.0
83.129,10.823,0.0,0.0,-9.586,-9.91,-2.106,0.0
84.14,10.656,0.0,0.0,-9.943,-9.987,-2.109,0.0
85.177,10.656,0.0,0.0,-9.955,-10.046,-2.103,0.0
86.187,10.906,0.0,0.0,-9.324,-9.9,-2.074,0.0
87.198,10.656,0.0,0.0,-10.55,-9.948,-2.123,0.0
88.207,10.906,0.0,0.0,-9.702,-9.896,-2.035,0.0
89.198,10.739,0.0,0.0,-10.184,-9.898,-2.104,0.0
90.21,10.823,0.0,0.0,-10.331,-9.926,-2.152,0.0
91.219,10.823,0.0,0.0,-9.786,-9.912,-2.127,0.0
92.229,10.823,0.0,0.0,-9.599,-9.826,-2.074,0.0
93.262,10.739,0.0,0.0,-9.202,-9.879,-2.137,0.0
94.272,10.656,0.0,0.0,-10.071,-9.856,-2.124,0.0
95.282,10.573,0.0,0.0,-9.543,-9.994,-2.218,0.0
96.293,10.49,0.0,0.0,-9.946,-10.09,-2.29,0.0
97.302,10.49,0.0,0.0,-9.531,-9.968,-2.229,0.0
98.293,10.989,0.0,0.0,-10.174,-10.055,-2.137,0.0
99.305,10.49,0.0,0.0,-9.342,-10.09,-2.335,0.0
100.313,10.656,0.0,0.0,-9.916,-10.005,-2.181,0.0
101.325,10.656,0.0,0.0,-9.707,-10.07,-2.221,0.0
102.334,10.656,0.0,0.0,-10.142,-10.155,-2.238,0.0
103.366,10.739,0.0,0.0,-9.534,-10.079,-2.164,0.0
104.382,10.906,0.0,0.0,-9.021,-9.939,-2.099,0.0
105.398,10.656,0.0,0.0,-9.933,-10.094,-2.167,0.0
106.393,10.739,0.0,0.0,-9.518,-9.992,-2.185,0.0
107.409,10.49,0.0,0.0,-9.17,-10.066,-2.302,0.0
108.425,10.656,0.0,0.0,-10.181,-9.998,-2.178,0.0
109.463,10.406,0.0,0.0,-10.017,-10.114,-2.264,0.0
110.479,10.573,0.0,0.0,-9.336,-10.215,-2.24,0.0
111.495,10.739,0.0,0.0,-9.279,-10.005,-2.208,0.0
112.49,10.656,0.0,0.0,-9.72,-10.06,-2.27,0.0
113.504,10.573,0.0,0.0,-9.449,-9.929,-2.255,0.0
114.519,10.739,0.0,0.0,-9.51,-9.938,-2.185,0.0
115.534,10.49,0.0,0.0,-10.275,-10.259,-2.319,0.0
116.572,10.573,0.0,0.0,-9.227,-10.114,-2.301,0.0
117.583,10.656,0.0,0.0,-10.485,-10.114,-2.179,0.0
118.597,10.656,0.0,0.0,-9.849,-10.174,-2.24,0.0
119.587,10.739,0.0,0.0,-9.808,-9.991,-2.174,0.0
120.601,10.739,0.0,0.0,-10.181,-9.828,-2.068,0.0
121.614,10.739,0.0,0.0,-9.661,-9.8,-2.217,0.0
122.628,10.573,0.0,0.0,-8.971,-9.647,-2.218,0.0
123.64,10.573,0.0,0.0,-8.908,-9.765,-2.22,0.0
124.672,10.49,0.0,0.0,-9.022,-9.998,-2.29,0.0
125.682,10.49,0.0,0.0,-9.064,-9.953,-2.34,0.0
126.692,10.573,0.0,0.0,-9.704,-9.979,-2.279,0.0
127.684,10.739,0.0,0.0,-8.876,-9.911,-2.206,0.0
128.695,10.739,0.0,0.0,-9.364,-9.917,-2.243,0.0
129.708,10.49,0.0,0.0,-9.384,-9.89,-2.315,0.0
130.719,10.739,0.0,0.0,-9.006,-9.859,-2.189,0.0
131.729,10.739,0.0,0.0,-10.36,-9.929,-2.161,0.0
132.762,10.823,0.0,0.0,-9.427,-10.111,-2.251,0.0
133.772,10.573,0.0,0.0,-9.399,-10.07,-2.26,0.0
134.782,10.49,0.0,0.0,-9.31,-10.239,-2.349,0.0
135.793,10.573,0.0,0.0,-9.033,-10.235,-2.284,0.0
136.804,10.656,0.0,0.0,-9.909,-10.125,-2.31,0.0
137.793,10.49,0.0,0.0,-9.335,-10.184,-2.298,0.0
138.802,10.573,0.0,0.0,-8.802,-10.148,-2.269,0.0
139.814,10.573,0.0,0.0,-9.32,-10.287,-2.372,0.0
8.565,11.822,0.0,0.0,-9.955,-85.262,-365.135,0.0
10.271,11.572,0.0,0.0,-9.634,-101.698,-437.218,0.0
11.29,10.49,0.0,0.0,-10.177,7.055,-0.94,0.0
12.287,10.739,0.0,0.0,-9.421,-3.776,-1.273,0.0
13.303,10.573,0.0,0.0,-9.911,-8.022,-1.545,0.0
14.321,10.49,0.0,0.0,-9.849,-9.469,-1.658,0.0
15.338,10.406,0.0,0.0,-10.496,-10.063,-1.712,0.0
16.378,10.573,0.0,0.0,-10.031,-10.32,-1.634,0.0
17.395,10.656,0.0,0.0,-10.156,-10.439,-1.638,0.0
18.387,10.49,0.0,0.0,-10.101,-10.637,-1.696,0.0
19.397,10.573,0.0,0.0,-9.601,-10.52,-1.649,0.0
20.409,10.49,0.0,0.0,-10.02,-10.613,-1.737,0.0
21.424,10.573,0.0,0.0,-10.687,-10.652,-1.712,0.0
22.434,10.49,0.0,0.0,-9.726,-10.643,-1.687,0.0
23.467,10.406,0.0,0.0,-9.022,-10.628,-1.775,0.0
24.477,10.406,0.0,0.0,-9.849,-10.645,-1.736,0.0
25.487,10.573,0.0,0.0,-10.131,-10.588,-1.716,0.0
26.497,10.406,0.0,0.0,-9.778,-10.725,-1.767,0.0
27.487,10.656,0.0,0.0,-8.954,-10.45,-1.689,0.0
28.497,10.656,0.0,0.0,-9.603,-10.488,-1.69,0.0
29.508,10.49,0.0,0.0,-9.31,-10.441,-1.703,0.0
30.52,10.573,0.0,0.0,-9.445,-10.336,-1.674,0.0
31.53,10.239,0.0,0.0,-9.556,-10.468,-1.873,0.0
32.541,10.573,0.0,0.0,-9.496,-10.175,-1.695,0.0
33.573,10.406,0.0,0.0,-9.341,-10.249,-1.687,0.0
34.582,10.49,0.0,0.0,-9.913,-10.38,-1.769,0.0
35.597,10.656,0.0,0.0,-9.328,-10.334,-1.706,0.0
36.587,10.406,0.0,0.0,-8.965,-10.285,-1.711,0.0
37.597,10.573,0.0,0.0,-10.342,-10.242,-1.639,0.0
38.608,10.49,0.0,0.0,-10.413,-10.436,-1.702,0.0
39.619,10.49,0.0,0.0,-10.243,-10.638,-1.758,0.0
40.629,10.49,0.0,0.0,-9.848,-10.507,-1.706,0.0
41.662,10.323,0.0,0.0,-10.486,-10.639,-1.75,0.0
42.672,10.573,0.0,0.0,-10.484,-10.57,-1.7,0.0
43.682,10.406,0.0,0.0,-11.163,-10.814,-1.815,0.0
44.692,10.323,0.0,0.0,-9.691,-10.787,-1.791,0.0
45.702,10.49,0.0,0.0,-9.483,-10.735,-1.765,0.0
46.693,10.406,0.0,0.0,-10.028,-10.677,-1.776,0.0
47.705,10.656,0.0,0.0,-9.143,-10.404,-1.648,0.0
48.714,10.573,0.0,0.0,-10.315,-10.478,-1.706,0.0
49.724,10.573,0.0,0.0,-9.869,-10.476,-1.714,0.0
50.735,10.656,0.0,0.0,-9.698,-10.446,-1.779,0.0
51.766,10.49,0.0,0.0,-9.573,-10.432,-1.762,0.0
52.777,10.239,0.0,0.0,-10.187,-10.404,-1.816,0.0
53.787,10.573,0.0,0.0,-9.869,-10.436,-1.759,0.0
54.797,10.406,0.0,0.0,-9.754,-10.417,-1.76,0.0
55.787,10.239,0.0,0.0,-10.839,-10.577,-1.903,0.0
56.797,10.406,0.0,0.0,-9.485,-10.51,-1.818,0.0
57.809,10.49,0.0,0.0,-9.686,-10.471,-1.753,0.0
58.819,10.323,0.0,0.0,-9.959,-10.486,-1.784,0.0
59.83,10.573,0.0,0.0,-9.905,-10.299,-1.726,0.0
60.839,10.323,0.0,0.0,-9.521,-10.5,-1.871,0.0
61.872,10.323,0.0,0.0,-10.152,-10.376,-1.848,0.0
62.882,10.406,0.0,0.0,-9.656,-10.333,-1.818,0.0
63.892,10.323,0.0,0.0,-9.743,-10.379,-1.845,0.0
64.902,10.323,0.0,0.0,-11.082,-10.528,-1.913,0.0
65.892,10.323,0.0,0.0,-10.92,-10.419,-1.818,0.0
66.902,10.406,0.0,0.0,-9.257,-10.487,-1.889,0.0
67.913,10.406,0.0,0.0,-10.431,-10.469,-1.794,0.0
68.924,10.323,0.0,0.0,-10.384,-10.577,-1.851,0.0
69.934,10.49,0.0,0.0,-10.317,-10.45,-1.764,0.0
70.967,10.073,0.0,0.0,-9.449,-10.63,-1.975,0.0
71.977,10.239,0.0,0.0,-10.058,-10.466,-1.85,0.0
72.987,10.49,0.0,0.0,-9.637,-10.344,-1.707,0.0
73.998,10.406,0.0,0.0,-10.291,-10.466,-1.854,0.0
74.989,10.406,0.0,0.0,-9.51,-10.436,-1.79,0.0
75.997,10.323,0.0,0.0,-9.885,-10.578,-1.91,0.0
77.009,10.239,0.0,0.0,-10.436,-10.432,-1.884,0.0
78.019,10.49,0.0,0.0,-9.257,-10.306,-1.858,0.0
79.031,10.323,0.0,0.0,-9.515,-10.188,-1.871,0.0
80.068,10.156,0.0,0.0,-10.077,-10.197,-1.877,0.0
81.077,10.49,0.0,0.0,-9.86,-10.217,-1.866,0.0
82.087,10.239,0.0,0.0,-10.059,-10.183,-1.88,0.0
83.102,10.156,0.0,0.0,-10.376,-10.383,-2.017,0.0
84.093,10.073,0.0,0.0,-9.779,-10.455,-1.983,0.0
85.102,10.156,0.0,0.0,-9.449,-10.396,-1.988,0.0
86.114,10.406,0.0,0.0,-10.199,-10.324,-1.906,0.0
87.124,10.323,0.0,0.0,-10.408,-10.301,-1.841,0.0
88.134,10.49,0.0,0.0,-9.922,-10.291,-1.839,0.0
89.144,10.239,0.0,0.0,-9.218,-10.395,-1.992,0.0
90.177,10.323,0.0,0.0,-9.947,-10.331,-1.924,0.0
91.188,10.323,0.0,0.0,-9.401,-10.347,-1.929,0.0
92.199,9.906,0.0,0.0,-9.975,-10.696,-2.124,0.0
93.211,10.323,0.0,0.0,-10.687,-10.547,-1.903,0.0
94.203,10.073,0.0,0.0,-9.704,-10.673,-2.045,0.0
95.217,10.323,0.0,0.0,-9.386,-10.439,-1.875,0.0
96.224,10.239,0.0,0.0,-10.215,-10.542,-1.991,0.0
97.234,10.156,0.0,0.0,-9.978,-10.55,-1.992,0.0
98.267,10.073,0.0,0.0,-10.282,-10.693,-2.02,0.0
99.28,10.156,0.0,0.0,-9.733,-10.546,-2.0,0.0
100.288,10.239,0.0,0.0,-11.277,-10.413,-1.92,0.0
101.298,10.073,0.0,0.0,-10.352,-10.486,-2.122,0.0
102.287,9.99,0.0,0.0,-8.98,-10.259,-2.154,0.0
103.297,10.239,0.0,0.0,-9.938,-10.128,-2.063,0.0
104.308,10.323,0.0,0.0,-10.117,-10.028,-1.876,0.0
105.319,10.156,0.0,0.0,-9.959,-10.003,-1.971,0.0
106.329,10.239,0.0,0.0,-9.863,-10.018,-1.98,0.0
107.341,10.239,0.0,0.0,-9.477,-10.048,-2.031,0.0
108.372,10.323,0.0,0.0,-9.508,-9.919,-1.951,0.0
109.383,10.406,0.0,0.0,-9.028,-9.923,-1.975,0.0
110.393,10.156,0.0,0.0,-10.075,-10.012,-1.924,0.0
111.382,10.073,0.0,0.0,-10.505,-10.264,-2.058,0.0
112.395,10.323,0.0,0.0,-10.212,-10.24,-1.978,0.0
113.404,10.239,0.0,0.0,-9.381,-10.301,-2.027,0.0
114.413,10.073,0.0,0.0,-10.061,-10.311,-2.023,0.0
115.426,9.99,0.0,0.0,-10.919,-10.469,-2.076,0.0
116.435,9.99,0.0,0.0,-10.439,-10.627,-2.059,0.0
117.466,10.239,0.0,0.0,-11.177,-10.627,-1.987,0.0
118.479,10.156,0.0,0.0,-9.435,-10.648,-2.062,0.0
119.495,10.073,0.0,0.0,-10.787,-10.606,-2.115,0.0
120.49,10.156,0.0,0.0,-10.769,-10.479,-1.97,0.0
121.506,10.073,0.0,0.0,-11.297,-10.582,-2.062,0.0
122.522,10.239,0.0,0.0,-10.328,-10.576,-2.042,0.0
123.538,9.99,0.0,0.0,-9.535,-10.621,-2.129,0.0
124.576,10.239,0.0,0.0,-10.491,-10.418,-1.994,0.0
125.592,10.073,0.0,0.0,-10.103,-10.443,-2.064,0.0
126.587,10.156,0.0,0.0,-10.128,-10.411,-2.065,0.0
127.598,10.156,0.0,0.0,-10.151,-10.343,-2.024,0.0
128.614,10.073,0.0,0.0,-9.948,-10.445,-2.113,0.0
129.625,10.156,0.0,0.0,-10.239,-10.538,-2.09,0.0
130.639,10.239,0.0,0.0,-9.778,-10.508,-2.004,0.0
131.672,10.323,0.0,0.0,-10.226,-10.6,-1.997,0.0
132.682,10.156,0.0,0.0,-9.898,-10.641,-2.023,0.0
133.695,9.99,0.0,0.0,-9.983,-10.82,-2.22,0.0
134.689,10.239,0.0,0.0,-9.708,-10.698,-2.048,0.0
135.704,9.906,0.0,0.0,-10.124,-10.648,-2.18,0.0
136.719,10.073,0.0,0.0,-10.817,-10.579,-2.061,0.0
137.735,10.239,0.0,0.0,-10.245,-10.564,-2.05,0.0
138.772,10.239,0.0,0.0,-11.377,-10.567,-2.095,0.0
139.786,10.073,0.0,0.0,-9.626,-10.536,-2.044,0.0
140.801,10.156,0.0,0.0,-10.333,-10.676,-2.117,0.0
141.792,9.99,0.0,0.0,-10.692,-10.747,-2.141,0.0
142.802,10.156,0.0,0.0,-10.327,-10.661,-2.095,0.0
143.816,9.906,0.0,0.0,-10.127,-10.687,-2.143,0.0
144.825,10.073,0.0,0.0,-10.7,-10.662,-2.104,0.0
145.834,10.239,0.0,0.0,-10.408,-10.51,-2.014,0.0
146.867,10.156,0.0,0.0,-9.61,-10.487,-2.113,0.0
147.878,9.99,0.0,0.0,-9.747,-10.58,-2.173,0.0
148.887,10.156,0.0,0.0,-10.408,-10.501,-2.057,0.0
149.897,10.073,0.0,0.0,-10.431,-10.478,-2.066,0.0
150.887,9.99,0.0,0.0,-9.905,-10.468,-2.112,0.0
151.898,10.156,0.0,0.0,-10.129,-10.389,-2.078,0.0
152.91,9.906,0.0,0.0,-10.609,-10.5,-2.167,0.0
153.924,9.99,0.0,0.0,-9.738,-10.41,-2.212,0.0
154.935,9.99,0.0,0.0,-9.587,-10.406,-2.164,0.0
155.967,9.906,0.0,0.0,-10.225,-10.294,-2.173,0.0
156.978,10.073,0.0,0.0,-9.894,-10.141,-2.032,0.0
157.988,10.156,0.0,0.0,-10.198,-10.282,-2.165,0.0
158.997,9.99,0.0,0.0,-9.746,-10.162,-2.14,0.0
159.987,9.99,0.0,0.0,-10.076,-10.269,-2.177,0.0
160.997,9.99,0.0,0.0,-9.886,-10.224,-2.144,0.0
162.008,10.073,0.0,0.0,-10.048,-10.195,-2.122,0.0
163.019,9.99,0.0,0.0,-9.767,-10.218,-2.205,0.0
164.029,9.99,0.0,0.0,-10.147,-10.311,-2.202,0.0
165.039,10.239,0.0,0.0,-10.579,-10.221,-2.022,0.0
166.072,10.239,0.0,0.0,-10.115,-10.334,-2.141,0.0
167.082,9.99,0.0,0.0,-9.814,-10.426,-2.152,0.0
168.095,10.156,0.0,0.0,-10.15,-10.349,-2.059,0.0
169.102,10.156,0.0,0.0,-9.771,-10.317,-2.1,0.0
170.088,10.156,0.0,0.0,-9.725,-10.291,-2.138,0.0
171.097,10.156,0.0,0.0,-9.434,-10.154,-2.128,0.0
172.108,9.906,0.0,0.0,-9.89,-10.119,-2.146,0.0
173.119,10.156,0.0,0.0,-10.106,-10.155,-2.111,0.0
174.129,9.823,0.0,0.0,-9.685,-10.327,-2.208,0.0
175.14,9.99,0.0,0.0,-9.396,-10.335,-2.138,0.0
176.149,10.073,0.0,0.0,-10.236,-10.416,-2.151,0.0
177.182,9.99,0.0,0.0,-10.151,-10.437,-2.188,0.0
178.193,10.073,0.0,0.0,-10.089,-10.542,-2.171,0.0
179.202,10.073,0.0,0.0,-10.472,-10.678,-2.159,0.0
180.213,9.99,0.0,0.0,-10.66,-10.675,-2.178,0.0
181.203,10.073,0.0,0.0,-9.867,-10.664,-2.159,0.0
182.213,10.156,0.0,0.0,-9.909,-10.621,-2.161,0.0
183.224,9.99,0.0,0.0,-10.165,-10.643,-2.185,0.0
184.234,10.156,0.0,0.0,-10.331,-10.477,-2.11,0.0
185.266,9.906,0.0,0.0,-9.56,-10.539,-2.172,0.0
186.272,9.823,0.0,0.0,-10.239,-10.414,-2.232,0.0
188.293,10.073,0.0,0.0,-9.851,-10.073,-2.057,0.0
189.282,10.073,0.0,0.0,-9.273,-9.98,-2.14,0.0
190.292,10.073,0.0,0.0,-10.128,-9.94,-2.064,0.0
191.302,9.99,0.0,0.0,-9.255,-10.028,-2.087,0.0
192.313,9.823,0.0,0.0,-9.1,-10.39,-2.264,0.0
193.325,10.156,0.0,0.0,-10.141,-10.278,-2.136,0.0
194.334,10.073,0.0,0.0,-9.883,-10.314,-2.14,0.0
195.366,10.156,0.0,0.0,-9.024,-10.316,-2.082,0.0
196.377,9.99,0.0,0.0,-9.853,-10.467,-2.11,0.0
197.387,10.156,0.0,0.0,-9.877,-10.347,-2.039,0.0
198.397,10.073,0.0,0.0,-10.368,-10.45,-2.139,0.0
199.39,10.239,0.0,0.0,-9.541,-10.292,-2.049,0.0
200.398,10.156,0.0,0.0,-9.166,-10.444,-2.135,0.0
201.408,10.156,0.0,0.0,-10.174,-10.368,-2.105,0.0
202.419,10.073,0.0,0.0,-9.874,-10.415,-2.136,0.0
203.429,9.99,0.0,0.0,-10.02,-10.52,-2.121,0.0
204.439,9.906,0.0,0.0,-9.708,-10.579,-2.186,0.0
205.467,10.073,0.0,0.0,-10.098,-10.438,-2.0,0.0
206.477,10.239,0.0,0.0,-9.324,-10.557,-2.003,0.0
207.487,9.99,0.0,0.0,-9.527,-10.494,-2.15,0.0
208.497,10.073,0.0,0.0,-9.615,-10.438,-2.086,0.0
209.487,10.156,0.0,0.0,-9.901,-10.421,-2.084,0.0
210.497,10.239,0.0,0.0,-9.159,-10.341,-2.073,0.0
211.508,10.073,0.0,0.0,-9.892,-10.392,-2.141,0.0
212.519,9.99,0.0,0.0,-9.682,-10.403,-2.148,0.0
213.533,10.156,0.0,0.0,-9.994,-10.344,-2.017,0.0
214.566,10.323,0.0,0.0,-10.229,-10.448,-2.029,0.0
215.577,10.073,0.0,0.0,-9.54,-10.411,-2.072,0.0
216.587,10.239,0.0,0.0,-9.232,-10.367,-2.026,0.0
217.597,10.239,0.0,0.0,-9.767,-10.336,-2.006,0.0
218.587,10.073,0.0,0.0,-10.031,-10.362,-2.062,0.0
219.599,10.239,0.0,0.0,-9.904,-10.342,-1.983,0.0
220.614,10.156,0.0,0.0,-10.284,-10.389,-2.046,0.0
221.626,10.239,0.0,0.0,-10.276,-10.321,-1.99,0.0
222.639,10.239,0.0,0.0,-9.646,-10.376,-2.029,0.0
223.671,10.156,0.0,0.0,-9.69,-10.372,-2.028,0.0
224.682,9.99,0.0,0.0,-10.238,-10.408,-2.061,0.0
225.693,10.239,0.0,0.0,-9.57,-10.353,-2.009,0.0
226.702,10.323,0.0,0.0,-9.428,-10.304,-1.867,0.0
227.693,10.406,0.0,0.0,-9.644,-10.294,-1.927,0.0
228.703,10.239,0.0,0.0,-9.678,-10.242,-2.028,0.0
229.714,10.239,0.0,0.0,-9.826,-10.129,-1.993,0.0
230.724,9.906,0.0,0.0,-9.93,-10.289,-2.116,0.0
231.734,10.073,0.0,0.0,-9.419,-10.185,-2.066,0.0
232.767,10.156,0.0,0.0,-10.49,-10.171,-2.056,0.0
233.778,10.156,0.0,0.0,-10.308,-10.248,-2.034,0.0
234.787,10.323,0.0,0.0,-9.459,-10.22,-1.954,0.0
235.797,10.156,0.0,0.0,-10.13,-10.241,-2.061,0.0
236.788,10.156,0.0,0.0,-9.848,-10.187,-1.951,0.0
237.801,10.156,0.0,0.0,-9.829,-10.281,-1.908,0.0
238.816,10.156,0.0,0.0,-9.966,-10.495,-2.066,0.0
239.833,10.406,0.0,0.0,-10.17,-10.24,-1.876,0.0
240.871,10.239,0.0,0.0,-9.617,-10.402,-2.045,0.0
241.888,10.49,0.0,0.0,-10.469,-10.094,-1.83,0.0
242.904,10.156,0.0,0.0,-10.475,-10.288,-1.954,0.0
243.9,10.406,0.0,0.0,-10.032,-10.149,-1.877,0.0
244.915,10.323,0.0,0.0,-9.046,-10.165,-1.961,0.0
245.931,10.323,0.0,0.0,-9.855,-10.18,-1.915,0.0
246.969,10.406,0.0,0.0,-9.311,-10.158,-1.85,0.0
247.984,10.156,0.0,0.0,-9.678,-10.305,-1.959,0.0
249.001,10.156,0.0,0.0,-9.237,-10.166,-2.024,0.0
249.996,10.49,0.0,0.0,-9.493,-10.066,-1.902,0.0
251.009,10.323,0.0,0.0,-10.162,-10.135,-1.867,0.0
252.021,10.323,0.0,0.0,-9.613,-10.237,-1.92,0.0
253.037,10.156,0.0,0.0,-9.338,-10.297,-1.92,0.0
254.073,10.323,0.0,0.0,-9.988,-10.191,-1.873,0.0
255.086,9.99,0.0,0.0,-9.506,-10.358,-2.031,0.0
256.097,10.156,0.0,0.0,-9.573,-10.145,-1.962,0.0
257.087,10.573,0.0,0.0,-10.172,-9.931,-1.756,0.0
258.099,10.239,0.0,0.0,-9.006,-9.987,-1.898,0.0
260.118,10.323,0.0,0.0,-9.722,-10.037,-1.96,0.0
261.129,10.406,0.0,0.0,-9.503,-9.801,-1.789,0.0
262.143,10.239,0.0,0.0,-9.551,-9.945,-1.955,0.0
263.181,10.323,0.0,0.0,-9.858,-9.762,-1.902,0.0
264.192,10.239,0.0,0.0,-9.374,-9.892,-1.891,0.0
265.202,10.156,0.0,0.0,-9.668,-10.087,-1.902,0.0
266.198,10.073,0.0,0.0,-9.847,-10.238,-2.005,0.0
267.209,10.323,0.0,0.0,-10.004,-10.368,-1.952,0.0
268.219,10.073,0.0,0.0,-9.687,-10.417,-2.063,0.0
269.229,10.239,0.0,0.0,-9.43,-10.015,-1.89,0.0
270.238,10.239,0.0,0.0,-9.24,-9.992,-1.961,0.0
271.27,10.156,0.0,0.0,-10.103,-9.963,-1.94,0.0
272.282,10.239,0.0,0.0,-9.003,-9.976,-1.896,0.0
273.291,10.073,0.0,0.0,-9.512,-10.144,-1.968,0.0
274.302,10.49,0.0,0.0,-9.275,-9.861,-1.787,0.0
275.292,10.49,0.0,0.0,-9.571,-9.89,-1.8,0.0
276.303,10.156,0.0,0.0,-9.232,-10.093,-1.9,0.0
277.313,10.323,0.0,0.0,-9.908,-10.237,-1.874,0.0
278.323,10.156,0.0,0.0,-10.628,-10.396,-1.965,0.0
279.333,10.323,0.0,0.0,-9.774,-10.236,-1.897,0.0
280.365,10.156,0.0,0.0,-9.828,-10.302,-1.979,0.0
281.376,10.239,0.0,0.0,-9.594,-10.199,-1.92,0.0
282.387,10.156,0.0,0.0,-10.421,-10.306,-2.019,0.0
283.397,10.406,0.0,0.0,-9.511,-10.037,-1.87,0.0
284.386,10.323,0.0,0.0,-9.875,-10.06,-1.887,0.0
285.396,10.406,0.0,0.0,-9.413,-10.055,-1.903,0.0
286.407,10.323,0.0,0.0,-9.332,-10.005,-1.859,0.0
287.417,9.99,0.0,0.0,-9.651,-10.079,-2.015,0.0
288.429,10.406,0.0,0.0,-9.151,-9.97,-1.868,0.0
289.438,10.156,0.0,0.0,-9.106,-9.961,-1.952,0.0
290.471,10.156,0.0,0.0,-8.946,-9.982,-1.988,0.0
291.481,10.156,0.0,0.0,-9.935,-10.132,-2.036,0.0
292.491,10.239,0.0,0.0,-9.622,-10.111,-1.926,0.0
293.501,10.239,0.0,0.0,-9.922,-9.969,-1.9,0.0
294.492,10.239,0.0,0.0,-9.608,-10.05,-1.98,0.0
295.501,10.073,0.0,0.0,-10.54,-10.074,-1.966,0.0
296.513,10.156,0.0,0.0,-9.981,-10.054,-1.951,0.0
297.523,10.156,0.0,0.0,-10.935,-10.128,-1.945,0.0
298.533,10.239,0.0,0.0,-9.939,-10.195,-1.956,0.0
299.565,10.156,0.0,0.0,-10.545,-10.198,-1.953,0.0
300.576,10.49,0.0,0.0,-10.034,-10.096,-1.88,0.0
301.586,10.073,0.0,0.0,-10.464,-10.172,-2.001,0.0
302.596,10.406,0.0,0.0,-9.401,-9.921,-1.794,0.0
303.586,10.239,0.0,0.0,-9.513,-10.126,-1.936,0.0
304.598,10.323,0.0,0.0,-10.169,-10.174,-2.013,0.0
305.611,10.156,0.0,0.0,-8.922,-10.085,-1.952,0.0
306.623,10.073,0.0,0.0,-9.484,-10.014,-1.996,0.0
307.637,10.239,0.0,0.0,-9.807,-9.894,-1.913,0.0
