t_s,alt_m_asl,lat_deg,lon_deg,acc_z_m_s2,vel_z_m_s,state_pz_m,motor_angle_deg
183.388,8.324,0.0,0.0,-10.732,-11.029,-1.714,0.0
184.4,8.574,0.0,0.0,-10.152,-10.83,-1.609,0.0
185.392,8.491,0.0,0.0,-10.946,-10.877,-1.653,0.0
186.402,8.574,0.0,0.0,-10.892,-10.937,-1.608,0.0
187.414,8.574,0.0,0.0,-10.708,-10.94,-1.747,0.0
188.424,8.657,0.0,0.0,-10.182,-10.783,-1.631,0.0
189.434,8.657,0.0,0.0,-10.724,-10.789,-1.587,0.0
190.467,8.657,0.0,0.0,-10.617,-10.758,-1.531,0.0
191.477,8.824,0.0,0.0,-11.162,-10.84,-1.525,0.0
192.489,8.491,0.0,0.0,-10.498,-10.903,-1.631,0.0
193.502,8.74,0.0,0.0,-9.069,-10.767,-1.56,0.0
194.496,8.574,0.0,0.0,-10.642,-10.921,-1.657,0.0
195.508,8.574,0.0,0.0,-9.629,-10.997,-1.682,0.0
196.519,8.491,0.0,0.0,-10.846,-11.049,-1.639,0.0
197.531,8.574,0.0,0.0,-9.869,-10.973,-1.642,0.0
198.566,8.491,0.0,0.0,-9.948,-10.889,-1.674,0.0
199.582,8.657,0.0,0.0,-11.055,-10.806,-1.519,0.0
200.597,8.657,0.0,0.0,-10.892,-10.987,-1.544,0.0
201.592,8.657,0.0,0.0,-10.035,-11.102,-1.635,0.0
202.607,8.657,0.0,0.0,-10.941,-11.062,-1.537,0.0
203.622,8.574,0.0,0.0,-10.36,-10.936,-1.543,0.0
204.637,8.491,0.0,0.0,-10.528,-11.085,-1.615,0.0
205.674,8.74,0.0,0.0,-10.604,-11.147,-1.546,0.0
206.689,8.657,0.0,0.0,-10.526,-11.229,-1.539,0.0
207.683,8.657,0.0,0.0,-10.357,-11.174,-1.514,0.0
208.7,8.657,0.0,0.0,-10.021,-11.16,-1.51,0.0
209.716,8.74,0.0,0.0,-9.894,-10.991,-1.557,0.0
210.731,8.99,0.0,0.0,-10.952,-11.02,-1.47,0.0
211.769,8.657,0.0,0.0,-10.252,-11.125,-1.566,0.0
212.785,8.574,0.0,0.0,-10.07,-11.099,-1.514,0.0
213.801,8.74,0.0,0.0,-10.759,-11.081,-1.554,0.0
214.795,8.74,0.0,0.0,-10.376,-11.137,-1.514,0.0
215.811,8.574,0.0,0.0,-9.975,-11.069,-1.464,0.0
216.827,8.574,0.0,0.0,-11.233,-11.421,-1.578,0.0
217.865,8.907,0.0,0.0,-11.203,-11.317,-1.407,0.0
218.882,8.74,0.0,0.0,-10.39,-11.432,-1.516,0.0
219.898,8.907,0.0,0.0,-11.246,-11.246,-1.38,0.0
220.892,8.824,0.0,0.0,-10.745,-11.244,-1.405,0.0
221.907,8.824,0.0,0.0,-11.527,-11.215,-1.489,0.0
222.922,8.74,0.0,0.0,-10.806,-11.042,-1.408,0.0
223.937,8.574,0.0,0.0,-10.293,-11.146,-1.556,0.0
224.974,8.907,0.0,0.0,-10.965,-11.029,-1.431,0.0
225.988,8.907,0.0,0.0,-11.147,-11.08,-1.392,0.0
227.002,8.657,0.0,0.0,-10.843,-11.185,-1.54,0.0
227.997,8.907,0.0,0.0,-10.689,-11.176,-1.436,0.0
229.012,8.74,0.0,0.0,-11.371,-11.291,-1.494,0.0
230.028,8.824,0.0,0.0,-11.069,-11.203,-1.402,0.0
231.063,8.907,0.0,0.0,-11.225,-11.414,-1.429,0.0
232.077,8.74,0.0,0.0,-11.365,-11.519,-1.414,0.0
233.094,8.574,0.0,0.0,-11.819,-11.722,-1.569,0.0
234.086,8.824,0.0,0.0,-11.317,-11.609,-1.372,0.0
235.1,8.74,0.0,0.0,-11.544,-11.77,-1.524,0.0
236.113,8.74,0.0,0.0,-11.434,-11.691,-1.502,0.0
237.125,8.74,0.0,0.0,-11.293,-11.604,-1.471,0.0
238.135,8.824,0.0,0.0,-10.532,-11.42,-1.43,0.0
239.144,8.99,0.0,0.0,-11.073,-11.394,-1.274,0.0
240.177,8.907,0.0,0.0,-10.775,-11.619,-1.399,0.0
241.188,8.657,0.0,0.0,-11.441,-11.677,-1.455,0.0
242.198,8.657,0.0,0.0,-10.223,-11.675,-1.462,0.0
243.208,8.907,0.0,0.0,-11.418,-11.718,-1.393,0.0
244.221,8.74,0.0,0.0,-11.149,-11.841,-1.486,0.0
245.214,8.99,0.0,0.0,-11.67,-11.738,-1.345,0.0
246.226,8.99,0.0,0.0,-11.724,-11.821,-1.374,0.0
247.238,8.824,0.0,0.0,-11.466,-11.846,-1.391,0.0
248.27,8.824,0.0,0.0,-10.81,-11.759,-1.394,0.0
249.279,8.824,0.0,0.0,-11.169,-11.586,-1.331,0.0
250.29,8.74,0.0,0.0,-11.097,-11.725,-1.499,0.0
251.298,9.157,0.0,0.0,-11.73,-11.422,-1.194,0.0
252.288,8.907,0.0,0.0,-11.16,-11.586,-1.324,0.0
253.297,8.824,0.0,0.0,-11.424,-11.544,-1.348,0.0
254.309,8.824,0.0,0.0,-11.233,-11.667,-1.473,0.0
255.319,8.74,0.0,0.0,-10.837,-11.584,-1.424,0.0
256.329,9.074,0.0,0.0,-10.934,-11.5,-1.339,0.0
257.339,8.824,0.0,0.0,-10.983,-11.696,-1.393,0.0
258.367,8.99,0.0,0.0,-10.855,-11.554,-1.267,0.0
259.377,8.574,0.0,0.0,-10.763,-11.754,-1.46,0.0
260.388,8.907,0.0,0.0,-11.194,-11.69,-1.382,0.0
261.402,8.657,0.0,0.0,-10.851,-11.709,-1.436,0.0
262.392,8.824,0.0,0.0,-11.666,-11.693,-1.389,0.0
263.406,8.907,0.0,0.0,-11.415,-11.569,-1.376,0.0
264.416,8.824,0.0,0.0,-10.803,-11.484,-1.382,0.0
265.424,8.74,0.0,0.0,-10.802,-11.456,-1.369,0.0
266.438,9.157,0.0,0.0,-10.598,-11.357,-1.237,0.0
267.475,8.99,0.0,0.0,-11.1,-11.301,-1.284,0.0
268.486,8.824,0.0,0.0,-10.842,-11.566,-1.419,0.0
269.498,8.99,0.0,0.0,-11.378,-11.587,-1.328,0.0
270.489,8.824,0.0,0.0,-10.683,-11.599,-1.347,0.0
271.498,8.907,0.0,0.0,-11.834,-11.569,-1.326,0.0
272.51,8.99,0.0,0.0,-10.963,-11.57,-1.251,0.0
273.52,8.99,0.0,0.0,-10.914,-11.578,-1.319,0.0
274.533,9.074,0.0,0.0,-11.266,-11.512,-1.206,0.0
275.568,9.157,0.0,0.0,-11.029,-11.568,-1.219,0.0
276.578,8.99,0.0,0.0,-12.028,-11.713,-1.259,0.0
277.588,8.907,0.0,0.0,-11.106,-11.854,-1.314,0.0
278.598,8.907,0.0,0.0,-11.343,-11.936,-1.289,0.0
279.588,8.907,0.0,0.0,-11.513,-11.817,-1.299,0.0
280.598,8.824,0.0,0.0,-11.071,-11.901,-1.313,0.0
281.609,8.99,0.0,0.0,-11.268,-11.856,-1.329,0.0
282.62,9.157,0.0,0.0,-11.497,-11.798,-1.246,0.0
283.63,8.824,0.0,0.0,-11.109,-11.848,-1.336,0.0
284.639,8.907,0.0,0.0,-11.134,-11.783,-1.321,0.0
285.673,8.99,0.0,0.0,-11.722,-11.668,-1.268,0.0
286.682,8.907,0.0,0.0,-11.991,-11.781,-1.335,0.0
287.692,9.24,0.0,0.0,-10.952,-11.618,-1.157,0.0
288.702,9.074,0.0,0.0,-11.444,-11.749,-1.198,0.0
289.693,8.824,0.0,0.0,-11.894,-11.872,-1.286,0.0
290.703,8.657,0.0,0.0,-12.299,-12.032,-1.428,0.0
291.714,8.824,0.0,0.0,-10.489,-11.804,-1.265,0.0
292.724,9.157,0.0,0.0,-10.379,-11.784,-1.217,0.0
293.734,8.99,0.0,0.0,-10.515,-11.827,-1.228,0.0
294.767,8.907,0.0,0.0,-11.607,-11.786,-1.212,0.0
295.777,9.24,0.0,0.0,-11.545,-11.68,-1.1,0.0
296.788,9.24,0.0,0.0,-11.74,-11.783,-1.151,0.0
297.798,9.157,0.0,0.0,-12.004,-11.815,-1.179,0.0
298.787,8.907,0.0,0.0,-11.458,-11.976,-1.321,0.0
299.798,8.99,0.0,0.0,-10.921,-11.897,-1.237,0.0
300.811,9.074,0.0,0.0,-11.22,-11.856,-1.266,0.0
301.819,9.157,0.0,0.0,-12.287,-12.141,-1.315,0.0
302.829,8.99,0.0,0.0,-11.479,-12.086,-1.247,0.0
303.839,8.99,0.0,0.0,-11.137,-11.931,-1.204,0.0
304.871,8.99,0.0,0.0,-11.849,-12.073,-1.316,0.0
305.882,8.907,0.0,0.0,-11.66,-12.009,-1.348,0.0
306.892,8.99,0.0,0.0,-12.418,-11.988,-1.287,0.0
307.902,9.074,0.0,0.0,-10.375,-12.087,-1.352,0.0
308.894,8.907,0.0,0.0,-10.906,-12.027,-1.307,0.0
309.902,9.074,0.0,0.0,-11.409,-12.065,-1.359,0.0
310.914,8.99,0.0,0.0,-11.647,-12.063,-1.35,0.0
311.925,8.99,0.0,0.0,-11.42,-12.048,-1.318,0.0
312.934,9.074,0.0,0.0,-12.104,-12.171,-1.298,0.0
313.966,9.24,0.0,0.0,-11.814,-11.909,-1.189,0.0
314.978,8.99,0.0,0.0,-11.253,-12.015,-1.322,0.0
315.987,8.99,0.0,0.0,-11.03,-12.186,-1.376,0.0
316.998,8.74,0.0,0.0,-10.593,-12.307,-1.437,0.0
317.988,9.157,0.0,0.0,-11.617,-12.201,-1.301,0.0
318.997,8.74,0.0,0.0,-11.138,-12.214,-1.405,0.0
320.008,8.99,0.0,0.0,-11.664,-12.162,-1.421,0.0
321.019,8.824,0.0,0.0,-12.606,-12.183,-1.389,0.0
322.029,8.74,0.0,0.0,-11.716,-12.312,-1.449,0.0
323.039,8.99,0.0,0.0,-11.653,-12.177,-1.311,0.0
324.072,9.074,0.0,0.0,-12.003,-12.27,-1.371,0.0
325.082,8.74,0.0,0.0,-12.012,-12.372,-1.496,0.0
326.092,8.824,0.0,0.0,-12.204,-12.286,-1.37,0.0
327.102,8.907,0.0,0.0,-11.147,-12.341,-1.423,0.0
328.092,8.99,0.0,0.0,-11.521,-12.204,-1.374,0.0
329.103,8.574,0.0,0.0,-11.747,-12.478,-1.59,0.0
330.114,8.824,0.0,0.0,-10.626,-12.305,-1.459,0.0
331.124,8.657,0.0,0.0,-12.1,-12.398,-1.498,0.0
332.134,8.824,0.0,0.0,-11.536,-12.299,-1.421,0.0
333.144,8.907,0.0,0.0,-11.37,-12.138,-1.349,0.0
334.156,8.99,0.0,0.0,-10.896,-12.091,-1.33,0.0
335.19,8.74,0.0,0.0,-11.98,-12.353,-1.502,0.0
336.197,8.824,0.0,0.0,-11.853,-12.363,-1.53,0.0
337.207,8.74,0.0,0.0,-11.613,-12.357,-1.499,0.0
338.198,8.824,0.0,0.0,-10.769,-12.273,-1.475,0.0
339.207,8.74,0.0,0.0,-11.13,-12.21,-1.464,0.0
340.219,8.74,0.0,0.0,-12.521,-12.357,-1.531,0.0
341.229,8.657,0.0,0.0,-11.362,-12.354,-1.587,0.0
342.239,8.824,0.0,0.0,-11.211,-12.121,-1.459,0.0
343.271,8.824,0.0,0.0,-11.394,-12.039,-1.5,0.0
344.282,8.824,0.0,0.0,-11.683,-12.119,-1.442,0.0
345.292,8.657,0.0,0.0,-12.493,-12.413,-1.604,0.0
346.302,8.907,0.0,0.0,-11.898,-12.348,-1.489,0.0
347.292,8.574,0.0,0.0,-12.353,-12.526,-1.632,0.0
348.298,8.657,0.0,0.0,-11.92,-12.325,-1.488,0.0
349.309,8.74,0.0,0.0,-12.416,-12.41,-1.53,0.0
350.319,8.657,0.0,0.0,-11.535,-12.411,-1.558,0.0
351.332,8.824,0.0,0.0,-11.942,-12.324,-1.503,0.0
352.366,8.574,0.0,0.0,-11.857,-12.401,-1.606,0.0
353.377,8.74,0.0,0.0,-11.374,-12.383,-1.535,0.0
354.388,8.824,0.0,0.0,-11.582,-12.336,-1.515,0.0
355.398,8.491,0.0,0.0,-10.933,-12.392,-1.638,0.0
356.391,8.99,0.0,0.0,-11.333,-12.265,-1.53,0.0
357.397,8.574,0.0,0.0,-11.378,-12.217,-1.672,0.0
358.408,8.574,0.0,0.0,-11.314,-12.3,-1.685,0.0
359.418,8.574,0.0,0.0,-11.284,-12.209,-1.582,0.0
360.43,8.657,0.0,0.0,-12.311,-12.378,-1.597,0.0
361.462,8.657,0.0,0.0,-12.755,-12.47,-1.599,0.0
362.477,8.657,0.0,0.0,-12.209,-12.491,-1.639,0.0
363.493,8.407,0.0,0.0,-12.672,-12.522,-1.754,0.0
364.488,8.491,0.0,0.0,-12.038,-12.448,-1.654,0.0
365.503,8.407,0.0,0.0,-12.109,-12.424,-1.705,0.0
366.519,8.657,0.0,0.0,-11.666,-12.312,-1.589,0.0
367.534,8.574,0.0,0.0,-11.828,-12.454,-1.676,0.0
368.572,8.657,0.0,0.0,-11.258,-12.459,-1.651,0.0
369.588,8.491,0.0,0.0,-12.142,-12.478,-1.713,0.0
370.603,8.574,0.0,0.0,-11.901,-12.387,-1.68,0.0
371.597,8.574,0.0,0.0,-11.74,-12.437,-1.677,0.0
372.613,8.574,0.0,0.0,-11.823,-12.323,-1.643,0.0
373.629,8.491,0.0,0.0,-11.876,-12.218,-1.677,0.0
374.667,8.324,0.0,0.0,-11.331,-12.345,-1.793,0.0
375.683,8.491,0.0,0.0,-12.35,-12.391,-1.805,0.0
376.699,8.657,0.0,0.0,-11.327,-12.293,-1.717,0.0
377.695,8.407,0.0,0.0,-11.855,-12.435,-1.811,0.0
378.711,8.491,0.0,0.0,-11.895,-12.306,-1.792,0.0
379.727,8.324,0.0,0.0,-11.69,-12.236,-1.786,0.0
380.743,8.657,0.0,0.0,-11.263,-12.192,-1.675,0.0
381.781,8.324,0.0,0.0,-12.259,-12.382,-1.803,0.0
382.797,8.491,0.0,0.0,-12.362,-12.325,-1.804,0.0
383.792,8.491,0.0,0.0,-12.193,-12.297,-1.757,0.0
384.807,8.574,0.0,0.0,-11.014,-12.157,-1.708,0.0
385.822,8.407,0.0,0.0,-11.756,-12.197,-1.792,0.0
386.837,8.574,0.0,0.0,-11.627,-12.198,-1.708,0.0
387.874,8.491,0.0,0.0,-11.214,-12.283,-1.787,0.0
388.889,8.574,0.0,0.0,-11.245,-12.165,-1.759,0.0
389.884,8.324,0.0,0.0,-11.816,-12.278,-1.905,0.0
390.896,8.574,0.0,0.0,-10.85,-12.16,-1.732,0.0
391.912,8.407,0.0,0.0,-12.035,-12.266,-1.867,0.0
392.927,8.407,0.0,0.0,-10.756,-12.254,-1.896,0.0
393.941,8.407,0.0,0.0,-11.975,-12.35,-1.845,0.0
394.977,8.324,0.0,0.0,-11.503,-12.299,-1.814,0.0
395.987,8.491,0.0,0.0,-12.074,-12.298,-1.84,0.0
396.999,8.407,0.0,0.0,-11.414,-12.36,-1.896,0.0
397.992,8.324,0.0,0.0,-12.402,-12.365,-1.85,0.0
399.005,8.491,0.0,0.0,-12.368,-12.388,-1.9,0.0
400.018,8.574,0.0,0.0,-11.883,-12.225,-1.765,0.0
401.029,8.324,0.0,0.0,-11.668,-12.31,-1.841,0.0
402.039,8.241,0.0,0.0,-11.011,-12.376,-1.926,0.0
403.071,8.324,0.0,0.0,-11.356,-12.232,-1.907,0.0
404.082,8.324,0.0,0.0,-11.438,-12.02,-1.805,0.0
405.096,8.241,0.0,0.0,-11.099,-12.101,-1.915,0.0
406.091,8.324,0.0,0.0,-11.032,-12.135,-1.958,0.0
407.106,8.241,0.0,0.0,-10.95,-12.078,-2.002,0.0
408.118,8.491,0.0,0.0,-11.452,-12.017,-1.876,0.0
409.13,8.407,0.0,0.0,-11.446,-12.208,-1.908,0.0
410.141,8.407,0.0,0.0,-12.219,-12.352,-1.943,0.0
411.15,8.407,0.0,0.0,-11.639,-12.34,-1.898,0.0
412.181,8.241,0.0,0.0,-12.271,-12.416,-2.058,0.0
413.191,8.324,0.0,0.0,-12.681,-12.282,-1.904,0.0
414.202,8.241,0.0,0.0,-11.36,-12.322,-2.024,0.0
415.216,8.241,0.0,0.0,-12.405,-12.458,-2.061,0.0
416.208,8.241,0.0,0.0,-12.369,-12.502,-1.97,0.0
417.219,7.991,0.0,0.0,-12.382,-12.786,-2.189,0.0
418.229,8.157,0.0,0.0,-11.251,-12.663,-2.078,0.0
419.239,8.324,0.0,0.0,-11.856,-12.702,-2.046,0.0
420.271,8.491,0.0,0.0,-12.488,-12.693,-1.957,0.0
421.281,8.157,0.0,0.0,-13.157,-12.782,-2.045,0.0
422.291,8.157,0.0,0.0,-11.751,-13.039,-2.135,0.0
423.301,8.407,0.0,0.0,-13.138,-12.922,-2.007,0.0
424.291,8.074,0.0,0.0,-12.099,-12.985,-2.151,0.0
425.297,8.324,0.0,0.0,-11.645,-13.015,-2.01,0.0
426.307,8.407,0.0,0.0,-13.315,-12.989,-1.967,0.0
427.319,8.324,0.0,0.0,-12.2,-13.002,-1.978,0.0
428.328,8.157,0.0,0.0,-11.984,-13.035,-2.075,0.0
429.341,8.157,0.0,0.0,-13.007,-13.172,-2.124,0.0
430.375,8.074,0.0,0.0,-13.167,-13.18,-2.128,0.0
431.389,8.157,0.0,0.0,-12.905,-13.05,-2.186,0.0
432.403,8.241,0.0,0.0,-12.796,-12.969,-2.085,0.0
433.396,8.157,0.0,0.0,-12.43,-13.037,-2.092,0.0
434.409,8.241,0.0,0.0,-12.201,-13.028,-2.108,0.0
435.418,8.324,0.0,0.0,-12.224,-13.015,-2.129,0.0
436.428,8.074,0.0,0.0,-12.78,-13.047,-2.194,0.0
437.438,7.991,0.0,0.0,-12.187,-13.101,-2.211,0.0
438.471,8.241,0.0,0.0,-13.232,-13.041,-2.204,0.0
439.481,8.157,0.0,0.0,-12.34,-13.028,-2.112,0.0
440.492,8.241,0.0,0.0,-11.63,-13.045,-2.181,0.0
441.502,8.241,0.0,0.0,-12.319,-13.193,-2.171,0.0
442.492,8.074,0.0,0.0,-12.59,-13.185,-2.189,0.0
443.501,8.157,0.0,0.0,-12.492,-13.176,-2.167,0.0
444.513,8.074,0.0,0.0,-12.661,-13.167,-2.159,0.0
445.524,8.241,0.0,0.0,-12.213,-13.333,-2.22,0.0
446.533,8.157,0.0,0.0,-13.537,-13.436,-2.274,0.0
447.566,8.241,0.0,0.0,-12.887,-13.371,-2.189,0.0
448.577,8.241,0.0,0.0,-13.732,-13.404,-2.154,0.0
449.586,8.157,0.0,0.0,-12.638,-13.471,-2.174,0.0
450.597,8.074,0.0,0.0,-12.193,-13.439,-2.26,0.0
451.588,7.908,0.0,0.0,-11.785,-13.371,-2.282,0.0
452.601,8.241,0.0,0.0,-13.274,-13.233,-2.15,0.0
453.613,8.241,0.0,0.0,-13.151,-13.367,-2.272,0.0
454.623,7.991,0.0,0.0,-12.278,-13.319,-2.228,0.0
455.634,7.991,0.0,0.0,-12.882,-13.372,-2.206,0.0
456.668,8.074,0.0,0.0,-12.587,-13.516,-2.295,0.0
457.681,8.241,0.0,0.0,-13.295,-13.532,-2.226,0.0
458.692,7.991,0.0,0.0,-12.738,-13.675,-2.296,0.0
459.701,7.991,0.0,0.0,-12.818,-13.771,-2.317,0.0
460.693,7.908,0.0,0.0,-12.149,-13.748,-2.375,0.0
461.703,8.074,0.0,0.0,-13.443,-13.68,-2.266,0.0
462.712,7.908,0.0,0.0,-13.465,-13.759,-2.308,0.0
463.723,7.991,0.0,0.0,-13.216,-13.655,-2.192,0.0
464.734,7.991,0.0,0.0,-13.827,-13.744,-2.343,0.0
465.766,7.825,0.0,0.0,-13.454,-13.704,-2.389,0.0
466.776,7.908,0.0,0.0,-13.884,-13.749,-2.364,0.0
467.786,7.908,0.0,0.0,-12.626,-13.752,-2.31,0.0
468.796,8.157,0.0,0.0,-12.919,-13.642,-2.258,0.0
469.806,8.074,0.0,0.0,-12.806,-13.841,-2.34,0.0
470.797,7.991,0.0,0.0,-14.187,-13.802,-2.308,0.0
471.81,7.741,0.0,0.0,-13.827,-14.06,-2.462,0.0
472.818,7.908,0.0,0.0,-13.294,-14.098,-2.398,0.0
473.828,7.908,0.0,0.0,-13.132,-14.047,-2.397,0.0
474.838,7.908,0.0,0.0,-13.807,-14.169,-2.412,0.0
475.871,7.991,0.0,0.0,-12.917,-14.062,-2.36,0.0
476.881,7.908,0.0,0.0,-12.812,-14.13,-2.404,0.0
477.891,7.991,0.0,0.0,-12.903,-13.888,-2.345,0.0
478.901,7.741,0.0,0.0,-13.665,-13.977,-2.441,0.0
479.891,7.741,0.0,0.0,-13.289,-13.99,-2.427,0.0
480.901,7.825,0.0,0.0,-13.606,-14.092,-2.404,0.0
481.912,7.991,0.0,0.0,-14.032,-14.027,-2.346,0.0
482.923,7.825,0.0,0.0,-13.547,-14.117,-2.466,0.0
483.933,7.825,0.0,0.0,-12.894,-14.01,-2.376,0.0
484.966,7.741,0.0,0.0,-14.19,-14.037,-2.457,0.0
485.976,8.074,0.0,0.0,-12.883,-13.946,-2.358,0.0
486.988,7.825,0.0,0.0,-13.657,-14.026,-2.463,0.0
488.0,7.825,0.0,0.0,-13.894,-13.92,-2.357,0.0
488.987,8.074,0.0,0.0,-13.165,-13.891,-2.386,0.0
489.997,8.157,0.0,0.0,-13.686,-13.824,-2.359,0.0
491.008,7.908,0.0,0.0,-13.26,-13.841,-2.429,0.0
492.018,7.825,0.0,0.0,-13.037,-13.733,-2.356,0.0
493.029,7.741,0.0,0.0,-13.908,-13.735,-2.484,0.0
494.038,7.825,0.0,0.0,-12.637,-13.78,-2.46,0.0
495.07,7.991,0.0,0.0,-13.26,-13.636,-2.395,0.0
496.081,7.991,0.0,0.0,-13.025,-13.59,-2.348,0.0
497.091,8.157,0.0,0.0,-13.431,-13.564,-2.278,0.0
498.101,7.908,0.0,0.0,-12.737,-13.764,-2.459,0.0
499.091,7.741,0.0,0.0,-12.824,-13.688,-2.432,0.0
500.103,7.908,0.0,0.0,-13.183,-13.823,-2.432,0.0
501.114,7.825,0.0,0.0,-13.209,-13.79,-2.433,0.0
502.123,7.658,0.0,0.0,-12.629,-13.947,-2.51,0.0
503.134,7.741,0.0,0.0,-13.379,-13.994,-2.451,0.0
504.144,7.741,0.0,0.0,-13.952,-14.194,-2.535,0.0
505.155,7.825,0.0,0.0,-13.761,-14.097,-2.472,0.0
506.186,7.658,0.0,0.0,-12.966,-14.0,-2.436,0.0
507.198,7.741,0.0,0.0,-13.262,-14.125,-2.49,0.0
508.207,7.991,0.0,0.0,-13.328,-14.006,-2.402,0.0
509.197,7.991,0.0,0.0,-13.321,-14.007,-2.46,0.0
510.207,7.908,0.0,0.0,-13.544,-14.011,-2.438,0.0
511.218,7.825,0.0,0.0,-13.663,-14.012,-2.379,0.0
512.228,7.825,0.0,0.0,-13.269,-14.034,-2.476,0.0
513.238,7.825,0.0,0.0,-13.546,-14.115,-2.499,0.0
514.27,7.908,0.0,0.0,-13.321,-14.188,-2.46,0.0
515.281,7.658,0.0,0.0,-12.737,-14.222,-2.538,0.0
516.291,7.908,0.0,0.0,-13.69,-14.133,-2.454,0.0
517.301,7.741,0.0,0.0,-13.176,-14.304,-2.572,0.0
518.291,7.741,0.0,0.0,-13.644,-14.303,-2.61,0.0
519.302,7.741,0.0,0.0,-13.956,-14.169,-2.545,0.0
520.313,7.825,0.0,0.0,-14.094,-14.223,-2.523,0.0
521.323,7.908,0.0,0.0,-13.87,-14.289,-2.504,0.0
522.336,7.741,0.0,0.0,-13.844,-14.295,-2.449,0.0
523.37,7.825,0.0,0.0,-13.922,-14.513,-2.488,0.0
524.383,7.908,0.0,0.0,-14.34,-14.522,-2.554,0.0
525.392,7.574,0.0,0.0,-13.716,-14.602,-2.619,0.0
526.403,7.908,0.0,0.0,-14.714,-14.539,-2.491,0.0
527.391,7.741,0.0,0.0,-13.887,-14.661,-2.574,0.0
528.401,7.574,0.0,0.0,-15.002,-14.598,-2.615,0.0
529.413,7.908,0.0,0.0,-13.846,-14.515,-2.498,0.0
530.423,7.825,0.0,0.0,-14.802,-14.608,-2.499,0.0
531.433,7.658,0.0,0.0,-14.759,-14.758,-2.584,0.0
532.465,7.825,0.0,0.0,-14.704,-14.912,-2.545,0.0
533.471,7.825,0.0,0.0,-13.313,-14.903,-2.528,0.0
534.481,7.658,0.0,0.0,-14.178,-15.023,-2.688,0.0
535.492,7.825,0.0,0.0,-14.657,-14.906,-2.549,0.0
536.501,7.908,0.0,0.0,-13.534,-14.922,-2.472,0.0
537.492,7.825,0.0,0.0,-14.388,-14.866,-2.509,0.0
538.505,7.908,0.0,0.0,-13.191,-14.847,-2.532,0.0
539.518,7.908,0.0,0.0,-14.067,-14.81,-2.53,0.0
540.528,7.908,0.0,0.0,-14.352,-14.723,-2.552,0.0
541.538,7.825,0.0,0.0,-13.775,-14.712,-2.563,0.0
542.57,7.741,0.0,0.0,-13.763,-14.764,-2.566,0.0
543.581,7.991,0.0,0.0,-15.712,-14.776,-2.531,0.0
544.591,7.658,0.0,0.0,-14.089,-14.922,-2.657,0.0
545.603,7.825,0.0,0.0,-14.565,-14.839,-2.577,0.0
546.591,7.741,0.0,0.0,-14.554,-14.937,-2.59,0.0
547.601,7.908,0.0,0.0,-13.668,-14.834,-2.525,0.0
548.613,7.574,0.0,0.0,-14.76,-14.914,-2.671,0.0
549.626,7.741,0.0,0.0,-13.741,-14.804,-2.613,0.0
550.636,7.658,0.0,0.0,-14.004,-14.75,-2.57,0.0
551.666,7.658,0.0,0.0,-14.776,-14.731,-2.551,0.0
552.676,7.574,0.0,0.0,-14.417,-14.783,-2.631,0.0
553.69,7.825,0.0,0.0,-14.52,-14.668,-2.604,0.0
554.702,7.825,0.0,0.0,-13.756,-14.613,-2.513,0.0
555.692,7.741,0.0,0.0,-14.419,-14.746,-2.531,0.0
556.704,7.741,0.0,0.0,-14.709,-14.931,-2.658,0.0
557.718,7.825,0.0,0.0,-14.57,-14.986,-2.607,0.0
558.728,7.492,0.0,0.0,-14.381,-15.187,-2.704,0.0
559.739,7.658,0.0,0.0,-14.567,-15.23,-2.72,0.0
560.774,7.908,0.0,0.0,-14.912,-15.146,-2.6,0.0
561.786,7.658,0.0,0.0,-14.988,-15.256,-2.64,0.0
562.796,7.741,0.0,0.0,-14.182,-15.198,-2.619,0.0
563.787,7.825,0.0,0.0,-14.929,-15.178,-2.614,0.0
564.796,7.825,0.0,0.0,-14.569,-15.307,-2.592,0.0
565.808,7.741,0.0,0.0,-14.467,-15.365,-2.627,0.0
566.818,7.825,0.0,0.0,-14.825,-15.287,-2.578,0.0
567.829,7.825,0.0,0.0,-14.659,-15.467,-2.659,0.0
568.838,7.991,0.0,0.0,-15.033,-15.236,-2.495,0.0
569.871,7.741,0.0,0.0,-14.865,-15.36,-2.596,0.0
570.881,7.741,0.0,0.0,-14.858,-15.442,-2.617,0.0
571.891,7.908,0.0,0.0,-15.436,-15.288,-2.502,0.0
572.901,7.908,0.0,0.0,-13.944,-15.312,-2.521,0.0
573.892,7.741,0.0,0.0,-14.735,-15.394,-2.671,0.0
574.901,7.658,0.0,0.0,-15.38,-15.367,-2.62,0.0
575.912,7.741,0.0,0.0,-14.921,-15.421,-2.674,0.0
576.923,7.741,0.0,0.0,-14.738,-15.392,-2.627,0.0
577.933,7.825,0.0,0.0,-14.246,-15.34,-2.573,0.0
578.965,7.825,0.0,0.0,-14.696,-15.425,-2.588,0.0
579.976,7.741,0.0,0.0,-14.956,-15.501,-2.658,0.0
580.986,7.741,0.0,0.0,-15.117,-15.43,-2.61,0.0
581.996,7.492,0.0,0.0,-14.68,-15.558,-2.748,0.0
582.986,7.741,0.0,0.0,-14.517,-15.415,-2.6,0.0
583.997,7.825,0.0,0.0,-15.386,-15.571,-2.624,0.0
585.007,7.825,0.0,0.0,-15.641,-15.592,-2.621,0.0
