State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (m),DPS310 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,Flight Computer Voltage - Raw Voltage (V),Flight Computer Voltage - Real Voltage (V)
1857.072,6,6,1.267,2.545,-5.506,3.450,6.658,-0.186,4.369,8.906,-0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.286,42.468,41.389,-5.465,-0.172,7.650,6.357,0.083,-0.002,0.036,9.000,-3181.000,4897.000,0.404,0.142,0.284,0.858,3.145,7.863
1857.273,6,6,1.308,2.594,-5.504,4.090,7.956,-0.279,4.317,8.706,-0.553,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.282,42.471,41.419,-5.435,-0.129,7.456,6.256,-0.011,0.083,-0.015,-173.000,-3130.000,4881.000,0.399,0.146,0.288,0.858,3.174,7.935
1857.474,6,6,1.457,2.871,-5.511,4.684,9.159,-0.373,4.364,8.762,-0.599,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.281,42.469,41.428,-5.426,-0.144,7.592,6.206,-0.081,0.085,-0.072,15.000,-3162.000,4898.000,0.396,0.149,0.288,0.859,3.161,7.903
1857.675,6,6,1.642,3.229,-5.573,5.183,10.198,-0.469,4.332,8.801,-0.539,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.295,42.459,41.315,-5.539,-0.151,7.549,6.285,-0.026,0.004,-0.034,-65.000,-3151.000,4901.000,0.396,0.147,0.287,0.860,3.161,7.903
1857.876,6,6,1.820,3.586,-5.599,5.565,11.049,-0.545,4.265,8.892,-0.607,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.289,42.461,41.363,-5.491,-0.129,7.599,6.314,0.021,0.028,-0.130,1.000,-3194.000,4787.000,0.398,0.148,0.280,0.861,3.174,7.935
1858.077,6,6,1.969,3.896,-5.566,5.856,11.696,-0.575,4.327,8.928,-0.624,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.274,42.465,41.488,-5.365,-0.194,7.628,6.371,-0.047,-0.085,0.083,-1.000,-3182.000,4847.000,0.399,0.139,0.283,0.861,3.181,7.952
1858.278,6,6,2.082,4.138,-5.581,6.052,12.132,-0.644,4.325,8.822,-0.715,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.282,42.462,41.418,-5.436,-0.158,7.578,6.292,0.055,-0.023,0.015,-161.000,-3132.000,4854.000,0.403,0.139,0.282,0.860,3.084,7.710
1858.479,6,6,2.161,4.310,-5.584,6.183,12.412,-0.688,4.378,8.819,-0.695,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.279,42.470,41.444,-5.410,-0.101,7.556,6.350,0.034,-0.102,0.055,-165.000,-3103.000,4931.000,0.405,0.132,0.281,0.860,3.110,7.774
1858.680,6,6,2.210,4.420,-5.596,6.238,12.562,-0.760,4.269,8.745,-0.850,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.280,42.473,41.433,-5.421,-0.043,7.520,6.235,0.077,-0.087,-0.058,-155.000,-3137.000,4838.000,0.409,0.130,0.271,0.862,3.132,7.831
1858.881,6,6,2.232,4.484,-5.643,6.221,12.661,-0.843,4.098,8.889,-0.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.289,42.474,41.359,-5.494,-0.144,7.549,6.285,-0.002,-0.019,-0.040,61.000,-3188.000,4878.000,0.406,0.131,0.266,0.864,3.168,7.919
1859.082,6,6,2.236,4.516,-5.651,6.219,12.689,-0.866,4.275,8.799,-0.732,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.283,42.457,41.413,-5.441,-0.093,7.513,6.307,0.070,0.079,0.087,-116.000,-3162.000,4903.000,0.406,0.135,0.277,0.861,3.090,7.726
1859.283,6,6,2.230,4.527,-5.630,6.173,12.702,-0.865,4.116,8.871,-0.736,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.276,42.474,41.473,-5.381,-0.172,7.485,6.335,0.096,0.011,-0.040,-5.000,-3119.000,4945.000,0.406,0.138,0.273,0.861,3.177,7.944
1859.484,6,6,2.218,4.525,-5.666,6.149,12.675,-0.920,4.237,8.760,-0.820,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.288,42.470,41.371,-5.483,-0.144,7.520,6.228,0.034,-0.026,0.066,5.000,-3166.000,4962.000,0.407,0.136,0.277,0.860,3.158,7.895
1859.685,6,6,2.205,4.515,-5.664,6.137,12.644,-0.899,4.303,8.777,-0.603,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.281,42.461,41.426,-5.428,-0.172,7.449,6.357,0.015,-0.028,0.138,-179.000,-3135.000,4850.000,0.403,0.134,0.285,0.860,3.081,7.702
1859.886,6,6,2.195,4.499,-5.660,6.147,12.589,-0.895,4.402,8.656,-0.692,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.281,42.447,41.429,-5.425,-0.122,7.470,6.242,0.075,0.000,0.066,-172.000,-3145.000,4808.000,0.405,0.137,0.288,0.857,3.132,7.831
1860.087,6,6,2.187,4.482,-5.672,6.138,12.566,-0.932,4.311,8.802,-0.839,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.284,42.451,41.401,-5.453,-0.201,7.599,6.242,0.053,-0.002,-0.036,-146.000,-3121.000,4835.000,0.406,0.142,0.283,0.858,3.155,7.887
1860.288,6,6,2.180,4.465,-5.664,6.116,12.521,-0.917,4.232,8.671,-0.668,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.280,42.460,41.435,-5.419,-0.172,7.398,6.228,0.036,-0.019,0.034,-107.000,-3125.000,4899.000,0.404,0.140,0.284,0.858,3.177,7.944
1860.489,6,6,2.172,4.450,-5.648,6.101,12.508,-0.897,4.258,8.810,-0.666,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.460,41.459,-5.395,-0.093,7.499,6.321,0.026,-0.077,-0.049,-155.000,-3191.000,4975.000,0.404,0.135,0.277,0.862,3.177,7.944
1860.690,6,6,2.166,4.438,-5.677,6.096,12.498,-0.923,4.295,8.804,-0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.288,42.458,41.372,-5.482,-0.165,7.571,6.256,0.017,0.098,0.017,-50.000,-3158.000,4923.000,0.402,0.143,0.282,0.859,3.090,7.726
1860.891,6,6,2.162,4.431,-5.632,6.096,12.511,-0.904,4.315,8.906,-0.786,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.453,41.514,-5.340,-0.144,7.635,6.342,0.068,-0.053,-0.013,-119.000,-3184.000,4941.000,0.406,0.140,0.278,0.859,3.123,7.806
1861.092,6,6,2.159,4.426,-5.617,6.105,12.507,-0.901,4.354,8.813,-0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.274,42.457,41.486,-5.368,-0.180,7.621,6.249,-0.087,0.006,0.066,-150.000,-3110.000,4878.000,0.401,0.139,0.284,0.860,3.171,7.927
1861.293,6,6,2.158,4.425,-5.616,6.094,12.527,-0.882,4.249,8.933,-0.598,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.276,42.460,41.468,-5.386,-0.115,7.578,6.386,-0.013,-0.030,-0.087,-141.000,-3141.000,4810.000,0.399,0.137,0.276,0.863,3.148,7.871
1861.494,6,6,2.154,4.425,-5.597,6.069,12.535,-0.865,4.174,8.872,-0.665,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.272,42.456,41.503,-5.351,-0.158,7.535,6.307,0.064,0.077,-0.045,-81.000,-3155.000,4840.000,0.401,0.143,0.277,0.861,3.094,7.734
1861.695,6,6,2.152,4.425,-5.605,6.097,12.515,-0.854,4.434,8.730,-0.576,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.460,41.459,-5.395,-0.144,7.535,6.278,0.015,0.124,0.119,-142.000,-3184.000,4784.000,0.400,0.147,0.293,0.856,3.135,7.839
1861.896,6,6,2.154,4.421,-5.638,6.124,12.475,-0.866,4.435,8.627,-0.602,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.285,42.450,41.394,-5.460,-0.144,7.485,6.199,0.077,0.096,-0.023,-182.000,-3180.000,4901.000,0.401,0.153,0.296,0.853,3.168,7.919
1862.097,6,6,2.160,4.415,-5.655,6.157,12.472,-0.863,4.476,8.796,-0.584,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.285,42.455,41.398,-5.456,-0.122,7.571,6.357,0.064,-0.034,-0.036,-135.000,-3145.000,4872.000,0.402,0.149,0.293,0.855,3.168,7.919
1862.298,6,6,2.165,4.412,-5.738,6.157,12.483,-0.944,4.320,8.862,-0.782,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.303,42.459,41.241,-5.613,-0.129,7.635,6.285,0.000,-0.132,-0.109,-144.000,-3162.000,4913.000,0.404,0.140,0.279,0.860,3.177,7.944
1862.499,6,6,2.169,4.412,-5.723,6.162,12.489,-0.889,4.356,8.836,-0.497,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.286,42.452,41.385,-5.469,-0.043,7.499,6.407,-0.017,-0.009,0.013,8.000,-3165.000,4910.000,0.400,0.136,0.281,0.862,3.174,7.935
1862.700,6,6,2.172,4.410,-5.746,6.161,12.472,-0.928,4.330,8.718,-0.808,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.295,42.453,41.311,-5.543,-0.144,7.535,6.213,0.034,-0.109,0.087,-20.000,-3209.000,4888.000,0.405,0.131,0.280,0.860,3.135,7.839
1862.901,6,6,2.174,4.409,-5.679,6.180,12.474,-0.902,4.431,8.808,-0.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.273,42.446,41.496,-5.358,-0.129,7.635,6.292,0.030,-0.043,0.079,-15.000,-3154.000,4882.000,0.407,0.132,0.282,0.859,3.084,7.710
1863.102,6,6,2.175,4.409,-5.630,6.134,12.491,-0.866,4.115,8.883,-0.687,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.456,41.511,-5.343,-0.180,7.499,6.328,-0.013,-0.026,-0.087,-143.000,-3120.000,4891.000,0.402,0.134,0.273,0.864,3.090,7.726
1863.303,6,6,2.170,4.412,-5.602,6.109,12.525,-0.875,4.203,8.976,-0.827,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.458,41.510,-5.344,-0.266,7.657,6.342,0.000,-0.058,0.111,-184.000,-3144.000,4981.000,0.403,0.133,0.276,0.862,3.139,7.847
1863.504,6,6,2.163,4.417,-5.563,6.065,12.530,-0.846,4.101,8.839,-0.674,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.265,42.454,41.561,-5.293,-0.201,7.456,6.307,0.011,-0.043,0.021,-165.000,-3142.000,4843.000,0.402,0.133,0.274,0.864,3.110,7.774
1863.705,6,6,2.155,4.419,-5.583,6.051,12.517,-0.870,4.231,8.754,-0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.443,41.466,-5.388,-0.180,7.492,6.235,0.013,0.032,0.079,-153.000,-3158.000,4892.000,0.402,0.137,0.280,0.861,3.135,7.839
1863.906,6,6,2.147,4.419,-5.598,6.033,12.510,-0.886,4.192,8.790,-0.698,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.449,41.460,-5.394,-0.230,7.528,6.213,-0.036,0.051,-0.004,24.000,-3172.000,4955.000,0.399,0.142,0.281,0.861,3.087,7.718
1864.107,6,6,2.143,4.418,-5.564,6.056,12.490,-0.845,4.393,8.716,-0.597,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.266,42.463,41.555,-5.299,-0.129,7.520,6.249,0.028,0.087,0.045,35.000,-3181.000,4965.000,0.400,0.146,0.290,0.857,3.177,7.944
1864.308,6,6,2.145,4.412,-5.506,6.108,12.439,-0.766,4.536,8.552,-0.453,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.257,42.454,41.627,-5.227,-0.086,7.413,6.242,-0.019,-0.002,0.117,-12.000,-3191.000,4893.000,0.398,0.142,0.299,0.855,3.074,7.685
1864.509,6,6,2.149,4.406,-5.475,6.100,12.442,-0.749,4.252,8.812,-0.623,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.259,42.439,41.613,-5.241,-0.115,7.499,6.314,0.085,-0.072,-0.202,-3.000,-3175.000,4899.000,0.402,0.142,0.280,0.860,3.135,7.839
1864.710,6,6,2.151,4.403,-5.432,6.101,12.465,-0.711,4.296,8.898,-0.541,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,42.448,41.664,-5.190,-0.158,7.571,6.371,-0.032,0.066,-0.006,-201.000,-3161.000,4899.000,0.397,0.144,0.284,0.861,3.168,7.919
1864.911,6,6,2.153,4.403,-5.428,6.114,12.466,-0.704,4.362,8.794,-0.530,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.259,42.441,41.612,-5.242,-0.230,7.520,6.328,0.000,0.013,0.117,-136.000,-3170.000,4825.000,0.397,0.144,0.293,0.858,3.106,7.766
1865.112,6,6,2.156,4.404,-5.512,6.125,12.479,-0.765,4.358,8.854,-0.548,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.282,42.444,41.424,-5.430,-0.151,7.578,6.342,-0.009,-0.021,-0.070,-138.000,-3155.000,4830.000,0.397,0.143,0.287,0.860,3.177,7.944
1865.313,6,6,2.158,4.406,-5.486,6.117,12.486,-0.718,4.270,8.830,-0.438,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.262,42.438,41.591,-5.263,-0.172,7.499,6.335,-0.013,0.100,-0.062,-33.000,-3165.000,4909.000,0.394,0.149,0.288,0.860,3.129,7.823
1865.514,6,6,2.159,4.407,-5.508,6.115,12.483,-0.743,4.297,8.780,-0.606,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.272,42.444,41.505,-5.349,-0.136,7.528,6.263,0.064,0.000,-0.055,-38.000,-3143.000,4944.000,0.399,0.147,0.285,0.859,3.171,7.927
1865.715,6,6,2.160,4.407,-5.511,6.123,12.475,-0.744,4.353,8.755,-0.571,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.269,42.453,41.530,-5.324,-0.144,7.528,6.263,-0.089,-0.066,0.047,-31.000,-3200.000,4844.000,0.397,0.139,0.286,0.861,3.132,7.831
1865.916,6,6,2.159,4.407,-5.535,6.091,12.478,-0.781,4.150,8.813,-0.680,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.274,42.450,41.484,-5.370,-0.136,7.485,6.271,0.064,-0.068,-0.111,2.000,-3170.000,5007.000,0.402,0.138,0.274,0.863,3.116,7.790
1866.117,6,6,2.154,4.408,-5.539,6.055,12.495,-0.813,4.117,8.881,-0.758,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.443,41.514,-5.340,-0.172,7.535,6.292,0.040,-0.023,-0.015,-135.000,-3113.000,4852.000,0.404,0.137,0.272,0.863,3.129,7.823
1866.318,6,6,2.146,4.411,-5.555,6.024,12.511,-0.828,4.132,8.886,-0.647,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.274,42.444,41.488,-5.365,-0.136,7.528,6.307,0.000,0.100,-0.058,6.000,-3193.000,4902.000,0.400,0.142,0.273,0.863,3.174,7.935
1866.519,6,6,2.136,4.414,-5.542,5.971,12.514,-0.837,3.999,8.823,-0.739,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.268,42.439,41.541,-5.313,-0.144,7.449,6.235,0.028,-0.079,-0.060,31.000,-3182.000,4906.000,0.403,0.136,0.266,0.865,3.119,7.798
1866.720,6,6,2.125,4.417,-5.549,5.948,12.528,-0.864,4.127,8.889,-0.766,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.444,41.513,-5.341,-0.251,7.542,6.299,0.032,0.030,0.128,-122.000,-3151.000,4982.000,0.403,0.138,0.276,0.862,3.168,7.919
1866.921,6,6,2.113,4.422,-5.619,5.905,12.560,-0.930,4.003,8.984,-0.753,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.287,42.444,41.375,-5.479,-0.244,7.556,6.335,0.062,0.045,-0.100,-8.000,-3165.000,4918.000,0.402,0.144,0.270,0.863,3.171,7.927
1867.122,6,6,2.104,4.428,-5.556,5.918,12.576,-0.894,4.268,8.919,-0.770,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.259,42.440,41.612,-5.242,-0.187,7.628,6.335,-0.043,-0.115,0.158,-78.000,-3152.000,4941.000,0.403,0.132,0.277,0.862,3.077,7.694
1867.323,6,6,2.099,4.435,-5.573,5.912,12.598,-0.878,4.159,8.958,-0.537,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.274,42.437,41.485,-5.369,-0.165,7.564,6.371,-0.102,0.066,-0.068,-154.000,-3118.000,4805.000,0.395,0.137,0.275,0.866,3.132,7.831
1867.524,6,6,2.095,4.441,-5.598,5.910,12.611,-0.897,4.171,8.931,-0.687,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.278,42.438,41.452,-5.402,-0.180,7.628,6.278,-0.062,-0.011,-0.015,-166.000,-3139.000,4873.000,0.397,0.137,0.274,0.865,3.100,7.750
1867.725,6,6,2.093,4.447,-5.644,5.924,12.625,-0.923,4.244,8.943,-0.655,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.286,42.444,41.383,-5.471,-0.172,7.614,6.357,0.009,0.011,0.049,-100.000,-3115.000,4846.000,0.399,0.137,0.278,0.863,3.148,7.871
1867.926,6,6,2.094,4.451,-5.717,5.940,12.622,-0.975,4.262,8.869,-0.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.298,42.442,41.287,-5.567,-0.172,7.549,6.350,0.100,-0.030,0.062,-151.000,-3099.000,4766.000,0.404,0.137,0.279,0.860,3.174,7.935
1871.327,6,6,29.142,60.860,-9.425,8.718,17.944,-0.761,4.254,8.744,-0.659,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.276,42.445,41.471,-5.383,-0.151,7.477,6.249,0.004,0.038,0.011,-132.000,-3121.000,4876.000,0.402,0.140,0.282,0.860,3.158,7.895
1871.528,6,6,2.600,5.425,-5.565,2.250,4.405,0.180,4.292,8.739,-0.651,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.272,42.437,41.502,-5.352,-0.165,7.463,6.285,0.034,-0.060,0.079,26.000,-3200.000,4927.000,0.403,0.136,0.284,0.859,3.090,7.726
1871.729,6,6,1.482,3.062,-5.461,2.712,5.329,0.031,4.324,8.779,-0.849,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.439,41.459,-5.395,-0.201,7.571,6.256,0.134,0.004,0.032,29.000,-3202.000,4916.000,0.408,0.142,0.284,0.856,3.165,7.911
1871.930,6,6,1.252,2.550,-5.424,3.376,6.625,-0.074,4.426,8.740,-0.582,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.275,42.442,41.482,-5.372,-0.151,7.542,6.278,0.017,0.219,-0.019,19.000,-3175.000,4782.000,0.400,0.154,0.294,0.854,3.165,7.911
1872.131,6,6,1.290,2.595,-5.438,4.030,7.964,-0.212,4.367,8.904,-0.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.280,42.440,41.435,-5.419,-0.144,7.650,6.350,0.068,-0.068,-0.107,51.000,-3224.000,4879.000,0.404,0.149,0.284,0.857,3.135,7.839
1872.332,6,6,1.438,2.874,-5.405,4.632,9.183,-0.296,4.390,8.845,-0.606,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.264,42.440,41.573,-5.281,-0.172,7.585,6.350,0.000,0.026,0.036,-154.000,-3162.000,4853.000,0.401,0.147,0.289,0.857,3.129,7.823
1872.533,6,6,1.622,3.233,-5.395,5.135,10.200,-0.378,4.327,8.692,-0.615,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.264,42.442,41.571,-5.283,-0.122,7.456,6.249,0.034,-0.053,-0.017,56.000,-3215.000,4821.000,0.402,0.142,0.286,0.858,3.142,7.855
1872.734,6,6,1.799,3.588,-5.386,5.499,11.045,-0.455,4.144,8.865,-0.665,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.260,42.446,41.600,-5.254,-0.122,7.499,6.321,0.030,-0.083,-0.132,22.000,-3157.000,4909.000,0.402,0.138,0.273,0.863,3.177,7.944
1872.935,6,6,1.945,3.897,-5.328,5.766,11.686,-0.490,4.175,8.895,-0.673,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.244,42.438,41.736,-5.118,-0.151,7.564,6.307,-0.058,-0.009,0.009,47.000,-3183.000,4930.000,0.400,0.136,0.274,0.864,3.071,7.677
1873.136,6,6,2.054,4.138,-5.322,5.956,12.131,-0.545,4.248,8.870,-0.655,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.251,42.437,41.680,-5.174,-0.201,7.614,6.256,-0.115,0.051,0.053,-103.000,-3129.000,4905.000,0.396,0.138,0.280,0.863,3.087,7.718
1873.337,6,6,2.128,4.311,-5.352,6.062,12.432,-0.598,4.195,8.922,-0.568,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.259,42.449,41.614,-5.240,-0.115,7.556,6.357,-0.004,-0.011,-0.077,49.000,-3179.000,4901.000,0.397,0.138,0.275,0.865,3.126,7.815
1873.538,6,6,2.171,4.424,-5.376,6.094,12.603,-0.625,4.092,8.861,-0.501,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.260,42.438,41.607,-5.247,-0.172,7.470,6.299,-0.079,0.038,-0.028,-162.000,-3113.000,4901.000,0.394,0.139,0.275,0.866,3.119,7.798
1873.739,6,6,2.191,4.491,-5.376,6.117,12.679,-0.668,4.215,8.787,-0.698,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.255,42.440,41.646,-5.208,-0.172,7.520,6.235,0.017,-0.066,0.085,-130.000,-3107.000,4819.000,0.400,0.134,0.278,0.863,3.081,7.702
1873.940,6,6,2.195,4.523,-5.421,6.093,12.713,-0.707,4.092,8.842,-0.547,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.266,42.434,41.553,-5.301,-0.144,7.470,6.278,-0.102,0.000,-0.079,20.000,-3185.000,4889.000,0.395,0.135,0.272,0.867,3.174,7.935
1874.141,6,6,2.189,4.535,-5.439,6.067,12.729,-0.757,4.130,8.906,-0.737,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.263,42.440,41.581,-5.273,-0.144,7.599,6.256,0.004,0.019,-0.047,57.000,-3176.000,4879.000,0.400,0.137,0.270,0.865,3.126,7.815
1874.342,6,6,2.179,4.534,-5.415,6.063,12.711,-0.745,4.263,8.821,-0.611,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.253,42.438,41.663,-5.191,-0.144,7.592,6.220,-0.219,-0.013,0.094,12.000,-3187.000,4943.000,0.394,0.132,0.278,0.866,3.081,7.702
1874.543,6,6,2.167,4.526,-5.469,6.024,12.697,-0.784,4.092,8.882,-0.571,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.271,42.436,41.511,-5.343,-0.122,7.513,6.285,-0.013,0.045,-0.124,-122.000,-3150.000,4868.000,0.396,0.137,0.271,0.867,3.177,7.944
1874.744,6,6,2.154,4.515,-5.465,6.006,12.667,-0.770,4.185,8.811,-0.548,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.261,42.434,41.594,-5.260,-0.122,7.485,6.278,-0.023,0.053,0.036,18.000,-3170.000,4869.000,0.396,0.138,0.277,0.864,3.116,7.790
1874.945,6,6,2.142,4.502,-5.445,5.978,12.636,-0.710,4.124,8.805,-0.349,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.258,42.436,41.624,-5.230,-0.122,7.377,6.342,-0.072,0.026,-0.023,-122.000,-3106.000,4824.000,0.392,0.137,0.278,0.866,3.077,7.694
1875.146,6,6,2.132,4.488,-5.459,5.970,12.611,-0.707,4.210,8.818,-0.479,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.265,42.438,41.558,-5.296,-0.101,7.485,6.299,-0.030,0.015,-0.026,9.000,-3158.000,4791.000,0.394,0.137,0.278,0.865,3.161,7.903
1875.347,6,6,2.122,4.476,-5.516,5.940,12.592,-0.804,4.081,8.830,-0.845,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.277,42.430,41.459,-5.395,-0.122,7.549,6.192,0.055,-0.107,-0.085,-15.000,-3176.000,4870.000,0.404,0.132,0.265,0.866,3.100,7.750
1875.548,6,6,2.111,4.467,-5.549,5.898,12.608,-0.865,4.001,8.990,-0.826,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.275,42.429,41.477,-5.377,-0.144,7.549,6.364,0.081,-0.055,-0.021,12.000,-3179.000,4921.000,0.407,0.130,0.260,0.866,3.116,7.790
1875.749,6,6,2.098,4.463,-5.582,5.850,12.613,-0.905,3.948,8.929,-0.757,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.278,42.423,41.456,-5.398,-0.115,7.485,6.314,0.006,0.015,-0.040,-96.000,-3158.000,4854.000,0.404,0.130,0.259,0.868,3.171,7.927
1875.950,6,6,2.085,4.460,-5.589,5.821,12.615,-0.951,4.013,8.911,-0.920,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.273,42.437,41.494,-5.360,-0.201,7.585,6.228,0.015,0.030,0.058,35.000,-3177.000,4908.000,0.406,0.133,0.264,0.865,3.142,7.855
