State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (m),DPS310 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,Flight Computer Voltage - Raw Voltage (V),Flight Computer Voltage - Real Voltage (V)
3377.707,6,6,-0.371,4.878,-6.238,-0.843,13.653,-4.430,0.246,9.598,-0.692,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.208,41.452,42.039,-4.815,-9.553,1.006,0.625,-0.746,0.211,0.083,-4761.000,999.000,2926.000,0.418,-0.552,-0.488,-0.532,3.129,7.823
3377.908,6,6,-0.319,4.865,-6.068,-0.439,13.758,-3.526,1.378,10.234,0.764,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.210,41.456,42.020,-4.834,-10.307,0.323,-0.934,-1.106,0.043,-0.128,-4632.000,983.000,2691.000,0.504,-0.506,-0.516,-0.473,3.087,7.718
3378.109,6,6,-0.241,4.864,-5.891,-0.149,13.778,-2.709,0.959,9.810,0.969,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.214,41.448,41.986,-4.868,-9.869,-0.108,-0.826,-0.322,0.075,0.013,-4632.000,1030.000,2380.000,0.536,-0.492,-0.514,-0.454,3.184,7.960
3378.310,6,6,-0.170,4.863,-5.726,-0.103,13.747,-2.325,-0.106,9.549,-0.668,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.215,41.442,41.982,-4.872,-9.539,-0.790,-0.158,0.450,-0.062,0.043,-4584.000,1158.000,2250.000,0.519,-0.497,-0.488,-0.496,3.094,7.734
3378.511,6,6,-0.128,4.863,-5.650,-0.202,13.792,-2.207,-0.748,9.932,-1.459,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.227,41.448,41.880,-4.974,-10.006,-1.099,-0.136,0.243,-0.023,-0.213,-4542.000,1266.000,2358.000,0.519,-0.491,-0.462,-0.526,3.165,7.911
3378.712,6,6,-0.121,4.774,-5.579,-0.418,12.353,-2.108,-1.318,2.366,-1.450,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.222,41.452,41.918,-4.936,-2.593,-1.207,1.121,0.260,0.013,0.004,-4643.000,1081.000,2388.000,0.505,-0.503,-0.449,-0.538,3.171,7.927
3378.913,6,6,-0.132,4.604,-5.435,-0.438,12.026,-1.689,-0.364,7.563,0.064,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.443,42.087,-4.767,-7.564,0.280,-0.215,-0.288,-0.166,0.075,-4641.000,1015.000,2447.000,0.509,-0.485,-0.476,-0.528,3.165,7.911
3379.114,6,6,-0.217,4.577,-5.214,-1.635,13.623,-0.320,-6.384,17.081,5.180,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.191,41.430,42.178,-4.676,-17.813,3.405,5.516,-0.582,-0.160,0.094,-4783.000,946.000,2409.000,0.527,-0.453,-0.516,-0.501,3.074,7.685
3379.315,6,6,-0.340,4.667,-5.054,-1.512,13.691,0.312,-0.070,9.655,2.528,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.212,41.435,42.004,-4.850,-9.955,0.632,0.309,-0.513,-0.254,0.117,-4622.000,767.000,2385.000,0.528,-0.440,-0.563,-0.459,3.103,7.758
3379.516,6,6,-0.397,4.714,-4.930,-1.312,13.466,0.817,0.202,8.286,2.468,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.220,41.426,41.939,-4.915,-8.641,0.352,-0.022,-0.296,-0.170,-0.117,-4806.000,816.000,2363.000,0.542,-0.424,-0.574,-0.443,3.174,7.935
3379.717,6,6,-0.423,4.686,-4.909,-1.343,12.794,0.944,-0.997,6.010,1.235,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.243,41.414,41.745,-5.108,-6.192,0.093,0.539,0.341,0.002,-0.484,-4627.000,1021.000,2343.000,0.547,-0.417,-0.537,-0.489,3.113,7.782
3379.918,6,6,-0.443,4.609,-4.907,-1.358,12.541,0.793,-0.959,7.943,-0.087,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.245,41.405,41.728,-5.126,-7.793,-1.796,0.251,-0.158,-0.034,0.062,-4629.000,1221.000,2484.000,0.553,-0.407,-0.545,-0.481,3.106,7.766
3380.119,6,6,-0.463,4.552,-4.744,-1.461,12.661,0.992,-1.434,9.681,1.055,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.419,42.089,-4.765,-9.769,-1.135,0.409,-0.032,-0.032,-0.087,-4518.000,1196.000,2438.000,0.561,-0.400,-0.540,-0.484,3.181,7.952
3380.320,6,6,-0.490,4.535,-4.525,-1.588,12.851,1.306,-1.615,9.997,1.605,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.175,41.412,42.314,-4.540,-10.192,-0.668,0.883,0.019,-0.053,0.036,-4594.000,1263.000,2493.000,0.548,-0.403,-0.552,-0.483,3.116,7.790
3380.521,6,6,-0.530,4.614,-4.584,-1.802,14.057,1.010,-2.118,15.210,-0.347,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.225,41.416,41.897,-4.957,-15.084,-2.787,0.812,0.275,0.232,-0.017,-4525.000,1234.000,2491.000,0.548,-0.428,-0.527,-0.489,3.103,7.758
3380.722,6,6,-0.581,4.742,-4.678,-2.006,14.066,0.914,-2.178,9.507,0.623,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.235,41.412,41.812,-5.042,-9.603,-1.516,0.998,-0.281,0.051,-0.051,-4499.000,1217.000,2426.000,0.560,-0.395,-0.537,-0.492,3.113,7.782
3380.923,6,6,-0.627,4.826,-4.486,-1.991,14.093,1.205,-1.174,9.767,1.534,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.172,41.409,42.341,-4.513,-9.934,0.000,0.668,0.315,-0.151,-0.036,-4631.000,1264.000,2393.000,0.527,-0.425,-0.542,-0.498,3.100,7.750
3381.124,6,6,-0.667,4.875,-4.501,-2.185,14.005,0.925,-2.297,9.292,-0.512,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.205,41.414,42.061,-4.793,-9.410,-0.955,1.559,0.631,0.043,0.066,-4578.000,1274.000,2622.000,0.491,-0.445,-0.518,-0.541,3.184,7.960
3381.325,6,6,-0.704,4.902,-4.543,-2.177,14.022,0.816,-1.366,9.868,0.290,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.208,41.405,42.036,-4.818,-9.891,-1.106,0.524,-0.562,0.234,0.098,-4630.000,1198.000,2533.000,0.536,-0.428,-0.528,-0.502,3.177,7.944
3381.526,6,6,-0.724,4.919,-4.522,-2.126,14.000,0.674,-1.191,9.710,-0.208,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.193,41.404,42.167,-4.687,-9.747,-0.776,0.359,0.409,-0.034,-0.038,-4620.000,1181.000,2353.000,0.519,-0.451,-0.506,-0.521,3.145,7.863
3381.727,6,6,-0.751,4.928,-4.530,-2.385,13.997,0.506,-2.788,9.821,-0.350,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.193,41.398,42.163,-4.691,-10.006,-1.350,1.551,-0.128,-0.021,-0.098,-4736.000,1137.000,2413.000,0.519,-0.423,-0.516,-0.535,3.142,7.855
3381.928,6,6,-0.775,4.932,-4.584,-2.241,13.972,0.459,-0.831,9.720,0.349,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.203,41.392,42.077,-4.777,-9.747,-0.510,0.158,-0.019,-0.087,0.147,-4636.000,1167.000,2441.000,0.519,-0.443,-0.521,-0.513,3.110,7.774
3385.319,6,6,-8.872,66.563,-1.881,-2.164,19.598,0.828,-1.027,9.534,0.617,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.196,41.331,42.135,-4.719,-9.575,-0.266,0.761,0.000,0.006,0.173,-4593.000,979.000,2478.000,0.509,-0.452,-0.532,-0.504,3.158,7.895
3385.520,6,6,-0.786,5.962,-4.644,-0.130,4.876,0.310,-0.879,10.168,1.351,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.206,41.331,42.053,-4.801,-10.250,0.151,0.948,-0.124,-0.030,0.055,-4573.000,869.000,2531.000,0.505,-0.450,-0.548,-0.493,3.177,7.944
3385.721,6,6,-0.387,3.368,-4.627,-0.105,5.863,0.489,-0.405,9.519,0.972,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.192,41.320,42.175,-4.679,-9.568,-0.108,0.424,0.000,0.017,0.034,-4483.000,858.000,2420.000,0.511,-0.455,-0.542,-0.487,3.090,7.726
3385.922,6,6,-0.254,2.804,-4.583,-0.269,7.293,0.605,-1.048,9.638,0.673,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.190,41.331,42.191,-4.663,-9.661,-0.273,1.013,0.113,-0.009,0.064,-4665.000,835.000,2412.000,0.501,-0.454,-0.541,-0.499,3.155,7.887
3386.123,6,6,-0.209,2.856,-4.522,-0.413,8.771,0.807,-0.898,9.824,1.153,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.187,41.321,42.216,-4.638,-9.869,0.180,1.099,-0.002,0.047,0.055,-4765.000,871.000,2362.000,0.495,-0.457,-0.548,-0.496,3.100,7.750
3386.324,6,6,-0.201,3.163,-4.636,-0.521,10.111,0.867,-0.730,9.729,0.928,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.236,41.317,41.805,-5.049,-9.769,0.086,0.783,0.038,0.107,-0.113,-4626.000,807.000,2396.000,0.500,-0.461,-0.539,-0.498,3.084,7.710
3386.525,6,6,-0.212,3.562,-4.637,-0.623,11.284,0.933,-0.747,9.843,0.813,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.218,41.313,41.954,-4.900,-9.876,-0.007,0.754,0.011,0.058,-0.038,-4718.000,896.000,2380.000,0.502,-0.462,-0.536,-0.498,3.129,7.823
3386.726,6,6,-0.231,3.960,-4.625,-0.711,12.210,1.013,-0.736,9.753,0.952,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.216,41.304,41.969,-4.885,-9.797,-0.079,0.761,-0.111,0.070,0.034,-4649.000,828.000,2459.000,0.508,-0.457,-0.541,-0.491,3.148,7.871
3386.927,6,6,-0.248,4.284,-4.595,-0.703,12.634,1.172,-0.325,8.384,1.410,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.213,41.310,41.997,-4.857,-8.497,-0.294,0.294,-0.492,0.026,0.045,-4624.000,866.000,2335.000,0.535,-0.432,-0.559,-0.463,3.152,7.879
3387.128,6,6,-0.256,4.521,-4.481,-0.707,13.124,1.562,-0.430,9.708,2.500,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.194,41.313,42.156,-4.698,-10.006,0.079,0.747,-0.194,-0.271,0.134,-4594.000,762.000,2153.000,0.528,-0.419,-0.583,-0.453,3.168,7.919
3387.329,6,6,-0.231,4.695,-4.437,-0.269,13.490,2.020,1.779,9.907,3.410,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.213,41.307,41.999,-4.855,-10.121,3.239,0.158,1.044,-0.138,0.004,-4772.000,628.000,2356.000,0.445,-0.519,-0.562,-0.465,3.100,7.750
3387.530,6,6,-0.183,4.805,-4.373,-0.238,13.572,1.514,-0.178,9.108,-1.443,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.200,41.312,42.101,-4.753,-9.201,0.043,0.632,0.935,-0.032,-0.341,-4813.000,842.000,2649.000,0.428,-0.537,-0.486,-0.541,3.103,7.758
3387.731,6,6,-0.149,4.854,-4.420,-0.236,13.519,0.650,-0.267,8.828,-3.308,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.315,42.091,-4.763,-9.410,0.302,0.560,1.153,0.011,0.009,-4705.000,938.000,2954.000,0.367,-0.583,-0.417,-0.592,3.097,7.742
3387.932,6,6,-0.128,4.860,-4.514,-0.268,13.485,0.041,-0.405,9.148,-2.410,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.197,41.308,42.128,-4.726,-9.352,1.063,1.034,-0.070,0.040,0.072,-4798.000,815.000,3223.000,0.355,-0.580,-0.438,-0.589,3.100,7.750
3388.133,6,6,-0.107,4.848,-4.532,-0.127,13.458,-0.283,0.492,9.297,-1.638,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.173,41.319,42.330,-4.524,-9.352,1.264,0.553,-0.345,-0.009,0.160,-4689.000,805.000,3258.000,0.365,-0.575,-0.467,-0.564,3.165,7.911
3388.334,6,6,-0.095,4.829,-4.602,-0.289,13.459,-0.926,-0.995,9.498,-3.398,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.174,41.323,42.319,-4.535,-10.013,0.546,1.480,0.541,-0.043,-0.030,-4767.000,810.000,3181.000,0.338,-0.577,-0.433,-0.605,3.177,7.944
3388.535,6,6,-0.097,4.803,-4.803,-0.277,13.320,-1.627,-0.133,8.804,-3.702,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.198,41.326,42.123,-4.731,-9.453,1.149,0.754,0.541,-0.200,0.040,-4851.000,741.000,3313.000,0.297,-0.598,-0.406,-0.623,3.116,7.790
3388.736,6,6,-0.096,4.753,-4.829,-0.256,13.006,-2.292,-0.087,7.870,-4.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.154,41.318,42.493,-4.361,-9.173,0.000,0.172,0.070,-0.068,-0.066,-4817.000,769.000,3379.000,0.320,-0.603,-0.376,-0.627,3.135,7.839
3388.937,6,6,-0.089,4.689,-4.988,-0.171,12.858,-2.659,0.250,8.598,-3.129,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.177,41.299,42.297,-4.557,-9.129,0.646,0.101,-0.607,0.262,-0.121,-4576.000,752.000,3345.000,0.368,-0.597,-0.402,-0.589,3.177,7.944
3389.138,6,6,-0.089,4.642,-5.345,-0.330,12.922,-3.083,-0.969,9.565,-2.957,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.238,41.305,41.790,-5.064,-9.948,0.747,1.286,-0.175,0.128,-0.085,-4801.000,813.000,3288.000,0.368,-0.578,-0.423,-0.593,3.168,7.919
3389.339,6,6,-0.089,4.603,-5.397,-0.182,12.735,-2.912,0.558,8.248,-1.265,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.194,41.300,42.158,-4.695,-8.282,1.164,0.029,-0.471,-0.013,0.055,-4813.000,801.000,3028.000,0.389,-0.569,-0.455,-0.564,3.145,7.863
3389.540,6,6,-0.071,4.581,-5.378,-0.032,12.968,-2.863,0.606,10.297,-2.057,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.184,41.292,42.238,-4.616,-10.451,1.164,0.244,0.077,-0.053,-0.045,-4788.000,739.000,3159.000,0.382,-0.577,-0.452,-0.563,3.184,7.960
3389.741,6,6,-0.043,4.584,-5.355,0.067,13.023,-2.750,0.406,9.417,-1.698,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.183,41.292,42.246,-4.608,-9.524,0.948,0.345,-0.153,-0.021,-0.070,-4882.000,826.000,2998.000,0.392,-0.570,-0.459,-0.557,3.158,7.895
3389.942,6,6,-0.020,4.591,-5.338,0.051,13.036,-2.827,-0.118,9.227,-2.609,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.182,41.284,42.252,-4.602,-9.560,0.388,0.646,0.217,0.047,0.064,-4711.000,892.000,3082.000,0.384,-0.573,-0.444,-0.572,3.113,7.782
3390.143,6,6,0.010,4.597,-5.391,0.303,13.046,-2.574,1.275,9.227,-0.622,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.280,42.085,-4.769,-9.252,1.128,-0.539,-0.684,-0.138,-0.115,-4712.000,804.000,3132.000,0.426,-0.559,-0.476,-0.529,3.184,7.960
3390.344,6,6,0.053,4.596,-5.311,0.422,12.976,-2.221,0.697,8.823,-0.408,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.182,41.286,42.258,-4.596,-8.849,0.424,-0.122,-0.464,0.049,0.015,-4713.000,823.000,3124.000,0.459,-0.539,-0.492,-0.507,3.177,7.944
3390.545,6,6,0.082,4.598,-5.267,0.332,13.070,-1.798,-0.284,9.641,0.383,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.194,41.281,42.157,-4.696,-9.582,0.596,1.006,-0.330,-0.021,0.094,-4710.000,852.000,3077.000,0.461,-0.510,-0.525,-0.502,3.165,7.911
3390.746,6,6,0.088,4.611,-5.126,0.226,13.174,-1.459,-0.354,9.720,-0.114,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.174,41.265,42.324,-4.530,-9.697,0.065,0.769,-0.009,0.185,0.036,-4645.000,833.000,3061.000,0.471,-0.503,-0.517,-0.507,3.181,7.952
3390.947,6,6,0.076,4.635,-5.064,0.080,13.303,-1.125,-0.573,9.896,0.423,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.189,41.258,42.199,-4.655,-9.841,0.453,1.185,-0.043,0.060,0.145,-4740.000,829.000,2956.000,0.463,-0.497,-0.531,-0.507,3.181,7.952
3391.148,6,6,0.053,4.651,-4.942,-0.009,13.191,-0.821,-0.336,8.725,0.290,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.175,41.244,42.316,-4.538,-8.713,0.065,0.632,-0.156,0.207,-0.021,-4847.000,840.000,2835.000,0.484,-0.489,-0.527,-0.499,3.184,7.960
3391.349,6,6,0.033,4.659,-4.798,-0.004,13.269,-0.439,0.089,9.684,0.858,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.165,41.239,42.400,-4.454,-9.661,0.991,0.460,0.170,-0.181,-0.179,-4744.000,779.000,2751.000,0.466,-0.499,-0.526,-0.508,3.106,7.766
3391.550,6,6,0.010,4.675,-4.738,-0.161,13.366,-0.592,-0.762,9.812,-1.389,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.174,41.235,42.323,-4.531,-9.920,-0.108,0.618,0.588,-0.043,-0.290,-4789.000,769.000,3046.000,0.450,-0.513,-0.480,-0.551,3.155,7.887
3391.751,6,6,-0.016,4.703,-4.718,-0.191,13.539,-0.568,-0.178,10.250,-0.406,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.176,41.242,42.309,-4.545,-10.250,0.273,0.338,-0.337,0.234,0.072,-4604.000,765.000,3177.000,0.472,-0.513,-0.494,-0.519,3.168,7.919
3391.952,6,6,-0.037,4.734,-4.801,-0.231,13.584,-0.326,-0.274,9.673,1.172,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.205,41.235,42.063,-4.791,-9.747,0.122,-0.029,-0.882,0.098,-0.445,-4815.000,920.000,2733.000,0.534,-0.464,-0.519,-0.480,3.177,7.944
3392.153,6,6,-0.054,4.758,-4.711,-0.236,13.588,0.292,-0.133,9.518,2.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.181,41.241,42.261,-4.593,-9.898,0.151,-0.151,-0.778,0.098,-0.168,-4612.000,1042.000,2541.000,0.572,-0.428,-0.550,-0.432,3.190,7.976
3392.354,6,6,-0.061,4.775,-4.589,-0.183,13.619,0.669,0.144,9.684,1.776,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.177,41.248,42.297,-4.557,-9.790,-0.840,-0.632,-0.013,-0.158,0.092,-4641.000,1063.000,2316.000,0.579,-0.422,-0.544,-0.436,3.084,7.710
3392.555,6,6,-0.064,4.781,-4.463,-0.218,13.511,0.989,-0.306,9.001,1.747,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.172,41.254,42.340,-4.514,-9.165,-0.395,0.079,0.158,-0.104,0.190,-4777.000,1067.000,2249.000,0.560,-0.431,-0.550,-0.445,3.074,7.685
3392.756,6,6,-0.077,4.775,-4.406,-0.343,13.472,1.273,-0.773,9.340,2.068,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.185,41.250,42.230,-4.624,-9.582,-0.187,0.510,-0.002,-0.062,-0.130,-4656.000,1032.000,2274.000,0.553,-0.421,-0.556,-0.455,3.084,7.710
3392.957,6,6,-0.108,4.770,-4.341,-0.583,13.492,0.876,-1.413,9.620,-1.392,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.174,41.248,42.321,-4.533,-9.553,-2.284,0.065,0.707,0.209,-0.049,-4531.000,1029.000,2256.000,0.554,-0.439,-0.489,-0.512,3.094,7.734
3393.158,6,6,-0.178,4.768,-4.352,-1.122,13.487,0.576,-3.039,9.493,-0.893,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.176,41.251,42.303,-4.551,-9.797,-0.180,2.033,0.937,0.013,-0.143,-4730.000,1076.000,2682.000,0.469,-0.471,-0.476,-0.576,3.181,7.952
3393.359,6,6,-0.233,4.775,-4.374,-0.741,13.609,0.728,1.434,10.133,1.351,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.179,41.244,42.284,-4.570,-10.157,1.422,-1.178,-0.490,-0.164,0.064,-4777.000,1034.000,2716.000,0.489,-0.504,-0.508,-0.499,3.094,7.734
3393.560,6,6,-0.242,4.787,-4.418,-0.726,13.627,0.550,-0.409,9.647,-0.226,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.187,41.246,42.217,-4.637,-9.639,0.000,0.596,0.104,-0.047,0.085,-4691.000,1024.000,2866.000,0.478,-0.501,-0.509,-0.512,3.177,7.944
3393.761,6,6,-0.234,4.788,-4.449,-0.510,13.488,0.663,0.607,8.864,1.151,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.187,41.255,42.210,-4.644,-8.792,1.645,0.517,0.128,-0.322,0.124,-4798.000,1027.000,2964.000,0.435,-0.520,-0.534,-0.505,3.181,7.952
3393.962,6,6,-0.202,4.781,-4.485,-0.321,13.511,-0.093,0.534,9.655,-3.398,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.183,41.256,42.249,-4.605,-10.178,1.027,0.632,1.945,-0.173,0.198,-4685.000,925.000,3249.000,0.324,-0.604,-0.431,-0.586,3.177,7.944
3394.163,6,6,-0.191,4.728,-4.657,-0.652,12.731,-1.535,-2.025,5.554,-7.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.190,41.254,42.186,-4.668,-9.115,0.280,1.681,2.680,0.053,-0.413,-4729.000,849.000,3531.000,0.186,-0.650,-0.239,-0.697,3.158,7.895
3394.364,6,6,-0.223,4.616,-4.912,-0.923,12.291,-2.755,-1.793,7.025,-6.748,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.193,41.259,42.167,-4.687,-9.805,0.280,1.379,-0.737,0.158,0.053,-4571.000,357.000,4084.000,0.236,-0.628,-0.289,-0.684,3.129,7.823
3394.565,6,6,-0.269,4.491,-5.233,-1.053,11.902,-4.108,-1.186,7.026,-8.147,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.276,42.089,-4.765,-10.710,1.207,0.998,0.871,-0.081,0.070,-4618.000,427.000,4000.000,0.163,-0.651,-0.245,-0.700,3.168,7.919
3394.766,6,6,-0.337,4.340,-5.521,-1.543,11.166,-5.076,-3.110,5.002,-7.265,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.196,41.269,42.142,-4.712,-9.065,0.632,2.212,0.509,-0.049,-0.077,-4481.000,257.000,4111.000,0.128,-0.632,-0.211,-0.735,3.158,7.895
3394.967,6,6,-0.418,4.164,-5.834,-1.627,10.656,-5.943,-1.252,5.771,-7.370,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.209,41.267,42.031,-4.823,-9.424,-0.065,0.611,-0.861,0.132,0.102,-4620.000,154.000,4172.000,0.206,-0.634,-0.253,-0.701,3.123,7.806
3395.168,6,6,-0.466,3.994,-6.074,-1.484,10.273,-6.685,-0.217,6.067,-7.652,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.202,41.274,42.090,-4.764,-9.726,0.891,0.158,0.415,-0.036,0.068,-4705.000,321.000,4056.000,0.170,-0.662,-0.232,-0.692,3.174,7.935
3395.369,6,6,-0.486,3.863,-6.255,-1.472,10.300,-6.977,-0.912,7.844,-6.042,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.199,41.282,42.116,-4.738,-9.833,1.113,0.963,-1.084,0.032,-0.136,-4603.000,202.000,4095.000,0.237,-0.634,-0.307,-0.669,3.106,7.766
3395.570,6,6,-0.494,3.778,-6.387,-1.411,10.247,-7.197,-0.682,7.277,-6.068,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.199,41.267,42.112,-4.742,-9.489,-0.237,0.388,-0.537,0.153,-0.185,-4686.000,542.000,3854.000,0.299,-0.621,-0.315,-0.652,3.161,7.903
3395.771,6,6,-0.468,3.708,-6.447,-0.982,10.049,-7.438,1.197,6.417,-6.628,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.188,41.264,42.203,-4.651,-9.252,0.057,-0.970,0.697,0.124,-0.115,-4532.000,535.000,3882.000,0.269,-0.669,-0.255,-0.644,3.119,7.798
3395.972,6,6,-0.356,3.673,-6.448,0.085,10.397,-6.845,4.599,9.061,-2.567,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.185,41.258,42.232,-4.622,-9.711,2.981,-2.579,-1.001,0.121,0.194,-4573.000,518.000,3971.000,0.297,-0.699,-0.351,-0.547,3.116,7.790
3396.173,6,6,-0.189,3.686,-6.438,0.508,10.615,-6.714,1.729,8.442,-4.632,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,1008.193,41.253,42.163,-4.691,-9.733,0.955,-0.266,0.034,0.262,-0.260,-4602.000,768.000,3769.000,0.313,-0.679,-0.341,-0.570,3.135,7.839
