t,r_x,r_y,r_z,a_x,a_y,a_z
922.306,0.16,-0.1,0.28,0.06,0.06,-0.02
922.406,0.12,-0.07,0.03,0.17,0.17,-0.01
922.506,0.13,-0.08,0,0.17,0.17,0.02
922.606,0.12,-0.08,-0.09,-0.04,-0.04,0.03
922.706,0.14,-0.09,0.12,-0.07,-0.07,-0.02
922.806,0.11,-0.08,0.21,-0.03,-0.03,0.02
922.906,0.1,-0.08,-0.06,-0.03,-0.03,-0.02
923.006,0.11,-0.09,-0.13,0.08,0.08,0.01
923.106,0.1,-0.08,-0.24,0.1,0.1,0.01
923.206,0.1,-0.08,0.1,0.02,0.02,0
923.306,0.07,-0.08,0.21,-0.07,-0.07,0.01
923.406,0.11,-0.1,0.17,-0.08,-0.08,0.02
923.506,0.11,-0.12,-0.02,-0.08,-0.08,-0.01
923.606,0.1,-0.12,-0.13,0.05,0.05,0.02
923.706,0.12,-0.12,0.04,0.11,0.11,0.01
923.806,0.11,-0.12,0.31,0.07,0.07,-0.01
923.906,0.12,-0.11,-0.01,-0.03,-0.03,0.01
924.006,0.12,-0.11,-0.09,-0.15,-0.15,-0.03
924.106,0.13,-0.12,-0.11,-0.15,-0.15,0
924.206,0.17,-0.15,0.22,0.03,0.03,0.02
924.306,0.2,-0.16,0.38,0.1,0.1,0
924.406,0.21,-0.16,0.16,0.13,0.13,0.01
924.506,0.21,-0.15,-0.03,0.07,0.07,0.01
924.606,0.23,-0.15,-0.17,-0.18,-0.18,0
924.706,0.28,-0.17,-0.03,-0.1,-0.1,0
924.806,0.24,-0.17,0.11,0.12,0.12,0
924.906,0.27,-0.18,-0.04,0.09,0.09,0.01
925.006,0.33,-0.21,-0.11,0.13,0.13,0.01
925.106,0.33,-0.21,-0.26,0.03,0.03,0.03
925.206,0.35,-0.21,-0.07,-0.11,-0.11,0.01
925.306,0.35,-0.21,-0.11,-0.08,-0.08,0
925.406,0.33,-0.21,-0.27,0,0,0.01
925.506,0.36,-0.22,-0.5,-0.01,-0.01,0.01
925.606,0.35,-0.22,-0.55,0.18,0.18,-0.02
925.706,0.33,-0.22,-0.18,0.06,0.06,0.01
925.806,0.3,-0.21,-0.05,-0.13,-0.13,-0.02
925.906,0.32,-0.21,-0.25,-0.07,-0.07,-0.01
926.006,0.32,-0.21,-0.34,-0.04,-0.04,-0.02
926.106,0.28,-0.21,-0.44,-0.04,-0.04,0.03
926.206,0.27,-0.21,-0.17,0.12,0.12,0.01
926.306,0.27,-0.2,0.03,0.11,0.11,-0.02
926.406,0.24,-0.2,-0.04,-0.06,-0.06,-0.04
926.506,0.21,-0.19,-0.23,-0.13,-0.13,-0.02
926.606,0.18,-0.17,-0.23,-0.17,-0.17,-0.01
926.706,0.18,-0.17,0.11,-0.03,-0.03,0
926.806,0.19,-0.18,0.28,0.22,0.22,0.02
926.906,0.22,-0.18,0.22,0.07,0.07,0
927.006,0.2,-0.18,0.22,-0.07,-0.07,-0.01
927.106,0.16,-0.16,0.16,-0.1,-0.1,0
927.206,0.11,-0.15,0.53,-0.12,-0.12,0
927.306,0.11,-0.15,0.74,-0.05,-0.05,0
927.406,0.11,-0.14,0.59,0.12,0.12,0
927.506,0.06,-0.11,0.4,0.04,0.04,0.02
927.606,0.01,-0.09,0.29,0,0,0.01
927.706,0.03,-0.09,0.44,0.02,0.02,0
927.806,0.06,-0.1,0.64,-0.2,-0.2,0.01
927.906,0.01,-0.07,0.44,-0.03,-0.03,-0.02
928.006,-0.07,-0.06,0.2,0.05,0.05,0
928.106,-0.08,-0.05,0.09,0.11,0.11,0.01
928.206,-0.08,-0.05,0.29,0.29,0.29,0.03
928.306,-0.09,-0.03,0.38,-0.05,-0.05,0
928.406,-0.12,-0.01,0.25,-0.19,-0.19,-0.02
928.506,-0.18,0.01,0.06,0,0,0.01
928.606,-0.18,0,-0.06,-0.02,-0.02,-0.01
928.706,-0.16,-0.01,-0.02,0.03,0.03,-0.02
928.806,-0.19,0,0.15,0.23,0.23,-0.01
928.906,-0.23,0.03,-0.12,0.12,0.12,0.02
929.006,-0.22,0.02,-0.32,-0.12,-0.12,0.02
929.106,-0.22,0.01,-0.41,-0.01,-0.01,-0.01
929.206,-0.23,0.03,-0.09,-0.01,-0.01,-0.02
929.306,-0.21,0.03,0.1,-0.07,-0.07,-0.01
929.406,-0.21,0.02,0.18,0.11,0.11,0.02
929.506,-0.2,0.02,0.05,0.03,0.03,0
929.606,-0.18,0.03,-0.16,-0.09,-0.09,0.01
929.706,-0.18,0.03,0.03,-0.01,-0.01,-0.02
929.806,-0.21,0.03,0.18,-0.06,-0.06,-0.01
929.906,-0.24,0.05,-0.05,-0.02,-0.02,0
930.006,-0.26,0.06,0.01,-0.03,-0.03,0.01
930.106,-0.23,0.06,0.11,0.08,0.08,0
930.206,-0.24,0.07,0.5,-0.08,-0.08,0.01
930.306,-0.26,0.08,0.75,-0.06,-0.06,-0.01
930.406,-0.27,0.07,0.41,-0.05,-0.05,0.01
930.506,-0.29,0.08,0.18,0.09,0.09,0.02
930.606,-0.28,0.08,0.11,-0.01,-0.01,0.02
930.706,-0.32,0.09,0.51,0.11,0.11,0.01
930.806,-0.36,0.1,0.8,-0.07,-0.07,-0.01
930.906,-0.33,0.11,0.43,0.02,0.02,-0.01
931.006,-0.33,0.12,0.12,0.01,0.01,0.01
931.106,-0.33,0.12,-0.1,-0.07,-0.07,0
931.206,-0.35,0.11,0.2,0.09,0.09,0.01
931.306,-0.35,0.11,0.28,0.07,0.07,0
931.406,-0.35,0.11,-0.06,-0.19,-0.19,0
931.506,-0.33,0.11,-0.01,0.14,0.14,0.01
931.606,-0.32,0.11,0.01,0.08,0.08,0.01
931.706,-0.33,0.11,0.16,-0.08,-0.08,0
931.806,-0.31,0.11,0.32,0.02,0.02,-0.02
931.906,-0.27,0.08,0.15,-0.11,-0.11,0
932.006,-0.26,0.08,0.09,-0.12,-0.12,-0.01
932.106,-0.24,0.08,0.08,0.1,0.1,0
932.206,-0.27,0.09,0.19,0.08,0.08,0
932.306,-0.24,0.1,0.13,-0.11,-0.11,-0.01
932.406,-0.24,0.1,0.03,0.08,0.08,0
932.506,-0.24,0.1,-0.05,-0.14,-0.14,0
932.606,-0.22,0.09,-0.18,-0.13,-0.13,-0.01
932.706,-0.2,0.08,-0.07,0.18,0.18,0.01
932.806,-0.21,0.09,0.1,0.03,0.03,0.01
932.906,-0.18,0.08,-0.21,-0.1,-0.1,0.02
933.006,-0.18,0.09,-0.4,0.13,0.13,0.01
933.106,-0.18,0.09,-0.56,-0.15,-0.15,-0.01
933.206,-0.18,0.08,-0.48,-0.08,-0.08,-0.01
933.306,-0.16,0.07,-0.47,-0.01,-0.01,0.01
933.406,-0.19,0.07,-0.65,-0.02,-0.02,-0.01
933.506,-0.2,0.07,-0.75,0.12,0.12,0.01
933.606,-0.2,0.07,-0.82,0.05,0.05,0
933.706,-0.18,0.07,-0.66,0,0,0
933.806,-0.21,0.08,-0.54,-0.06,-0.06,0.01
933.906,-0.2,0.08,-0.66,-0.11,-0.11,0.01
934.006,-0.23,0.09,-0.77,-0.03,-0.03,0
934.106,-0.22,0.08,-0.76,0.17,0.17,0.01
934.206,-0.2,0.07,-0.39,0.1,0.1,0.01
934.306,-0.2,0.07,-0.24,0.01,0.01,-0.03
934.406,-0.19,0.07,-0.26,0.02,0.02,-0.02
934.506,-0.18,0.07,-0.32,-0.11,-0.11,0.01
934.606,-0.17,0.07,-0.33,-0.02,-0.02,-0.02
934.706,-0.14,0.07,0,0,0,0
934.806,-0.17,0.07,0.02,0.08,0.08,0.01
934.906,-0.17,0.07,-0.1,0.08,0.08,0.01
935.006,-0.17,0.07,-0.13,0.06,0.06,0
935.106,-0.18,0.07,-0.21,-0.09,-0.09,-0.03
935.206,-0.19,0.08,-0.01,0.01,0.01,0
935.306,-0.2,0.09,0.17,-0.07,-0.07,0.01
935.406,-0.21,0.09,0.03,-0.02,-0.02,0.01
935.506,-0.23,0.1,-0.15,0.09,0.09,0.01
935.606,-0.19,0.09,-0.29,0.08,0.08,-0.01
935.706,-0.19,0.09,-0.06,-0.09,-0.09,-0.01
935.806,-0.21,0.1,-0.01,-0.01,-0.01,0.01
935.906,-0.23,0.11,-0.21,-0.05,-0.05,-0.01
936.006,-0.24,0.1,-0.39,-0.04,-0.04,0.01
936.106,-0.21,0.09,-0.56,0.12,0.12,0.02
936.206,-0.22,0.1,-0.34,0.01,0.01,0.03
936.306,-0.23,0.1,-0.13,-0.07,-0.07,0.01
936.406,-0.24,0.1,-0.38,0,0,-0.01
936.506,-0.23,0.1,-0.36,-0.05,-0.05,0
936.606,-0.22,0.09,-0.39,0.01,0.01,-0.01
936.706,-0.27,0.1,-0.12,0.07,0.07,0.01
936.806,-0.26,0.11,-0.05,-0.06,-0.06,0.02
936.906,-0.26,0.11,-0.23,0,0,0
937.006,-0.24,0.11,-0.25,0.04,0.04,0
937.106,-0.24,0.11,-0.33,-0.04,-0.04,-0.01
937.206,-0.27,0.13,-0.01,-0.03,-0.03,0
937.306,-0.24,0.12,0.12,0.01,0.01,0
937.406,-0.24,0.12,0.01,-0.02,-0.02,-0.02
937.506,-0.24,0.12,-0.19,0.11,0.11,0
937.606,-0.24,0.13,-0.23,0,0,0.01
937.706,-0.24,0.13,0.15,-0.1,-0.1,0.01
937.806,-0.24,0.13,0.28,-0.06,-0.06,-0.01
937.906,-0.24,0.13,0.19,0.01,0.01,-0.01
938.006,-0.24,0.13,0.22,0.01,0.01,-0.02
938.106,-0.22,0.12,0.12,0.16,0.16,0.01
938.206,-0.21,0.13,0.39,-0.07,-0.07,0.01
938.306,-0.24,0.13,0.4,-0.1,-0.1,0.01
938.406,-0.22,0.12,0.24,0.02,0.02,0.01
938.506,-0.23,0.13,0.09,0,0,-0.02
938.606,-0.22,0.13,-0.07,-0.03,-0.03,0
938.706,-0.21,0.12,0.09,0.08,0.08,0.01
938.806,-0.22,0.12,0.12,-0.09,-0.09,0
938.906,-0.21,0.13,-0.08,0.04,0.04,-0.02
939.006,-0.22,0.13,-0.17,-0.01,-0.01,0
939.106,-0.22,0.13,-0.37,-0.04,-0.04,-0.01
939.206,-0.26,0.15,-0.13,-0.04,-0.04,0.02
939.306,-0.22,0.13,-0.09,0.01,0.01,0.01
939.406,-0.19,0.12,-0.28,-0.07,-0.07,0
939.506,-0.21,0.13,-0.31,0.06,0.06,0
939.606,-0.2,0.12,-0.32,0.09,0.09,-0.01
939.706,-0.21,0.13,-0.07,-0.06,-0.06,-0.01
939.806,-0.22,0.13,0.13,-0.08,-0.08,0
939.906,-0.21,0.13,-0.03,0.05,0.05,0
940.006,-0.21,0.13,-0.05,-0.04,-0.04,0
940.106,-0.21,0.13,-0.14,0.01,0.01,0
940.206,-0.19,0.11,0.2,-0.02,-0.02,0
940.306,-0.18,0.11,0.3,-0.02,-0.02,-0.01
940.406,-0.22,0.14,0.24,-0.01,-0.01,-0.02
940.506,-0.23,0.14,0.12,0.06,0.06,0.01
940.606,-0.22,0.14,0.17,-0.08,-0.08,0.01
940.706,-0.23,0.15,0.5,-0.01,-0.01,-0.01
940.806,-0.23,0.14,0.66,-0.02,-0.02,-0.02
940.906,-0.21,0.14,0.49,0.03,0.03,-0.01
941.006,-0.21,0.14,0.42,0.01,0.01,0
941.106,-0.21,0.12,0.29,-0.05,-0.05,0
941.206,-0.2,0.12,0.5,-0.04,-0.04,0.01
941.306,-0.21,0.13,0.47,0.01,0.01,0.01
941.406,-0.19,0.12,0.05,-0.07,-0.07,0.01
941.506,-0.17,0.1,-0.08,0.08,0.08,0.01
941.606,-0.17,0.1,-0.17,0.06,0.06,-0.01
941.706,-0.19,0.12,-0.01,-0.07,-0.07,0.02
941.806,-0.16,0.11,0,-0.04,-0.04,-0.01
941.906,-0.13,0.1,-0.24,0.01,0.01,0.02
942.006,-0.17,0.1,-0.29,-0.04,-0.04,-0.01
942.106,-0.18,0.11,-0.4,0.11,0.11,0.02
942.206,-0.19,0.12,-0.26,0.07,0.07,0.01
942.306,-0.19,0.13,-0.13,-0.05,-0.05,0.01
942.406,-0.18,0.13,-0.37,0.02,0.02,0.01
942.506,-0.2,0.13,-0.44,0.03,0.03,0.01
942.606,-0.18,0.12,-0.51,-0.02,-0.02,-0.01
942.706,-0.18,0.11,-0.34,0.03,0.03,-0.01
942.806,-0.16,0.09,-0.33,-0.02,-0.02,0.01
942.906,-0.19,0.09,-0.45,-0.03,-0.03,0.01
943.006,-0.21,0.1,-0.4,0.1,0.1,0.01
943.106,-0.19,0.1,-0.37,-0.05,-0.05,0
943.206,-0.18,0.09,-0.08,0.01,0.01,0.01
943.306,-0.19,0.1,0.1,0.02,0.02,0
943.406,-0.2,0.09,-0.05,-0.09,-0.09,-0.03
943.506,-0.21,0.08,-0.24,-0.09,-0.09,-0.01
943.606,-0.22,0.07,-0.3,0.14,0.14,0.01
943.706,-0.24,0.08,0,0.01,0.01,0.02
943.806,-0.23,0.09,0.09,-0.06,-0.06,-0.01
943.906,-0.22,0.08,-0.07,0.04,0.04,0
944.006,-0.21,0.07,-0.01,-0.09,-0.09,-0.01
944.106,-0.23,0.08,0.03,-0.01,-0.01,-0.01
944.206,-0.24,0.07,0.13,-0.01,-0.01,-0.02
944.306,-0.24,0.07,0.18,-0.06,-0.06,0
944.406,-0.24,0.07,-0.08,0.09,0.09,0.01
944.506,-0.23,0.07,-0.26,0.08,0.08,-0.03
944.606,-0.22,0.07,-0.36,-0.11,-0.11,-0.01
944.706,-0.21,0.08,-0.11,-0.04,-0.04,0
944.806,-0.23,0.07,0.26,-0.07,-0.07,0
944.906,-0.23,0.07,-0.05,-0.04,-0.04,-0.01
945.006,-0.26,0.08,-0.06,0.14,0.14,0
945.106,-0.26,0.08,-0.01,0.08,0.08,0.03
945.206,-0.21,0.07,0.26,-0.06,-0.06,0.01
945.306,-0.2,0.07,0.32,-0.04,-0.04,-0.02
945.406,-0.19,0.07,0.02,-0.03,-0.03,0
945.506,-0.18,0.06,0.04,0,0,-0.01
945.606,-0.18,0.06,0.01,0.02,0.02,-0.01
945.706,-0.18,0.06,0.25,-0.02,-0.02,0.02
945.806,-0.18,0.06,0.31,0.05,0.05,0.02
945.906,-0.17,0.07,0.12,-0.03,-0.03,0
946.006,-0.17,0.07,0.08,-0.03,-0.03,0
946.106,-0.16,0.06,0.02,0.01,0.01,-0.01
946.206,-0.17,0.07,0.29,0.02,0.02,-0.02
946.306,-0.18,0.08,0.33,0.07,0.07,0
946.406,-0.18,0.07,0.16,-0.02,-0.02,0
946.506,-0.19,0.07,0.05,-0.05,-0.05,0.01
946.606,-0.19,0.08,0,-0.02,-0.02,0
946.706,-0.19,0.08,0.29,0,0,0
946.806,-0.2,0.07,0.36,-0.12,-0.12,0
946.906,-0.2,0.08,0.19,0.11,0.11,0
947.006,-0.19,0.08,0.04,0.1,0.1,0.02
947.106,-0.19,0.07,-0.1,-0.16,-0.16,-0.01
947.206,-0.2,0.09,0.13,-0.12,-0.12,-0.01
947.306,-0.19,0.09,0.23,0.06,0.06,0.01
947.406,-0.2,0.08,0.1,0.09,0.09,0.02
947.506,-0.2,0.09,-0.14,0.11,0.11,0.03
947.606,-0.18,0.08,-0.25,0.1,0.1,-0.01
947.706,-0.18,0.08,0.04,-0.1,-0.1,0.01
947.806,-0.19,0.09,0.2,-0.12,-0.12,0.01
947.906,-0.21,0.1,-0.01,-0.05,-0.05,-0.01
948.006,-0.21,0.09,-0.24,-0.02,-0.02,-0.01
948.106,-0.22,0.09,-0.32,0.14,0.14,0
948.206,-0.23,0.11,-0.08,0.12,0.12,0.01
948.306,-0.23,0.1,0.04,0.01,0.01,0.01
948.406,-0.23,0.1,-0.19,0.02,0.02,0
948.506,-0.23,0.09,-0.31,-0.1,-0.1,-0.01
948.606,-0.24,0.08,-0.41,-0.08,-0.08,0
948.706,-0.27,0.1,-0.15,0.05,0.05,0.01
948.806,-0.27,0.1,-0.03,0.21,0.21,0.02
948.906,-0.28,0.11,-0.17,0.04,0.04,-0.01
949.006,-0.24,0.1,-0.29,0.01,0.01,0
949.106,-0.24,0.1,-0.23,-0.11,-0.11,0
949.206,-0.26,0.11,0.01,-0.05,-0.05,0.01
949.306,-0.27,0.1,0.09,0.08,0.08,0
949.406,-0.26,0.1,-0.18,0.11,0.11,0
949.506,-0.23,0.1,-0.26,0.03,0.03,0.02
949.606,-0.24,0.12,-0.23,0.05,0.05,0.01
949.706,-0.24,0.13,-0.03,-0.07,-0.07,-0.01
949.806,-0.26,0.12,0.05,-0.08,-0.08,0
949.906,-0.24,0.12,-0.2,0,0,0
950.006,-0.22,0.11,-0.22,0.05,0.05,0.01
950.106,-0.21,0.12,-0.15,0.03,0.03,0.01
950.206,-0.21,0.12,0.12,0.03,0.03,0.02
950.306,-0.22,0.12,0.29,-0.11,-0.11,-0.01
950.406,-0.2,0.12,0.09,0,0,-0.01
950.506,-0.2,0.11,-0.14,-0.04,-0.04,-0.02
950.606,-0.21,0.11,-0.23,-0.01,-0.01,0
950.706,-0.21,0.11,-0.03,0.11,0.11,-0.02
950.806,-0.2,0.11,0.11,0.05,0.05,0
950.906,-0.17,0.11,-0.12,-0.04,-0.04,-0.01
951.006,-0.17,0.1,-0.23,0.01,0.01,0
951.106,-0.18,0.11,-0.25,-0.06,-0.06,-0.01
951.206,-0.19,0.11,0.05,-0.03,-0.03,-0.02
951.306,-0.19,0.11,0.16,0.12,0.12,-0.02
951.406,-0.17,0.11,0.01,-0.02,-0.02,-0.01
951.506,-0.18,0.11,0.02,-0.01,-0.01,0
951.606,-0.17,0.11,-0.09,-0.04,-0.04,0.01
951.706,-0.14,0.11,0.24,-0.03,-0.03,-0.02
951.806,-0.11,0.1,0.33,0.03,0.03,0
951.906,-0.12,0.1,0.1,0.04,0.04,-0.01
952.006,-0.12,0.09,0.02,-0.03,-0.03,0
952.106,-0.11,0.09,-0.03,-0.02,-0.02,0
952.206,-0.1,0.09,0.3,-0.05,-0.05,-0.01
952.306,-0.1,0.09,0.34,-0.15,-0.15,-0.02
952.406,-0.1,0.09,0.19,0.11,0.11,0.01
952.506,-0.09,0.08,0.04,0.13,0.13,0.01
952.606,-0.07,0.08,0,0,0,-0.01
952.706,-0.09,0.09,0.2,0,0,0.02
952.806,-0.11,0.09,0.25,-0.06,-0.06,0.02
952.906,-0.13,0.09,-0.04,-0.15,-0.15,0
953.006,-0.12,0.08,-0.11,0.02,0.02,-0.01
953.106,-0.12,0.08,-0.15,0.11,0.11,-0.02
953.206,-0.13,0.09,0.12,0.02,0.02,0.01
953.306,-0.13,0.08,0.32,0.11,0.11,0
953.406,-0.14,0.09,0.04,-0.04,-0.04,-0.01
953.506,-0.16,0.09,-0.02,-0.18,-0.18,0.01
953.606,-0.16,0.08,-0.06,-0.02,-0.02,-0.01
953.706,-0.18,0.08,0.01,0.03,0.03,0
953.806,-0.17,0.09,0.14,0.12,0.12,-0.01
953.906,-0.18,0.09,-0.05,0.13,0.13,0.01
954.006,-0.16,0.09,-0.04,-0.04,-0.04,-0.01
954.106,-0.17,0.1,-0.02,-0.1,-0.1,0.01
954.206,-0.18,0.1,0.39,-0.09,-0.09,0
954.306,-0.18,0.1,0.55,-0.02,-0.02,0.01
954.406,-0.19,0.11,0.33,0.15,0.15,-0.01
954.506,-0.19,0.1,0.32,0.08,0.08,0.03
954.606,-0.17,0.1,0.16,0.02,0.02,0
954.706,-0.16,0.11,0.36,-0.04,-0.04,-0.01
954.806,-0.14,0.1,0.46,-0.05,-0.05,0.01
954.906,-0.16,0.1,0.15,-0.06,-0.06,0
955.006,-0.14,0.1,0.06,0,0,0.01
955.106,-0.16,0.1,0.08,0.11,0.11,0
955.206,-0.14,0.1,0.32,-0.01,-0.01,0.02
955.306,-0.16,0.11,0.42,0.1,0.1,-0.01
955.406,-0.16,0.11,0.14,-0.08,-0.08,-0.01
955.506,-0.13,0.09,0.04,-0.07,-0.07,0
955.606,-0.11,0.09,0,0.06,0.06,0.01
955.706,-0.1,0.08,0.15,0.07,0.07,0.01
955.806,-0.11,0.08,0.23,0.01,0.01,0.01
955.906,-0.12,0.09,0.1,0,0,0.01
956.006,-0.11,0.08,-0.13,-0.09,-0.09,0.01
956.106,-0.11,0.07,-0.27,-0.01,-0.01,0.02
956.206,-0.12,0.07,0.05,0.02,0.02,0.01
956.306,-0.11,0.07,-0.02,-0.01,-0.01,0.02
956.406,-0.09,0.07,-0.26,0.11,0.11,0.01
956.506,-0.08,0.07,-0.23,0.02,0.02,0.01
956.606,-0.1,0.07,-0.14,-0.18,-0.18,-0.02
956.706,-0.12,0.07,0.09,-0.01,-0.01,-0.01
956.806,-0.13,0.08,0.22,-0.02,-0.02,0
956.906,-0.13,0.08,0.09,0.03,0.03,-0.02
957.006,-0.12,0.08,-0.03,0.13,0.13,0
957.106,-0.13,0.08,-0.04,-0.01,-0.01,0
957.206,-0.16,0.1,0.23,-0.12,-0.12,0.01
957.306,-0.14,0.1,0.39,0.05,0.05,0.02
957.406,-0.17,0.1,0.08,-0.04,-0.04,-0.03
957.506,-0.18,0.09,0.21,0.03,0.03,0.01
957.606,-0.22,0.11,0.14,0.12,0.12,-0.01
957.706,-0.22,0.11,0.39,0,0,-0.02
957.806,-0.23,0.11,0.58,-0.03,-0.03,-0.01
957.906,-0.24,0.11,0.23,0.06,0.06,0
958.006,-0.24,0.11,-0.06,-0.09,-0.09,0
958.106,-0.26,0.1,-0.19,0,0,0
958.206,-0.26,0.11,-0.03,0.12,0.12,-0.01
958.306,-0.26,0.1,0.03,-0.01,-0.01,-0.01
958.406,-0.27,0.1,-0.15,0.07,0.07,-0.01
958.506,-0.27,0.1,-0.35,0.02,0.02,0.02
958.606,-0.28,0.11,-0.33,-0.2,-0.2,0.01
958.706,-0.26,0.1,-0.17,-0.09,-0.09,0.01
958.806,-0.27,0.09,-0.01,0.02,0.02,0.01
958.906,-0.23,0.09,-0.39,0.01,0.01,0
959.006,-0.23,0.09,-0.47,0.09,0.09,0
959.106,-0.26,0.1,-0.46,-0.02,-0.02,-0.01
959.206,-0.26,0.11,-0.2,-0.18,-0.18,0.01
959.306,-0.27,0.1,0.12,-0.01,-0.01,0
959.406,-0.23,0.08,-0.02,-0.05,-0.05,0.01
959.506,-0.23,0.09,0.04,-0.04,-0.04,0.02
959.606,-0.22,0.08,0.01,0.16,0.16,0.02
959.706,-0.22,0.09,0.36,-0.02,-0.02,0
959.806,-0.23,0.09,0.41,-0.09,-0.09,0
959.906,-0.21,0.1,0.13,0.1,0.1,-0.01
960.006,-0.22,0.1,0.15,-0.14,-0.14,0
960.106,-0.22,0.1,0.12,-0.07,-0.07,-0.01
960.206,-0.19,0.09,0.3,0.17,0.17,-0.01
960.306,-0.19,0.1,0.4,0.04,0.04,-0.01
960.406,-0.17,0.09,0.25,0,0,-0.01
960.506,-0.19,0.11,0.12,-0.01,-0.01,0
960.606,-0.18,0.1,-0.04,-0.2,-0.2,0
960.706,-0.18,0.11,0.13,-0.01,-0.01,-0.01
960.806,-0.17,0.11,0.19,0.09,0.09,-0.02
960.906,-0.16,0.12,0.02,0,0,0
961.006,-0.17,0.12,-0.17,0,0,-0.01
961.106,-0.17,0.12,-0.31,0.07,0.07,0.01
961.206,-0.16,0.12,-0.12,-0.08,-0.08,0
961.306,-0.18,0.12,-0.18,-0.07,-0.07,-0.03
961.406,-0.18,0.11,-0.3,0.01,0.01,0
961.506,-0.18,0.11,-0.47,-0.02,-0.02,0
961.606,-0.18,0.11,-0.48,0.07,0.07,0
961.706,-0.19,0.12,-0.19,0.06,0.06,0.02
961.806,-0.21,0.13,0.01,-0.06,-0.06,0
961.906,-0.2,0.1,0.04,-0.07,-0.07,0
962.006,-0.2,0.09,-0.02,0.03,0.03,0
962.106,-0.21,0.1,0.07,0,0,0
962.206,-0.22,0.11,0.43,0.09,0.09,-0.01
962.306,-0.23,0.11,0.62,0.02,0.02,-0.01
962.406,-0.23,0.11,0.47,-0.11,-0.11,-0.02
962.506,-0.23,0.11,0.23,0.02,0.02,-0.01
962.606,-0.24,0.12,0.14,-0.04,-0.04,0.02
962.706,-0.26,0.12,0.36,-0.01,-0.01,0.02
962.806,-0.24,0.1,0.43,0.04,0.04,-0.01
962.906,-0.22,0.09,0.03,0.05,0.05,0.01
963.006,-0.24,0.1,-0.07,-0.07,-0.07,0
963.106,-0.24,0.1,-0.11,-0.07,-0.07,0.01
963.206,-0.24,0.08,0.2,-0.11,-0.11,-0.02
963.306,-0.24,0.07,0.21,0.08,0.08,0
963.406,-0.22,0.07,-0.2,0.04,0.04,0
963.506,-0.21,0.06,-0.31,0.08,0.08,-0.01
963.606,-0.22,0.07,-0.49,-0.04,-0.04,0
963.706,-0.22,0.06,-0.36,-0.11,-0.11,0
963.806,-0.2,0.05,-0.25,-0.04,-0.04,0.01
963.906,-0.2,0.05,-0.43,0.03,0.03,0
964.006,-0.21,0.05,-0.54,0.09,0.09,0.02
964.106,-0.2,0.05,-0.51,0.12,0.12,0.01
964.206,-0.2,0.04,-0.21,-0.03,-0.03,0.02
964.306,-0.18,0.05,0.05,-0.05,-0.05,-0.02
964.406,-0.17,0.04,-0.16,-0.02,-0.02,-0.01
964.506,-0.19,0.04,-0.42,0.01,0.01,0.01
964.606,-0.19,0.05,-0.56,0.02,0.02,0.01
964.706,-0.19,0.04,-0.15,0.02,0.02,0.02
964.806,-0.19,0.04,-0.04,0.03,0.03,0.02
964.906,-0.18,0.05,-0.25,-0.03,-0.03,0
965.006,-0.19,0.07,-0.32,0,0,0.01
965.106,-0.19,0.06,-0.39,-0.03,-0.03,0
965.206,-0.19,0.04,-0.21,-0.04,-0.04,-0.01
965.306,-0.19,0.05,-0.08,0.1,0.1,-0.02
965.406,-0.18,0.04,-0.26,0.06,0.06,0
965.506,-0.18,0.04,-0.36,-0.06,-0.06,-0.03
965.606,-0.16,0.04,-0.34,0,0,-0.01
965.706,-0.16,0.03,-0.12,-0.11,-0.11,0
965.806,-0.13,0.02,-0.03,-0.09,-0.09,0
965.906,-0.12,0.01,-0.14,0.14,0.14,-0.01
966.006,-0.12,0,-0.26,0.14,0.14,-0.04
966.106,-0.11,-0.01,-0.38,-0.07,-0.07,0
966.206,-0.09,-0.02,-0.13,0.02,0.02,0.02
966.306,-0.09,-0.01,0.06,-0.11,-0.11,0.01
966.406,-0.07,-0.02,-0.04,-0.04,-0.04,-0.02
966.506,-0.09,-0.02,-0.05,0.19,0.19,-0.01
966.606,-0.09,-0.02,-0.2,-0.04,-0.04,0
966.706,-0.09,-0.02,0.17,-0.08,-0.08,-0.01
966.806,-0.09,-0.02,0.45,0.03,0.03,0
966.906,-0.09,-0.02,0.31,-0.05,-0.05,-0.02
967.006,-0.08,-0.01,0.24,-0.04,-0.04,0
967.106,-0.09,0,0.17,0.09,0.09,0.03
967.206,-0.08,-0.01,0.37,-0.07,-0.07,-0.03
967.306,-0.09,0,0.53,0.03,0.03,0.02
967.406,-0.1,0.02,0.31,0.03,0.03,-0.01
967.506,-0.11,0.02,0.11,-0.1,-0.1,-0.01
967.606,-0.09,0.02,-0.02,-0.06,-0.06,0
967.706,-0.08,0.01,0.36,0.07,0.07,-0.01
967.806,-0.09,0.02,0.37,-0.04,-0.04,0.02
967.906,-0.1,0.03,0.16,0.14,0.14,0
968.006,-0.11,0.04,0,-0.04,-0.04,0.01
968.106,-0.12,0.04,0.03,-0.14,-0.14,-0.01
968.206,-0.11,0.01,0.32,-0.08,-0.08,0.02
968.306,-0.13,0.02,0.36,0.09,0.09,0.03
968.406,-0.14,0.03,0.21,-0.05,-0.05,0.02
968.506,-0.13,0.03,0.01,0.14,0.14,0.02
968.606,-0.12,0.02,-0.02,0,0,0.03
968.706,-0.13,0.02,0.16,-0.08,-0.08,-0.01
