t,r_x,r_y,r_z,a_x,a_y,a_z
63.854,0,0,-0.16,-0.02,-0.02,0.03
63.954,0,0,0.22,0.01,0.01,0.01
64.054,0,0,0.37,0.14,0.14,-0.02
64.154,0,0,0.09,0.1,0.1,0
64.254,0,0,-0.2,-0.21,-0.21,-0.02
64.354,0,0,-0.2,-0.13,-0.13,-0.01
64.454,0,0,-0.02,0.09,0.09,0
64.554,0,0,0.16,-0.01,-0.01,0
64.654,0,0,0.11,-0.06,-0.06,-0.02
64.754,0,0,-0.06,0.03,0.03,-0.01
64.854,0,0,-0.18,-0.1,-0.1,-0.03
64.954,0,0,0.05,0.01,0.01,0
65.054,0,0,0.06,-0.06,-0.06,0
65.154,0,0,-0.1,0.05,0.05,-0.01
65.254,0,0,-0.06,0.02,0.02,-0.01
65.354,0,0,-0.08,0.09,0.09,-0.01
65.454,0,0,0.28,-0.21,-0.21,0.01
65.554,0,0,0.34,-0.04,-0.04,0
65.654,0,0,0.06,0.07,0.07,0.01
65.754,0,0,-0.15,-0.07,-0.07,-0.01
65.854,0,0,-0.2,0.13,0.13,0
65.954,0,0,0.05,-0.1,-0.1,0.03
66.054,0,0,0.34,-0.03,-0.03,-0.01
66.154,0,0,0.16,0.11,0.11,-0.01
66.254,0,0,0.31,0.05,0.05,0.01
66.354,0,0,0.15,0.11,0.11,0.03
66.454,0,0,0.17,0.06,0.06,0.02
66.554,0,0,0.11,0,0,-0.01
66.654,0,0,-0.26,0.03,0.03,-0.02
66.754,0,0,-0.39,0.06,0.06,0.01
66.854,0,0,-0.56,0.04,0.04,0
66.954,0,0,-0.28,0.02,0.02,-0.01
67.054,0,0,-0.23,0.14,0.14,0
67.154,0,0,-0.53,-0.01,-0.01,-0.02
67.254,0,0,-0.48,-0.05,-0.05,-0.02
67.354,0,0,-0.52,0,0,0.01
67.454,0,0,-0.24,0.04,0.04,-0.02
67.554,0,0,-0.06,0.18,0.18,0.01
67.654,0,0,-0.05,0.1,0.1,0
67.754,0,0,-0.19,-0.07,-0.07,-0.02
67.854,0,0,-0.28,-0.15,-0.15,-0.02
67.954,0,0,-0.01,0,0,0.01
68.054,0,0,-0.02,0.09,0.09,0.01
68.154,0,0,-0.07,0.11,0.11,-0.01
68.254,0,0,-0.08,0.14,0.14,0.01
68.354,0,0,-0.18,-0.03,-0.03,-0.01
68.454,0,0,-0.01,-0.2,-0.2,-0.01
68.554,0,0,0.2,-0.01,-0.01,0
68.654,0,0,0.12,-0.02,-0.02,-0.01
68.754,0,0,-0.1,0.06,0.06,0.01
68.854,0,0,-0.28,0.21,0.21,0.01
68.954,0,0,0.01,0.08,0.08,0.01
69.054,0,0,-0.08,-0.17,-0.17,0.01
69.154,0,0,-0.26,-0.08,-0.08,-0.01
69.254,0,0,-0.31,-0.01,-0.01,0
69.354,0,0,-0.48,-0.04,-0.04,0.01
69.454,0,0,-0.26,0.32,0.32,0
69.554,0,0,-0.2,0.11,0.11,0.01
69.654,0,0,-0.46,-0.18,-0.18,-0.01
69.754,0,0,-0.42,-0.15,-0.15,0.01
69.854,0,0,-0.39,-0.14,-0.14,0.02
69.954,0,0,-0.14,-0.09,-0.09,-0.01
70.054,0,0,-0.05,0.12,0.12,0.03
70.154,0,0,-0.07,-0.1,-0.1,0
70.352,0,0,0.01,-0.18,-0.18,-0.01
70.452,0,0,0.08,0.07,0.07,-0.01
70.552,0,0,0.44,-0.08,-0.08,0
70.652,0,0,0.78,-0.25,-0.25,0.01
70.752,0,0,0.72,0.04,0.04,0
70.852,0,0,0.55,0,0,0.02
70.952,0,0,0.48,0.21,0.21,-0.01
71.052,0,0,0.93,0.13,0.13,-0.02
71.152,0,0,1.44,-0.08,-0.08,0
71.252,0,0,1.28,-0.28,-0.28,-0.01
71.352,0,0,0.93,-0.1,-0.1,0.01
71.452,0,0,0.78,0.26,0.26,-0.04
71.552,0,0,0.78,0.3,0.3,0
71.652,0,0,0.65,0.04,0.04,0.01
71.752,0,0,0.26,-0.07,-0.07,0.01
71.852,0,0,0.13,-0.12,-0.12,-0.01
71.952,0,0,0.11,-0.03,-0.03,-0.05
72.052,0,0,0.1,0.13,0.13,-0.02
72.152,0,0,0.14,0.12,0.12,0
72.252,0,0,-0.06,0.11,0.11,0.03
72.352,0,0,-0.07,-0.04,-0.04,0.01
72.452,0,0,-0.23,-0.14,-0.14,-0.03
72.552,0,0,0.03,-0.18,-0.18,0
72.652,0,0,0.28,-0.07,-0.07,0.02
72.752,0,0,0.06,-0.03,-0.03,-0.01
72.852,0,0,-0.24,0.18,0.18,0
72.952,0,0,-0.43,0.16,0.16,-0.02
73.052,0,0,-0.31,0.16,0.16,-0.05
73.152,0,0,0.11,-0.24,-0.24,0.02
73.252,0.13,0.74,0.22,-0.12,-0.12,0
73.352,0.1,1.06,0.22,0.16,0.16,0.03
73.452,0.04,1.21,-0.08,0.27,0.27,0
73.552,-0.03,1.16,-0.01,0.1,0.1,-0.02
73.652,0,1.03,0.05,0.1,0.1,0.01
73.752,-0.01,0.98,-0.04,-0.25,-0.25,0
73.852,-0.04,0.83,0.03,-0.26,-0.26,-0.02
73.952,-0.13,0.85,0.04,0.11,0.11,-0.01
74.052,-0.26,0.93,0.46,0.19,0.19,0.01
74.152,-0.39,0.99,0.69,0.09,0.09,0.02
74.252,-0.47,0.96,0.53,-0.12,-0.12,0
74.352,-0.66,0.07,0.6,-0.26,-0.26,-0.01
74.452,-0.73,-0.35,0.28,-0.23,-0.23,-0.01
74.552,-0.79,-0.58,0.38,-0.11,-0.11,-0.03
74.652,-0.79,-0.55,0.39,0.09,0.09,0.03
74.752,-0.89,-0.41,0.19,0.12,0.12,0.04
74.852,-0.92,-0.33,0.1,0.13,0.13,0.01
74.952,-0.95,-0.16,-0.13,-0.17,-0.17,0
75.052,-0.95,-0.1,-0.03,-0.19,-0.19,0
75.152,-0.89,-0.07,-0.03,-0.22,-0.22,0.01
75.252,-0.86,-0.01,0.19,-0.15,-0.15,0
75.352,-0.88,0.14,-0.12,0.14,0.14,0.01
75.452,-0.88,0.39,-0.48,0.04,0.04,-0.01
75.552,-0.77,0.58,-0.42,0.45,0.45,-0.02
75.652,-0.58,0.71,-0.53,-0.11,-0.11,0
75.752,-0.42,0.73,-0.56,-0.28,-0.28,-0.01
75.852,-0.35,0.72,-0.59,-0.21,-0.21,-0.01
75.952,-0.28,0.72,-0.63,0.23,0.23,-0.01
76.052,-0.16,0.7,-0.4,0.45,0.45,-0.01
76.152,-0.02,0.64,-0.2,0.29,0.29,0.01
76.252,0.09,0.56,-0.41,0.18,0.18,0.03
76.352,0.24,0.44,-0.42,-0.18,-0.18,0.02
76.452,0.39,0.29,-0.01,-0.22,-0.22,-0.02
76.552,0.52,0.15,0.28,0.08,0.08,-0.03
76.652,0.61,0.03,0.2,0.21,0.21,0.01
76.752,0.6,-0.02,0.07,0.02,0.02,0.03
76.852,0.62,-0.06,-0.11,0.18,0.18,0.02
76.952,0.75,-0.08,-0.35,0.01,0.01,0.01
77.052,0.85,-0.15,-0.03,-0.18,-0.18,-0.02
77.152,0.9,-0.18,0.16,-0.13,-0.13,0
77.252,0.95,-0.21,0.07,-0.1,-0.1,0
77.352,0.98,-0.22,-0.17,-0.08,-0.08,0.02
77.452,1.01,-0.23,-0.22,0.24,0.24,0.01
77.552,1.07,-0.24,0,0.06,0.06,-0.02
77.652,1.06,-0.22,0.01,-0.14,-0.14,0.01
77.752,1.05,-0.21,-0.2,-0.19,-0.19,-0.02
77.852,1.04,-0.21,-0.35,-0.16,-0.16,-0.01
77.952,1.02,-0.17,-0.26,0,0,-0.02
78.052,0.99,-0.13,0.05,0.13,0.13,-0.04
78.152,0.96,-0.08,0.18,-0.04,-0.04,0.02
78.252,0.92,-0.06,-0.12,-0.11,-0.11,0.01
78.352,0.92,-0.03,-0.27,-0.1,-0.1,-0.01
78.452,0.92,-0.04,-0.4,-0.03,-0.03,-0.01
78.552,0.91,0,-0.16,0.04,0.04,0
78.652,0.95,0.02,-0.08,0.26,0.26,0.02
78.752,1.02,0,-0.36,-0.12,-0.12,0.02
78.852,1.04,0.03,-0.38,-0.13,-0.13,-0.03
78.952,1.08,-0.02,-0.37,0.06,0.06,-0.01
79.052,1.09,-0.05,-0.02,0.05,0.05,0
79.152,1.14,-0.11,0.08,-0.01,-0.01,0
79.252,1.19,-0.18,0.03,-0.01,-0.01,0.01
79.352,1.26,-0.24,-0.04,-0.1,-0.1,0.02
79.452,1.3,-0.28,-0.06,0.07,0.07,0
79.552,1.39,-0.33,0.13,0.05,0.05,0.01
79.652,1.5,-0.41,0.19,-0.04,-0.04,0
79.752,1.55,-0.43,-0.03,0.05,0.05,0.01
79.852,1.58,-0.45,-0.13,-0.01,-0.01,0.02
79.952,1.66,-0.5,-0.21,0.02,0.02,0.02
80.052,1.71,-0.52,0.01,0.19,0.19,-0.04
80.152,1.8,-0.56,-0.03,-0.1,-0.1,0.02
80.252,1.84,-0.57,-0.21,-0.09,-0.09,0.02
80.352,1.85,-0.59,-0.33,0.18,0.18,0.01
80.452,1.85,-0.58,-0.31,0.01,0.01,-0.01
80.552,1.85,-0.61,-0.19,0.05,0.05,-0.01
80.652,1.85,-0.67,-0.31,0,0,0.01
80.752,4.31,-2.43,-0.52,-0.13,-0.13,-0.02
80.852,5.92,-3.56,-0.7,-0.02,-0.02,0.02
80.952,6.83,-4.13,-0.77,0.02,0.02,-0.02
81.052,7.38,-4.4,-0.48,-0.03,-0.03,-0.01
81.152,7.68,-4.59,-0.33,0.01,0.01,0.01
81.252,7.69,-4.61,-0.5,-0.02,-0.02,-0.01
81.352,7.58,-4.53,-0.45,-0.1,-0.1,0
81.452,7.39,-4.39,-0.39,0.01,0.01,0
81.552,7.21,-4.27,0.03,0.08,0.08,-0.04
81.652,6.98,-4.12,0.16,-0.09,-0.09,0
81.752,6.88,-4.12,-0.01,0.09,0.09,-0.01
81.852,4.35,-2.4,-0.09,0.04,0.04,0
81.952,2.69,-1.35,-0.12,-0.03,-0.03,0.01
82.052,1.7,-0.84,0.2,0.04,0.04,-0.01
82.152,1.05,-0.63,0.25,-0.04,-0.04,-0.03
82.252,0.65,-0.45,0.14,-0.19,-0.19,0
82.352,0.56,-0.47,0.19,0.19,0.19,0
82.452,0.62,-0.56,0.14,0,0,0.01
82.552,0.75,-0.72,0.18,0.12,0.12,0
82.652,0.83,-0.86,0.21,0.1,0.1,0.03
82.752,0.94,-1.01,-0.11,-0.03,-0.03,0.02
82.852,0.87,-0.96,-0.33,-0.08,-0.08,0
82.952,0.75,-0.94,-0.42,0.04,0.04,-0.02
83.052,0.63,-0.92,-0.31,-0.04,-0.04,0
83.152,0.55,-0.89,-0.19,0.05,0.05,0.01
83.252,0.49,-0.85,-0.27,-0.15,-0.15,-0.02
83.352,0.39,-0.84,-0.42,-0.01,-0.01,0.01
83.452,0.26,-0.78,-0.28,0.11,0.11,0.01
83.552,0.08,-0.76,0.06,0,0,-0.01
83.652,0,-0.75,0.2,-0.05,-0.05,-0.01
83.752,-0.08,-0.74,0,0.03,0.03,0.01
83.852,-0.13,-0.72,-0.04,0,0,-0.01
83.952,-0.14,-0.7,-0.1,-0.04,-0.04,0.02
84.052,-0.14,-0.66,0.17,-0.15,-0.15,-0.03
84.152,-0.21,-0.61,0.26,-0.07,-0.07,-0.01
84.252,-0.23,-0.55,-0.17,-0.1,-0.1,0.03
84.352,-0.26,-0.51,-0.27,0.16,0.16,0.01
84.452,-0.27,-0.46,-0.36,0.01,0.01,0.02
84.552,-0.29,-0.43,0.02,-0.03,-0.03,0.01
84.652,-0.28,-0.36,0.15,-0.16,-0.16,0
84.752,-0.31,-0.32,0,-0.01,-0.01,0.03
84.852,-0.36,-0.25,-0.14,-0.11,-0.11,0.01
84.952,-0.32,-0.22,-0.22,0.14,0.14,0.02
85.052,-0.37,-0.16,-0.08,0.21,0.21,0.02
85.152,-0.42,-0.1,-0.02,0,0,0
85.252,-0.43,-0.07,-0.16,-0.15,-0.15,0.02
85.352,-0.51,0,-0.4,-0.01,-0.01,0.01
85.452,-0.57,0.05,-0.4,-0.17,-0.17,0
85.552,-0.6,0.07,-0.1,0.14,0.14,0
85.652,-0.65,0.11,0.07,0.04,0.04,0.01
85.752,-0.72,0.16,-0.14,0.1,0.1,0.01
85.852,-0.77,0.21,0.04,0.01,0.01,0
85.952,-0.77,0.22,0.03,-0.02,-0.02,-0.01
86.052,-0.81,0.26,0.37,-0.11,-0.11,-0.02
86.152,-0.78,0.26,0.52,-0.05,-0.05,0
86.252,-0.75,0.27,0.32,0.11,0.11,0
86.352,-0.7,0.28,0.25,-0.07,-0.07,-0.01
86.452,-0.66,0.3,0.14,-0.06,-0.06,0.01
86.552,-0.63,0.33,0.28,0.03,0.03,0
86.652,-0.56,0.32,0.26,0.02,0.02,0.05
86.752,-0.46,0.3,0.07,0.18,0.18,0
86.852,-0.37,0.27,0.01,-0.05,-0.05,0
86.952,-0.33,0.27,0.04,-0.1,-0.1,-0.01
87.052,-0.29,0.27,0.32,0.15,0.15,-0.01
87.152,-0.24,0.26,0.3,-0.06,-0.06,0.03
87.252,-0.22,0.25,-0.04,-0.02,-0.02,0
87.352,-0.24,0.26,-0.17,0,0,-0.01
87.452,-0.27,0.29,-0.31,0.07,0.07,-0.03
87.552,-0.27,0.26,-0.21,0.02,0.02,-0.01
87.652,-0.23,0.23,-0.19,-0.1,-0.1,-0.02
87.752,-0.23,0.24,-0.21,-0.12,-0.12,-0.02
87.852,-0.27,0.27,-0.19,0.04,0.04,-0.01
87.952,-0.23,0.28,-0.07,0.1,0.1,-0.02
88.052,-0.22,0.28,0.29,0.02,0.02,0.02
88.152,-0.2,0.26,0.7,0.08,0.08,0
88.252,-0.14,0.22,0.4,0.01,0.01,-0.02
88.352,-0.1,0.2,0.29,-0.2,-0.2,0
88.452,-0.03,0.17,0.25,-0.07,-0.07,-0.01
88.552,0.03,0.12,0.38,0.11,0.11,-0.01
88.652,0.11,0.09,0.45,-0.05,-0.05,-0.01
88.752,0.17,0.07,0.39,0.22,0.22,0.01
88.852,0.21,0.04,0.27,0.03,0.03,0
88.952,0.29,-0.01,0.06,-0.24,-0.24,-0.01
89.052,0.32,-0.05,0.38,-0.03,-0.03,-0.02
89.152,0.41,-0.08,0.32,-0.01,-0.01,-0.01
89.252,0.46,-0.09,0.06,-0.06,-0.06,0.01
89.352,0.48,-0.08,-0.21,0.15,0.15,0
89.452,0.49,-0.07,-0.44,0.06,0.06,0.01
89.552,0.56,-0.1,-0.18,-0.08,-0.08,-0.03
89.652,0.58,-0.1,-0.12,-0.06,-0.06,0
89.752,0.59,-0.08,-0.45,-0.12,-0.12,0
89.852,0.59,-0.07,-0.62,-0.12,-0.12,-0.02
89.952,0.58,-0.06,-0.66,0.22,0.22,0.02
90.052,0.53,-0.04,-0.27,0.07,0.07,0.02
90.152,0.48,-0.01,-0.03,0.01,0.01,0.01
90.252,0.46,0.01,-0.22,0.02,0.02,0
90.352,0.45,0.01,-0.22,-0.21,-0.21,-0.01
90.452,0.41,0.01,-0.14,-0.12,-0.12,-0.02
90.552,0.4,0.01,0.02,0.24,0.24,0
90.652,0.37,0.02,0.08,-0.01,-0.01,0.01
90.752,0.35,0.04,-0.19,0,0,0
90.852,0.35,0.02,-0.16,0.17,0.17,0.02
90.952,0.37,0.01,-0.16,-0.1,-0.1,0.02
91.052,0.38,-0.01,0.33,-0.17,-0.17,0
91.152,0.39,-0.01,0.34,0.08,0.08,0
91.252,0.45,-0.03,-0.06,-0.03,-0.03,-0.01
91.352,0.46,-0.05,-0.06,0.05,0.05,-0.01
91.452,0.5,-0.07,-0.17,0.09,0.09,0
91.552,0.49,-0.06,0.05,-0.21,-0.21,-0.01
91.652,0.48,-0.07,0.09,-0.06,-0.06,-0.01
91.752,0.45,-0.05,-0.14,0.05,0.05,0.01
91.852,0.42,-0.06,-0.26,-0.02,-0.02,-0.02
91.952,0.4,-0.05,-0.28,0.06,0.06,0.02
92.052,0.33,-0.02,0.04,0.05,0.05,-0.01
92.152,0.33,-0.02,0.2,-0.19,-0.19,0.01
92.252,0.33,-0.04,0,-0.01,-0.01,0.01
92.352,0.35,-0.05,-0.17,0.05,0.05,0.01
92.452,0.31,-0.01,-0.37,0.08,0.08,0.01
92.552,0.22,0,-0.08,0.02,0.02,0
92.652,0.23,-0.01,-0.04,0.08,0.08,0.02
92.752,0.22,-0.01,-0.29,-0.21,-0.21,-0.02
92.852,0.22,-0.02,-0.33,-0.04,-0.04,0.01
92.952,0.2,0,-0.38,0.07,0.07,0.02
93.052,0.2,0.01,-0.09,0.09,0.09,0.01
93.152,0.18,0.01,-0.11,0.11,0.11,0.02
93.252,0.13,0.01,-0.31,0.06,0.06,0.02
93.352,0.12,0.02,-0.25,-0.02,-0.02,-0.02
93.452,0.09,0.03,-0.21,0.04,0.04,0.02
93.552,0.07,0.02,0.08,-0.07,-0.07,-0.02
93.652,0.11,0.02,0.19,-0.05,-0.05,0
93.752,0.04,0.05,-0.04,0.06,0.06,-0.01
93.852,0.06,0.05,-0.11,0.24,0.24,-0.01
93.952,0.04,0.05,-0.17,0,0,-0.01
94.052,0.1,0.01,0.01,-0.13,-0.13,-0.01
94.152,0.06,0.01,0.25,-0.16,-0.16,0
94.252,0.08,0.02,0,-0.04,-0.04,-0.01
94.352,0.16,0.02,-0.06,0.06,0.06,-0.01
94.452,0.19,0.03,-0.15,0.2,0.2,0.01
94.552,0.2,0.01,0.12,-0.01,-0.01,0.02
94.652,0.2,-0.02,0.09,-0.09,-0.09,0
94.752,0.17,0,-0.29,-0.06,-0.06,0
94.852,0.24,-0.03,-0.43,-0.07,-0.07,-0.03
94.952,0.2,0,-0.42,0.01,0.01,-0.01
95.052,0.19,0.02,-0.12,0.14,0.14,0
95.152,0.21,0.02,-0.06,-0.01,-0.01,0
95.252,0.26,-0.01,-0.4,0.06,0.06,0.01
95.352,0.23,-0.01,-0.47,-0.07,-0.07,0
95.452,0.19,-0.01,-0.55,-0.14,-0.14,0.01
95.552,0.16,-0.02,-0.32,-0.06,-0.06,0
95.652,0.12,0.01,-0.3,0.09,0.09,-0.01
95.752,0.1,0.04,-0.41,0.09,0.09,0.02
95.852,0.08,0.05,-0.31,0.12,0.12,0.01
95.952,-0.02,0.08,-0.34,-0.06,-0.06,-0.01
96.052,-0.11,0.1,-0.03,-0.15,-0.15,-0.02
96.152,-0.2,0.13,0.09,-0.07,-0.07,0.02
96.252,-0.37,0.2,-0.05,0.02,0.02,-0.01
96.352,-0.47,0.24,-0.18,0.11,0.11,0.01
96.452,-0.51,0.25,-0.21,0.12,0.12,-0.01
96.552,-0.63,0.3,-0.01,-0.06,-0.06,0.02
96.652,-0.71,0.33,0.1,-0.2,-0.2,0
96.752,-0.81,0.36,-0.1,0.11,0.11,0.01
96.852,-0.85,0.36,-0.26,-0.03,-0.03,-0.03
96.952,-0.87,0.37,-0.36,-0.03,-0.03,-0.01
97.052,-0.87,0.36,0.03,0.13,0.13,0.02
97.152,-0.83,0.36,0.11,0.02,0.02,-0.02
97.252,-0.81,0.34,0.07,-0.08,-0.08,-0.02
97.352,-0.82,0.34,0.04,0,0,0
97.452,-0.81,0.33,-0.14,0.01,0.01,0.01
97.552,-0.78,0.31,0.1,-0.07,-0.07,0.01
97.652,-0.76,0.3,0.35,0.23,0.23,0.01
97.752,-0.77,0.31,0.2,0,0,0
97.852,-0.73,0.29,-0.04,-0.04,-0.04,0.02
97.952,-0.73,0.28,-0.05,0,0,-0.03
98.052,-0.78,0.3,0.32,-0.11,-0.11,-0.02
98.152,-0.77,0.3,0.5,-0.09,-0.09,0.01
98.252,-0.76,0.3,0.36,0.05,0.05,0.01
98.352,-0.76,0.31,0.29,0.07,0.07,0.01
98.452,-0.73,0.28,0.23,-0.02,-0.02,0
98.552,-0.72,0.3,0.56,0.11,0.11,-0.01
98.652,-0.75,0.31,0.56,-0.11,-0.11,0.01
98.752,-0.75,0.31,0.32,-0.15,-0.15,-0.01
98.852,-0.76,0.3,0.09,0.25,0.25,0.01
98.952,-0.79,0.32,0.08,0.13,0.13,-0.03
99.052,-0.82,0.35,0.25,0.02,0.02,0.03
99.152,-0.81,0.32,0.33,-0.07,-0.07,0.01
99.252,-0.85,0.33,0.19,0,0,0.01
99.352,-0.87,0.34,0.11,-0.14,-0.14,0
99.452,-0.86,0.33,-0.07,0.06,0.06,0.01
99.552,-0.82,0.33,0.08,0.16,0.16,0
99.652,-0.85,0.32,0.03,0.02,0.02,0.01
99.752,-0.87,0.32,-0.2,0.04,0.04,0
99.852,-0.88,0.32,-0.34,-0.05,-0.05,0.02
99.952,-0.83,0.31,-0.44,-0.2,-0.2,0.03
100.052,-0.77,0.28,-0.35,0.09,0.09,-0.02
100.152,-0.72,0.26,-0.2,0.17,0.17,0.01
100.252,-0.72,0.28,-0.34,-0.04,-0.04,-0.01
100.352,-0.69,0.26,-0.45,0.1,0.1,0
100.452,-0.66,0.24,-0.33,-0.12,-0.12,0.02
100.552,-0.66,0.24,0.01,-0.19,-0.19,-0.01
100.652,-0.66,0.24,0.19,-0.05,-0.05,0.01
100.752,-0.62,0.22,0.01,0.14,0.14,0.03
100.852,-0.59,0.22,-0.07,0.19,0.19,0
100.952,-0.53,0.21,-0.26,0.04,0.04,0.01
101.052,-0.53,0.22,0.02,-0.17,-0.17,0.02
101.152,-0.52,0.22,0.25,-0.18,-0.18,-0.01
101.252,-0.5,0.21,0.19,-0.12,-0.12,-0.01
101.352,-0.48,0.21,0.06,0.09,0.09,0.01
101.452,-0.47,0.21,0.01,0.14,0.14,-0.01
101.552,-0.47,0.2,0.19,0.27,0.27,0.02
101.652,-0.47,0.21,0.21,0.05,0.05,0.01
101.752,-0.48,0.22,0.19,-0.15,-0.15,0.01
101.852,-0.49,0.23,0.21,-0.23,-0.23,0.01
101.952,-0.48,0.21,0.27,0.1,0.1,-0.06
102.052,-0.5,0.22,0.55,0.02,0.02,0.01
102.152,-0.51,0.21,0.66,0.2,0.2,-0.04
102.252,-0.57,0.22,0.35,0.13,0.13,-0.02
102.352,-0.62,0.24,0.13,-0.22,-0.22,-0.01
102.452,-0.65,0.25,0.05,-0.18,-0.18,-0.06
102.552,-0.68,0.27,0.22,0.01,0.01,-0.02
102.652,-0.69,0.28,0.27,0.11,0.11,-0.02
102.752,-0.69,0.27,0.07,0.16,0.16,-0.01
102.852,-0.69,0.26,0,0.14,0.14,0
102.952,-0.7,0.28,-0.01,-0.06,-0.06,-0.02
103.052,-0.71,0.29,0.36,-0.19,-0.19,-0.04
103.152,-0.71,0.27,0.58,-0.23,-0.23,0
103.252,-0.78,0.3,0.53,-0.18,-0.18,-0.01
103.352,-0.79,0.31,0.34,0.08,0.08,0.01
103.452,-0.81,0.32,0.52,0.51,0.51,0.03
103.552,-0.79,0.32,1.1,0.37,0.37,-0.02
103.652,-0.79,0.31,1.35,0.08,0.08,0.02
103.752,-0.78,0.3,1.16,-0.33,-0.33,0.01
103.852,-0.76,0.3,0.78,-0.3,-0.3,0
103.952,-0.76,0.31,0.6,-0.03,-0.03,-0.01
104.052,-0.75,0.3,0.84,0.3,0.3,-0.01
104.152,-0.76,0.3,1.01,0.55,0.55,0.03
104.252,-0.73,0.31,0.88,0.12,0.12,0.01
104.352,-0.67,0.3,0.72,0,0,0.03
104.452,-0.61,0.27,0.6,-0.19,-0.19,-0.02
104.552,-0.56,0.25,0.64,-0.33,-0.33,-0.01
104.652,-0.53,0.23,0.61,0.03,0.03,0.01
104.752,-0.52,0.23,0.18,0.01,0.01,0.02
104.852,-0.5,0.24,-0.13,-0.1,-0.1,0.03
104.952,-0.48,0.23,-0.2,0.16,0.16,-0.02
105.052,-0.42,0.2,0.28,0.18,0.18,-0.03
105.152,-0.41,0.19,0.47,-0.3,-0.3,-0.03
105.252,-0.37,0.18,0.23,-0.24,-0.24,-0.01
105.352,-0.36,0.18,0.06,-0.09,-0.09,0.02
105.452,-0.32,0.17,-0.24,-0.03,-0.03,-0.02
105.552,-0.33,0.18,-0.17,0.33,0.33,0.02
105.652,-0.36,0.19,-0.19,0,0,0.04
105.752,-0.36,0.19,-0.59,-0.34,-0.34,0.01
105.852,-0.36,0.19,-0.75,-0.2,-0.2,0
105.952,-0.36,0.19,-0.79,-0.03,-0.03,-0.02
106.052,-0.4,0.21,-0.48,-0.01,-0.01,-0.02
106.152,-0.4,0.21,-0.47,0.29,0.29,0.01
106.252,-0.42,0.21,-0.48,0.05,0.05,0.02
106.352,-0.45,0.23,-0.35,-0.22,-0.22,0.02
106.452,-0.47,0.23,-0.23,-0.07,-0.07,0.01
106.552,-0.47,0.21,-0.04,0.1,0.1,-0.01
106.652,-0.48,0.21,-0.05,-0.27,-0.27,0.02
106.752,-0.47,0.22,-0.43,0.02,0.02,0.02
106.852,-0.5,0.24,-0.23,0.05,0.05,0.03
106.952,-0.52,0.27,-0.21,0.1,0.1,-0.01
107.052,-0.59,0.31,0.06,0.36,0.36,-0.03
107.152,-0.57,0.3,0.08,0.18,0.18,0
107.252,-0.61,0.33,0.07,-0.39,-0.39,0
107.352,-0.61,0.34,-0.02,-0.03,-0.03,-0.01
107.452,-0.63,0.34,-0.18,0.06,0.06,-0.02
107.552,-0.65,0.36,0.02,0.13,0.13,-0.01
107.652,-0.68,0.39,0.17,0.29,0.29,0
107.752,-0.66,0.41,-0.21,-0.01,-0.01,-0.05
107.852,-0.66,0.39,-0.35,-0.32,-0.32,-0.02
107.952,-0.65,0.39,-0.56,0.1,0.1,-0.03
108.052,-0.59,0.36,-0.35,-0.05,-0.05,-0.02
108.152,-0.53,0.33,0.01,0,0,0
108.252,-0.52,0.34,-0.01,0.24,0.24,0
108.352,-0.49,0.33,0.11,-0.08,-0.08,0.03
108.452,-0.45,0.32,0.05,-0.23,-0.23,0.03
108.552,-0.39,0.31,0.1,0.14,0.14,0
108.652,-0.36,0.29,0.03,-0.12,-0.12,-0.02
108.752,-0.32,0.27,-0.22,-0.2,-0.2,0.01
108.852,-0.3,0.25,-0.26,0.21,0.21,0.02
108.952,-0.26,0.25,-0.19,0.09,0.09,0
109.052,-0.23,0.24,0.15,-0.01,-0.01,-0.01
109.152,-0.22,0.23,0.34,0.04,0.04,0.01
109.252,-0.2,0.23,0.05,-0.21,-0.21,0
109.352,-0.19,0.22,-0.08,-0.15,-0.15,0.01
109.452,-0.19,0.22,-0.1,0.12,0.12,0.01
109.552,-0.18,0.22,0.12,0.15,0.15,-0.01
109.652,-0.18,0.22,0.2,-0.06,-0.06,0
109.752,-0.17,0.21,-0.1,0,0,0
109.852,-0.16,0.21,-0.15,0,0,-0.01
109.952,-0.16,0.21,-0.26,-0.16,-0.16,0
110.052,-0.14,0.21,-0.04,-0.03,-0.03,0
110.152,-0.14,0.21,-0.05,0.03,0.03,0
110.252,-0.13,0.21,-0.4,-0.18,-0.18,-0.01
110.352,-0.14,0.21,-0.37,-0.04,-0.04,0.02
110.452,-0.16,0.21,-0.34,0.04,0.04,0.01
110.552,-0.13,0.2,0.11,-0.14,-0.14,-0.03
110.652,-0.12,0.2,0.15,-0.03,-0.03,-0.02
110.752,-0.13,0.2,0,0.13,0.13,0
110.852,-0.13,0.21,-0.31,-0.08,-0.08,0
110.952,-0.12,0.21,-0.39,-0.06,-0.06,0
111.052,-0.11,0.21,0.05,0.03,0.03,0.01
111.152,-0.12,0.21,0.44,-0.2,-0.2,0
111.252,-0.1,0.21,0.39,0.01,0.01,0
111.352,-0.09,0.2,0.29,0.05,0.05,0.01
111.452,-0.08,0.2,-0.1,0.1,0.1,0
111.552,-0.06,0.19,-0.03,0.11,0.11,0.01
111.652,-0.06,0.18,-0.07,0.1,0.1,0
111.752,-0.04,0.17,-0.28,-0.12,-0.12,-0.01
